epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.015494,0.124475,0.0055,0.015522
2,0.01543,0.124219,0.008895,0.015475
3,0.015378,0.124009,0.011606,0.015436
4,0.015333,0.123827,0.014709,0.015407
5,0.015293,0.123663,0.017231,0.015379
6,0.015256,0.123517,0.019424,0.015353
7,0.015223,0.123383,0.021165,0.015329
8,0.015194,0.123264,0.022839,0.015308
9,0.015168,0.123157,0.024309,0.015289
10,0.015144,0.123061,0.025453,0.015271
11,0.015122,0.122973,0.026475,0.015255
12,0.015102,0.122892,0.027296,0.015239
13,0.015083,0.122814,0.027991,0.015223
14,0.015065,0.12274,0.029078,0.01521
15,0.015047,0.122668,0.030389,0.015199
16,0.01503,0.122597,0.031373,0.015187
17,0.015013,0.122526,0.032071,0.015173
18,0.014995,0.122456,0.03282,0.01516
19,0.014979,0.122389,0.033651,0.015147
20,0.014963,0.122324,0.034546,0.015136
21,0.014948,0.122263,0.035207,0.015124
22,0.014935,0.122208,0.035616,0.015113
23,0.014922,0.122157,0.035798,0.015101
24,0.014911,0.122111,0.035786,0.01509
25,0.014901,0.122071,0.03604,0.015081
26,0.014892,0.122034,0.036111,0.015073
27,0.014884,0.122001,0.036101,0.015065
28,0.014876,0.121968,0.036294,0.015058
29,0.014868,0.121936,0.036459,0.015051
30,0.014861,0.121904,0.036798,0.015045
31,0.014853,0.121873,0.037427,0.01504
32,0.014845,0.121838,0.037963,0.015034
33,0.014836,0.121805,0.038407,0.015028
34,0.014829,0.121773,0.038849,0.015023
35,0.014821,0.121743,0.039336,0.015018
36,0.014814,0.121714,0.039705,0.015013
37,0.014807,0.121686,0.040206,0.015008
38,0.014801,0.121659,0.040825,0.015005
39,0.014794,0.121631,0.041333,0.015001
40,0.014787,0.121603,0.041888,0.014997
41,0.014781,0.121578,0.042362,0.014993
42,0.014776,0.121556,0.042773,0.01499
43,0.014771,0.121536,0.043165,0.014987
44,0.014767,0.121518,0.043539,0.014984
45,0.014763,0.121502,0.043952,0.014982
46,0.014759,0.121486,0.044546,0.014981
47,0.014754,0.121466,0.045035,0.014979
48,0.01475,0.121449,0.045432,0.014977
49,0.014746,0.121433,0.045945,0.014976
50,0.014743,0.12142,0.046363,0.014975
51,0.01474,0.121407,0.046665,0.014973
52,0.014736,0.121393,0.047174,0.014972
53,0.014733,0.12138,0.047646,0.014971
54,0.01473,0.121369,0.047998,0.01497
55,0.014728,0.12136,0.048226,0.014969
56,0.014726,0.121351,0.048341,0.014968
57,0.014724,0.121344,0.048548,0.014967
58,0.014723,0.121338,0.048838,0.014967
59,0.014721,0.121332,0.04902,0.014967
60,0.01472,0.121327,0.049108,0.014966
61,0.014719,0.121322,0.049214,0.014965
62,0.014718,0.121318,0.04948,0.014965
63,0.014717,0.121314,0.049684,0.014965
64,0.014715,0.121306,0.049925,0.014965
65,0.014714,0.121301,0.050099,0.014964
66,0.014713,0.121296,0.050151,0.014964
67,0.014712,0.121294,0.050144,0.014963
68,0.014712,0.121292,0.050427,0.014964
69,0.014711,0.121288,0.050685,0.014964
70,0.01471,0.121284,0.050786,0.014964
71,0.014709,0.121281,0.050849,0.014963
72,0.014708,0.121278,0.050979,0.014963
73,0.014708,0.121277,0.051033,0.014963
74,0.014708,0.121276,0.051051,0.014963
75,0.014708,0.121276,0.050946,0.014963
