investor,n_epochs,drop_share_by_80pct_min,drop_share_by_80pct_mean,final_step_share_max,weight_step_max,weight_step_rel_max
foreign,75,0.9174443646805456,1.0017951895061044,0.01565329883570454,0.0023023430258034966,0.03926727949826149
institution,75,0.9908256880734012,0.9991924574866483,0.004310344827590461,0.00013241793203631742,0.017043416247110317
retail,75,0.9960099212768242,0.9989741940446873,0.0013906169948028437,0.0005380703369155999,0.012085944796168918
