split,investor,n_epochs,loss_first,loss_last,drop_share_by_80pct_epochs,final_step_share_of_drop,weight_final_step_max_abs,weight_final_step_rel
26,institution,75,0.016205,0.015843,1.0,0.0,4.981564416084437e-05,0.004035881869446921
26,retail,75,0.109994,0.101962,1.000124501992032,0.00012450199203199706,0.0003937017172574997,0.009017711263267156
27,foreign,75,0.065197,0.05612,0.9996694943263197,-0.000661011347362124,0.0002438090741634022,0.004470510525648263
27,institution,75,0.017302,0.016896,1.0,-0.0024630541871945807,0.00010760959412436932,0.00957823347354678
27,retail,75,0.114155,0.103886,1.0018502288440945,-0.00029214139643616714,0.0001794977579266,0.004282289792711306
28,foreign,75,0.065123,0.05495,0.999311904059766,0.001277892460434397,0.0002333596348762998,0.004043928677808791
28,institution,75,0.01751,0.017142,0.9972826086956589,0.0,7.584829290859999e-05,0.006680256418656032
28,retail,75,0.105426,0.095057,0.9978782910598906,-0.00048220657729819644,0.0003468757495284011,0.008250006689403995
29,foreign,75,0.064397,0.053898,0.9994285170016193,0.0003809886655869191,0.00020255464187359998,0.0037327071100300437
29,institution,75,0.015896,0.01559,1.0,0.0,6.849122291895252e-05,0.007529580089266039
29,retail,75,0.105586,0.096542,0.999115435647944,0.0,0.00035949796438210224,0.008097680335378117
30,foreign,75,0.069369,0.059618,0.9174443646805456,0.000410214336991488,0.0016599060036242004,0.03203622928738676
30,institution,75,0.015711,0.015533,1.0056179775280858,0.0,9.952105756379998e-05,0.01219014656191798
30,retail,75,0.113498,0.101548,0.9999163179916317,-0.00016736401673656903,0.0002831332385539991,0.006148746380776314
31,foreign,75,0.066148,0.057234,0.9998878169172087,-0.00022436616558245463,0.00030979467555880004,0.006340901353314673
31,institution,75,0.015143,0.014906,1.0042194092827046,0.0,7.912479122751392e-05,0.008019864518421259
31,retail,75,0.113149,0.10434,0.9981836757861275,0.0011352026336696704,0.00022078910842529987,0.004287154434234528
32,foreign,75,0.070475,0.060962,0.9992641648270787,0.00010511931041742886,0.0003340770490467002,0.005986944143205883
32,institution,75,0.016239,0.015972,1.0,-0.0037453183520636726,7.698266472289106e-05,0.008349007444552962
32,retail,75,0.117377,0.106137,0.9999110320284696,0.0,0.0002343230880796996,0.005507180933611322
33,foreign,75,0.070319,0.059233,0.9984665343676713,0.0008118347465273369,0.00024914927780630026,0.004268075512463892
33,institution,75,0.016447,0.016234,0.9953051643192442,-0.00469483568073955,0.0001259298005606979,0.015803940130065475
33,retail,75,0.108697,0.096806,0.9993272222689434,0.00042048608190994223,0.0005380703369155999,0.012085944796168918
34,foreign,75,0.069683,0.058253,1.0021872265966751,-0.002712160979877193,0.0005126211908646,0.009252069316710012
34,institution,75,0.014838,0.0146,1.0,0.0,7.643728167750001e-05,0.009202459985163895
34,retail,75,0.108797,0.098686,0.9998021956285232,-0.00039560874295224203,0.00022740263375450003,0.004951972045049283
35,foreign,75,0.062906,0.054258,0.9913274745605922,-0.00023126734505111003,0.0009946515783667998,0.023139054930782263
35,institution,75,0.015259,0.01501,1.0,0.0,6.325932918109999e-05,0.005753653073392236
35,retail,75,0.117884,0.106313,0.9987036556909514,0.0006049606775553647,0.00037229154258969915,0.006899069467414468
36,foreign,75,0.067224,0.057958,1.0002158428663934,0.0006475285991796956,0.00021964835468669995,0.004061061748773952
36,institution,75,0.016363,0.016078,0.996491228070172,0.0,6.0630963162111584e-05,0.005688874526733631
36,retail,75,0.122247,0.108194,0.9977229061410372,0.0005692734647411942,0.00025951024144890006,0.005011132693273415
37,foreign,75,0.067136,0.05611,0.9985488844549245,0.0017231997097767262,0.00020401459187269991,0.0036260350038288007
37,institution,75,0.01657,0.016332,1.0,-0.0042016806722730725,0.0001319481234531498,0.011765295574793392
37,retail,75,0.113592,0.098686,1.0002683483161137,0.0005366966322291694,0.0003503970801830014,0.007237430486341312
38,foreign,75,0.066456,0.055217,1.0007118071002759,-0.00035590355013826857,0.00033713632728909993,0.0062782096573727126
38,institution,75,0.014961,0.014792,0.9940828402366805,0.0,4.7621433623200034e-05,0.007455596674110409
38,retail,75,0.113523,0.100125,0.9994028959546205,0.0008210180623971585,0.0002510640770196004,0.004589439124768545
39,foreign,75,0.063906,0.056414,1.0297650827549387,-0.0016017084890547404,0.0010852352716027996,0.02397516008712743
39,institution,75,0.015871,0.015535,1.0029761904761934,0.0,4.870501288675689e-05,0.004481091854540864
39,retail,75,0.121629,0.110845,0.999814540059347,-0.0004636498516325111,0.00029235519468789883,0.0056774294642962875
