split,investor,coefficient,exact_lasso,adam,abs_diff
3,retail,kospi_return_1d,-0.01787565710518958,-0.0166244357824325,0.0012512213227570783
3,retail,fx_level_z_252,0.0212126909749719,0.0218289159238338,0.0006162249488618973
4,foreign,momentum,0.04213789858459471,0.0417235419154167,0.0004143566691780162
4,foreign,persist,0.0427918992470516,0.0425499454140663,0.00024195383298530188
4,foreign,underwater,0.0005103108357241256,0.0008797185728326,0.0003694077371084744
4,foreign,momentumxkospi_return_1d,-0.010422455127096542,-0.0107768522575497,0.00035439713045315804
4,foreign,momentumxfx_level_z_252,-0.009694957746153457,-0.009476950392127,0.00021800735402645668
4,foreign,persistxkospi_return_1d,-0.004432237773819044,-0.0046431021764874,0.00021086440266835597
4,foreign,persistxfx_level_z_252,-0.00438540925343173,-0.0045609921216964,0.00017558286826466988
4,foreign,underwaterxkospi_return_1d,-0.00653741431964243,-0.0063682096078991,0.00016920471174333013
4,foreign,underwaterxfx_level_z_252,-0.0012200231434869272,-0.0014896405627951,0.0002696174193081728
4,foreign,kospi_return_1d,0.030205537456632146,0.0300208795815706,0.00018465787506154532
4,foreign,fx_level_z_252,-0.018972537532838608,-0.0187697894871234,0.00020274804571520852
4,institution,momentum,-0.0,-0.0001101017842302,0.0001101017842302
4,institution,persist,0.013880221149551276,0.0139115918427705,3.1370693219224394e-05
4,institution,underwater,-0.0,5.1762610382866114e-05,5.1762610382866114e-05
4,institution,momentumxkospi_return_1d,-0.0,-7.590530003653839e-06,7.590530003653839e-06
4,institution,momentumxfx_level_z_252,0.0009522936302912179,0.0009832350770011,3.0941446709882125e-05
4,institution,persistxkospi_return_1d,-0.0,-5.737349420087412e-05,5.737349420087412e-05
4,institution,persistxfx_level_z_252,-0.0007507947347365707,-0.0007553952164016,4.600481665029371e-06
4,institution,underwaterxkospi_return_1d,0.0031815017948759543,0.00319260568358,1.1103888704045838e-05
4,institution,underwaterxfx_level_z_252,0.000356175852202229,0.0003841115394607,2.793568725847098e-05
4,institution,kospi_return_1d,-0.0037072688190136383,-0.003675305750221,3.196306879263812e-05
4,institution,fx_level_z_252,-0.0,-0.0001711641962174,0.0001711641962174
4,retail,momentum,-0.023169395541715338,-0.0282532982528209,0.005083902711105561
4,retail,persist,0.04299829269326226,0.0438411235809326,0.0008428308876703428
4,retail,underwater,0.0601378025738068,0.0513668172061443,0.0087709853676625
4,retail,momentumxkospi_return_1d,0.00661566332393749,0.005596260074526,0.0010194032494114892
4,retail,momentumxfx_level_z_252,0.0,1.8261733202962205e-05,1.8261733202962205e-05
4,retail,persistxkospi_return_1d,0.008954032502546918,0.0076220156624913,0.001332016840055618
4,retail,persistxfx_level_z_252,-0.015746900835051716,-0.0171657539904117,0.001418853155359983
4,retail,underwaterxkospi_return_1d,0.012439288283301006,0.0127938240766525,0.0003545357933514952
4,retail,underwaterxfx_level_z_252,-0.03519415926053318,-0.0321344397962093,0.0030597194643238804
4,retail,kospi_return_1d,-0.02604246866742644,-0.0248019956052303,0.0012404730621961395
4,retail,fx_level_z_252,0.019078176072645243,0.0203400738537311,0.0012618977810858571
5,foreign,momentum,0.02733896795627986,0.0273744333535432,3.5465397263338694e-05
5,foreign,persist,0.03449975697227583,0.0342804715037345,0.00021928546854133035
5,foreign,underwater,-0.0,-6.793965440010652e-05,6.793965440010652e-05
5,foreign,momentumxkospi_return_1d,-0.012049851645849284,-0.0117370877414941,0.0003127639043551834
5,foreign,momentumxfx_level_z_252,-0.00012207756829952165,-0.0003914462868124,0.00026936871851287835
5,foreign,persistxkospi_return_1d,-0.003344348857317238,-0.0035998674575239,0.00025551860020666187
5,foreign,persistxfx_level_z_252,-0.0027290268601609193,-0.0024862282443791,0.00024279861578181943
5,foreign,underwaterxkospi_return_1d,-0.0031896728408949697,-0.0036056055687367,0.0004159327278417304
5,foreign,underwaterxfx_level_z_252,-0.0006356849209135184,-0.0008282156777568,0.00019253075684328162
5,foreign,kospi_return_1d,0.02770724345490191,0.0276329461485147,7.429730638721169e-05
5,foreign,fx_level_z_252,-0.031742010939891534,-0.0316817425191402,6.026842075133182e-05
5,institution,momentum,-0.0016041383381850151,-0.0016205986030399,1.646026485488481e-05
5,institution,persist,0.015102912324512361,0.0152996918186545,0.00019677949414213976
5,institution,underwater,-0.0,-0.0003586720267776,0.0003586720267776
5,institution,momentumxkospi_return_1d,0.0019884340609529856,0.0020335454028099,4.511134185691433e-05
5,institution,momentumxfx_level_z_252,0.0,-2.2155272745294496e-05,2.2155272745294496e-05
5,institution,persistxkospi_return_1d,0.0005684517440580697,0.0005066425655968,6.180917846126965e-05
5,institution,persistxfx_level_z_252,-0.0,-0.0001704199239611,0.0001704199239611
5,institution,underwaterxkospi_return_1d,0.004522613031704879,0.0043432312086224,0.00017938182308247907
5,institution,underwaterxfx_level_z_252,0.002036575687092687,0.0022333096712827,0.00019673398419001306
5,institution,kospi_return_1d,-0.005138507564190056,-0.0052230884321033,8.458086791324378e-05
5,institution,fx_level_z_252,-0.0,-0.0001406859082635,0.0001406859082635
5,retail,momentum,-0.018007115170215172,-0.0182034503668546,0.00019633519663942584
5,retail,persist,0.03953513071812403,0.0414105653762817,0.0018754346581576695
5,retail,underwater,0.03843523504010057,0.0330774895846843,0.005357745455416264
5,retail,momentumxkospi_return_1d,0.008967358766283134,0.0091076996177434,0.0001403408514602661
5,retail,momentumxfx_level_z_252,0.0,0.0010136557975783,0.0010136557975783
5,retail,persistxkospi_return_1d,0.00883393217858338,0.0088900858536362,5.615367505282069e-05
5,retail,persistxfx_level_z_252,-0.014010996514525843,-0.0144084431231021,0.0003974466085762563
5,retail,underwaterxkospi_return_1d,0.010581408239457435,0.010238860733807,0.00034254750565043506
5,retail,underwaterxfx_level_z_252,-0.027872986493848086,-0.0248397849500179,0.003033201543830185
5,retail,kospi_return_1d,-0.026779543120166487,-0.0269442237913608,0.00016468067119431232
5,retail,fx_level_z_252,0.03596741529539421,0.038017563521862,0.0020501482264677906
6,foreign,momentum,0.046463049636526824,0.0464404039084911,2.2645728035723678e-05
6,foreign,persist,0.03961317931041889,0.0394528768956661,0.00016030241475278872
6,foreign,underwater,-0.0,-0.0004664245061576,0.0004664245061576
6,foreign,momentumxkospi_return_1d,-0.009797798589500447,-0.0096570961177349,0.00014070247176554626
6,foreign,momentumxfx_level_z_252,-0.004539359733092412,-0.0045497892424464,1.0429509353987974e-05
6,foreign,persistxkospi_return_1d,-0.007925677923594724,-0.0079258000478148,1.2212422007516766e-07
6,foreign,persistxfx_level_z_252,-0.008877265858340283,-0.0087222838774323,0.00015498198090798353
6,foreign,underwaterxkospi_return_1d,-0.009449414884681514,-0.0096109854057431,0.000161570521061586
6,foreign,underwaterxfx_level_z_252,-0.010439775084966288,-0.0101496996358037,0.0002900754491625881
6,foreign,kospi_return_1d,0.03193966867366374,0.0317979343235492,0.00014173435011453905
