split,investor,n_epochs,loss_first,loss_last,drop_share_by_80pct_epochs,final_step_share_of_drop,weight_final_step_max_abs,weight_final_step_rel
0,foreign,150,0.063775,0.054639,1.0025175131348514,-0.0028458844133097913,0.0010788654326462,0.016271019840982025
0,institution,75,0.01531,0.014893,1.0,0.0,8.482061093670001e-05,0.004025160079724387
0,retail,300,0.10962,0.09615,1.0011135857461024,-0.0006681514476611081,0.0004008878022433021,0.004538821565233203
1,foreign,150,0.063655,0.053947,1.0004120313143803,-0.00010300782859507622,0.00015909876674419926,0.002241257794436644
1,institution,75,0.015096,0.014542,0.9945848375451241,0.0,9.410287020720001e-05,0.003908587282849264
1,retail,300,0.103694,0.087625,1.0003733897566738,0.0003733897566747153,0.00012612296268339936,0.0012498532554038667
2,foreign,150,0.060953,0.051644,1.0019336126329363,-0.0012890750886244565,0.0005190409719944,0.007579044458026716
2,institution,75,0.015776,0.01523,0.9963369963369958,-0.0018315018315036703,7.484947855114672e-05,0.0032111961972193788
2,retail,300,0.103003,0.090635,1.0022639068564037,-0.0009702457956014003,0.00035039521753790076,0.003840824326077126
3,foreign,150,0.066237,0.055996,1.000781173713504,0.0006835269993164786,0.00033834599889820014,0.004474351393396816
3,institution,75,0.014714,0.01433,1.0,0.0,4.906405229119999e-05,0.002526884234709908
3,retail,300,0.106306,0.093368,1.0015458339774312,0.0006956252898434943,0.0004421533085406,0.004941740447430427
4,foreign,150,0.063012,0.053368,1.0005184570717542,0.00031107424305298637,0.00023025041446090005,0.0033167964964212274
4,institution,75,0.014837,0.014337,0.9960000000000029,0.0,0.00013155710621502983,0.0056128248525489175
4,retail,300,0.111121,0.095485,1.0001918649270916,-0.0005116398055764981,0.0002641065802890438,0.002732394047113044
5,foreign,150,0.059521,0.051428,1.0004942542938347,-0.00024712714691733613,0.00039710383862259953,0.006399038818257679
5,institution,75,0.014426,0.013864,0.9928825622775791,0.0,0.00011647360224739997,0.004777200416767354
5,retail,300,0.110727,0.099564,1.002239541341933,0.0007166532294180882,0.00031728856265540034,0.0035126517987779217
6,foreign,150,0.063919,0.054894,1.0012188365650967,0.00044321329639933495,0.00037690438330180084,0.005597311152953749
6,institution,75,0.015522,0.014963,0.994633273703042,0.0,7.66723387641565e-05,0.0032801381024948565
6,retail,300,0.114941,0.101075,1.001514495889225,-0.0011539016298862052,0.00038239499554030025,0.004300268250496602
7,foreign,150,0.063805,0.053266,0.9990511433722368,9.488566277644939e-05,0.00024960562586780026,0.0036831020577058203
7,institution,75,0.015729,0.015131,0.9882943143812708,0.0,9.22586768865967e-05,0.0037071440755128797
7,retail,300,0.106199,0.091736,1.0,0.00013828389684035123,0.000257043167948702,0.003188411730630417
8,foreign,150,0.06299,0.052693,0.9746528114984944,-0.00349616393124156,0.0027593324775807,0.04357189877820209
8,institution,75,0.014125,0.013576,0.9981785063752259,0.0018214936247741322,9.148753451873589e-05,0.00430024027430988
8,retail,300,0.106272,0.092567,1.0007296607077707,-0.0007296607077706032,0.00023853569291539998,0.00284668985372448
9,foreign,150,0.066935,0.055587,1.0037892139584064,-0.0012336975678533773,0.0009719012305140001,0.010109906534435708
9,institution,75,0.016211,0.015714,0.9919517102615684,0.0,6.675609620289999e-05,0.002819144720722722
9,retail,300,0.108404,0.089503,1.0002645362679226,-0.00037035077509090116,0.0003024227917194991,0.0025692768907061435
10,foreign,150,0.064107,0.053123,1.0024581209031318,-0.0017297887836851952,0.00047835102304819976,0.005863092223962748
10,institution,75,0.016992,0.016495,0.9919517102615684,0.0020120724346096544,8.052071643754969e-05,0.0035269868633286397
