variant,comparator,rmse_delta,rmse_skill_delta,rmse_win_rate,balanced_accuracy_delta,pearson_delta,std_ratio_delta,tail_direction_delta
e1_persistence,e0_baseline,-0.0006483945784890708,0.005075164731703211,1.0,0.023435911169410743,0.053857703574601436,0.01767782612882471,0.05603628117913832
e7_persistence_liquidity,e1_persistence,-6.09800735726825e-06,4.967658996533804e-05,0.6888888888888889,0.0025797578596685002,0.0009941259157927001,0.0015553319840929934,0.0008888888888888946
