variant,split,rmse,nrmse,rmse_skill,mse_skill,mae_skill,direction_accuracy,balanced_accuracy,macro_f1,pearson,spearman,std_ratio,tail_direction_accuracy
e0_baseline,0,0.13349091433168958,1.0463078065752405,0.010062385318475475,0.020023584836632358,0.011883970243405373,0.6391752577319587,0.4967548076923077,0.44886363636363635,-0.01676251165181218,-0.020037555521771108,0.04013684375928478,0.7755102040816326
e0_baseline,1,0.1358642756252039,1.0092529581392207,0.005228105193330945,0.010428918093822737,0.01249660485792703,0.5670103092783505,0.5395574743658931,0.5276521739130435,0.12238660696602742,0.14600387060191558,0.05959331093805596,0.673469387755102
e0_baseline,2,0.1250185879136235,1.0173243271014054,0.0029986119258628152,0.005988279899962867,0.005113216332683912,0.5721649484536082,0.5710303300624442,0.564940152927508,0.12103368446118204,0.12827306233641364,0.07912719250137334,0.6326530612244898
e0_baseline,3,0.13863682920353795,0.994083439387817,0.009991099223236155,0.01988232626455111,0.012115138900826827,0.5721649484536082,0.518530701754386,0.49216261393383165,0.1762939652610828,0.17999285048053812,0.06514602429798662,0.6326530612244898
e0_baseline,4,0.135869488127294,1.0244713461273078,0.009086945327465012,0.018091307154376457,0.013839399048536372,0.6288659793814433,0.532373271889401,0.508515130190007,0.1253732232560575,0.14455917460030485,0.04825437119735187,0.673469387755102
e0_baseline,5,0.14536508013936114,1.0164954402235837,0.002793895189652451,0.005580004211289014,0.007613223032795213,0.5567010309278351,0.4788859956979509,0.45441465009810333,0.009013302535374999,0.07939993343550844,0.07017167752842254,0.6122448979591837
e0_baseline,6,0.128777668830576,1.0045311431938828,0.004839842896807056,0.00965620051225613,0.011600244944294125,0.5824742268041238,0.5779616724738676,0.5765219500363812,0.1448868832849154,0.20440640498329724,0.1155906521655948,0.5918367346938775
e0_baseline,7,0.1265682775370057,1.011406360651442,0.004679828781213202,0.009337680181212837,0.004673033716518504,0.5618556701030928,0.5301920301920302,0.5293278150421007,0.1456368504830003,0.14506703701725335,0.061633532638421105,0.6530612244897959
e0_baseline,8,0.14854270207957337,0.9980492614399703,0.0019988999296384202,0.003993902990143683,-0.0015371017861149916,0.5939086294416244,0.5762588431127758,0.5693989071038251,0.06656195191861236,0.10037388282493433,0.06039844496685969,0.66
e0_baseline,9,0.11984052561150971,1.0063987080522945,0.003259705486358566,0.006508806358055286,0.002327691344652494,0.5670103092783505,0.5382622773880195,0.5245098039215685,0.14832736938509927,0.1324493678427763,0.05708458281298633,0.6530612244897959
