epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.108662,0.329638,0.019908,0.108761
2,0.106961,0.327049,0.038477,0.107153
3,0.105484,0.324783,0.056162,0.105765
4,0.104119,0.322675,0.072583,0.104482
5,0.102974,0.320895,0.089128,0.103419
6,0.101968,0.319324,0.104786,0.102492
7,0.101098,0.317959,0.118992,0.101693
8,0.100241,0.316609,0.131828,0.1009
9,0.099634,0.315649,0.143479,0.100352
10,0.099033,0.314695,0.153693,0.099801
11,0.098443,0.313757,0.162737,0.099257
12,0.098031,0.313099,0.170859,0.098885
13,0.097576,0.312371,0.177794,0.098465
14,0.097192,0.311756,0.183599,0.09811
15,0.096873,0.311244,0.188364,0.097814
16,0.096533,0.310698,0.191889,0.097493
17,0.09623,0.31021,0.194562,0.097203
18,0.09597,0.30979,0.196629,0.096953
19,0.095747,0.30943,0.198016,0.096737
20,0.095516,0.309056,0.200863,0.09652
21,0.095331,0.308757,0.205321,0.096358
22,0.095145,0.308455,0.20911,0.09619
23,0.094981,0.308191,0.21222,0.096043
24,0.094802,0.3079,0.215069,0.095878
25,0.094661,0.307671,0.217337,0.095748
26,0.094525,0.307449,0.219401,0.095622
27,0.094399,0.307244,0.221251,0.095505
28,0.094259,0.307016,0.221909,0.095368
29,0.094147,0.306834,0.222371,0.095259
30,0.094031,0.306644,0.222503,0.095143
31,0.09393,0.306481,0.222538,0.095043
32,0.093824,0.306308,0.223378,0.094941
33,0.093736,0.306163,0.225508,0.094863
34,0.093655,0.306031,0.22842,0.094797
35,0.093581,0.30591,0.230977,0.094736
36,0.093517,0.305805,0.233132,0.094682
37,0.093451,0.305697,0.235193,0.094627
38,0.093363,0.305553,0.236839,0.094547
39,0.093306,0.30546,0.238514,0.094499
40,0.093233,0.305342,0.240252,0.094435
41,0.093177,0.305249,0.24179,0.094386
42,0.093115,0.305147,0.2433,0.094331
43,0.093062,0.30506,0.244787,0.094286
44,0.09301,0.304975,0.246057,0.09424
45,0.09296,0.304893,0.247224,0.094196
46,0.092917,0.304823,0.248327,0.094159
47,0.09287,0.304746,0.249227,0.094116
48,0.092821,0.304665,0.25014,0.094072
49,0.092805,0.304639,0.251317,0.094061
50,0.092752,0.304552,0.252236,0.094013
51,0.092716,0.304492,0.253213,0.093982
52,0.092692,0.304454,0.254402,0.093964
53,0.092653,0.304389,0.255396,0.09393
54,0.092623,0.30434,0.256425,0.093905
55,0.092588,0.304283,0.257565,0.093876
56,0.092562,0.30424,0.259104,0.093858
57,0.092521,0.304172,0.260179,0.093822
58,0.092491,0.304124,0.261002,0.093796
