epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,0.003000394906848669
1,beta,persist,,0.003001331351697445
1,beta,underwater,,-0.002910247538238764
1,B,momentum,kospi_return_1d,-0.002156382892280817
1,B,momentum,fx_level_z_252,-0.0003086123033426702
1,B,persist,kospi_return_1d,-0.0023189347703009844
1,B,persist,fx_level_z_252,0.00017858203500509262
1,B,underwater,kospi_return_1d,0.0021364050917327404
1,B,underwater,fx_level_z_252,9.714439511299133e-05
1,alpha,,kospi_return_1d,0.0029773367568850517
1,alpha,,fx_level_z_252,-0.002989786444231868
2,beta,momentum,,0.00597057631239295
2,beta,persist,,0.0059660449624061584
2,beta,underwater,,-0.003583179321140051
2,B,momentum,kospi_return_1d,-0.0026100240647792816
2,B,momentum,fx_level_z_252,-0.0024521234445273876
2,B,persist,kospi_return_1d,-0.0026875764597207308
2,B,persist,fx_level_z_252,-0.0014767765533179045
2,B,underwater,kospi_return_1d,0.0018028148915618658
2,B,underwater,fx_level_z_252,0.0020500400569289923
2,alpha,,kospi_return_1d,0.005818979814648628
2,alpha,,fx_level_z_252,-0.00594432232901454
3,beta,momentum,,0.008909614756703377
3,beta,persist,,0.008919840678572655
3,beta,underwater,,-0.004976159427314997
3,B,momentum,kospi_return_1d,-0.002842528047040105
3,B,momentum,fx_level_z_252,-0.004420645534992218
3,B,persist,kospi_return_1d,-0.003099125111475587
3,B,persist,fx_level_z_252,-0.0023335942532867193
3,B,underwater,kospi_return_1d,0.0017275649588555098
3,B,underwater,fx_level_z_252,0.002963378094136715
3,alpha,,kospi_return_1d,0.008650003932416439
3,alpha,,fx_level_z_252,-0.008821149356663227
4,beta,momentum,,0.011779659427702427
4,beta,persist,,0.011828835122287273
4,beta,underwater,,-0.00587614718824625
4,B,momentum,kospi_return_1d,-0.0028608955908566713
4,B,momentum,fx_level_z_252,-0.006081196013838053
4,B,persist,kospi_return_1d,-0.003064868738874793
4,B,persist,fx_level_z_252,-0.0029380477499216795
4,B,underwater,kospi_return_1d,0.0008735422743484378
4,B,underwater,fx_level_z_252,0.00334374513477087
4,alpha,,kospi_return_1d,0.011196170933544636
4,alpha,,fx_level_z_252,-0.011598072946071625
5,beta,momentum,,0.014612564817070961
5,beta,persist,,0.014698628336191177
5,beta,underwater,,-0.006194266956299543
5,B,momentum,kospi_return_1d,-0.0032468512654304504
5,B,momentum,fx_level_z_252,-0.007381117437034845
5,B,persist,kospi_return_1d,-0.0035048590507358313
5,B,persist,fx_level_z_252,-0.0030433936044573784
5,B,underwater,kospi_return_1d,-9.281634993385524e-05
5,B,underwater,fx_level_z_252,0.0036475593224167824
5,alpha,,kospi_return_1d,0.013772907666862011
5,alpha,,fx_level_z_252,-0.014204129576683044
6,beta,momentum,,0.017371244728565216
6,beta,persist,,0.017480703070759773
6,beta,underwater,,-0.006049732677638531
6,B,momentum,kospi_return_1d,-0.0034632862079888582
6,B,momentum,fx_level_z_252,-0.008579782210290432
6,B,persist,kospi_return_1d,-0.0038741109892725945
6,B,persist,fx_level_z_252,-0.0029646449256688356
6,B,underwater,kospi_return_1d,-0.0008716549491509795
6,B,underwater,fx_level_z_252,0.003995377570390701
6,alpha,,kospi_return_1d,0.016065720468759537
6,alpha,,fx_level_z_252,-0.016757993027567863
7,beta,momentum,,0.020029928535223007
7,beta,persist,,0.020195795223116875
7,beta,underwater,,-0.0058499849401414394
7,B,momentum,kospi_return_1d,-0.0038009590934962034
7,B,momentum,fx_level_z_252,-0.009693149477243423
7,B,persist,kospi_return_1d,-0.004324065055698156
7,B,persist,fx_level_z_252,-0.0027756961062550545
7,B,underwater,kospi_return_1d,-0.0013375760754570365
7,B,underwater,fx_level_z_252,0.003718739375472069
7,alpha,,kospi_return_1d,0.018227605149149895
7,alpha,,fx_level_z_252,-0.019075000658631325
8,beta,momentum,,0.022569958120584488
8,beta,persist,,0.02280152589082718
8,beta,underwater,,-0.005368935409933329
8,B,momentum,kospi_return_1d,-0.003921684343367815
8,B,momentum,fx_level_z_252,-0.01042853482067585
8,B,persist,kospi_return_1d,-0.004635515622794628
8,B,persist,fx_level_z_252,-0.0023067384026944637
8,B,underwater,kospi_return_1d,-0.0018238642951473594
8,B,underwater,fx_level_z_252,0.0032747755758464336
8,alpha,,kospi_return_1d,0.020076263695955276
8,alpha,,fx_level_z_252,-0.021053196862339973
9,beta,momentum,,0.024968886747956276
9,beta,persist,,0.025348052382469177
9,beta,underwater,,-0.004691466689109802
9,B,momentum,kospi_return_1d,-0.0037899408489465714
9,B,momentum,fx_level_z_252,-0.011119254864752293
9,B,persist,kospi_return_1d,-0.004683037754148245
9,B,persist,fx_level_z_252,-0.001819473342038691
9,B,underwater,kospi_return_1d,-0.0024456316605210304
9,B,underwater,fx_level_z_252,0.0027408201713114977
9,alpha,,kospi_return_1d,0.021686846390366554
9,alpha,,fx_level_z_252,-0.02299930341541767
10,beta,momentum,,0.027326224371790886
10,beta,persist,,0.02781089022755623
