epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.113381,0.33672,0.01974,0.113479
2,0.111659,0.334155,0.037533,0.111847
3,0.110034,0.331714,0.054755,0.110308
4,0.108607,0.329555,0.071651,0.108965
5,0.107319,0.327596,0.087475,0.107756
6,0.106114,0.325752,0.102174,0.106625
7,0.105082,0.324163,0.1157,0.10566
8,0.104145,0.322716,0.128632,0.104789
9,0.103297,0.321399,0.140224,0.103999
10,0.102541,0.320221,0.150743,0.103295
11,0.101851,0.31914,0.160422,0.102653
12,0.101284,0.318252,0.169024,0.102129
13,0.100729,0.317379,0.176735,0.101613
14,0.100225,0.316584,0.183591,0.101143
15,0.099806,0.315922,0.189368,0.100753
16,0.099455,0.315365,0.194732,0.100428
17,0.099128,0.314846,0.199336,0.100125
18,0.098816,0.31435,0.202951,0.099831
19,0.098542,0.313914,0.206975,0.099577
20,0.098288,0.31351,0.213243,0.099355
21,0.098074,0.313167,0.218913,0.099168
22,0.097883,0.312862,0.22362,0.099001
23,0.097688,0.312551,0.22751,0.098826
24,0.09751,0.312267,0.230564,0.098663
25,0.09734,0.311994,0.233203,0.098506
26,0.097194,0.31176,0.235871,0.098374
27,0.097044,0.311519,0.238377,0.098236
28,0.096916,0.311313,0.240146,0.098117
29,0.096776,0.311089,0.241404,0.097983
30,0.096647,0.310881,0.242332,0.097858
31,0.09653,0.310693,0.24281,0.097744
32,0.096411,0.310501,0.24282,0.097625
33,0.096306,0.310331,0.242629,0.097519
34,0.096193,0.31015,0.241878,0.097402
35,0.096108,0.310013,0.240753,0.097312
36,0.096017,0.309866,0.239733,0.097216
37,0.09592,0.309709,0.239085,0.097115
38,0.095828,0.309561,0.238701,0.097021
39,0.095752,0.309439,0.239132,0.096948
40,0.095664,0.309295,0.240053,0.096864
41,0.095584,0.309167,0.241061,0.09679
42,0.095511,0.309048,0.2419,0.09672
43,0.095435,0.308925,0.242676,0.096648
44,0.095376,0.308831,0.243645,0.096595
45,0.095313,0.308728,0.244494,0.096536
46,0.095246,0.30862,0.245052,0.096472
