epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.110642,0.332629,0.017063,0.110727
2,0.109406,0.330766,0.031602,0.109564
3,0.10825,0.329013,0.045664,0.108478
4,0.107249,0.327489,0.058266,0.107541
5,0.106406,0.326199,0.070397,0.106758
6,0.105637,0.325019,0.081823,0.106047
7,0.104988,0.324018,0.092554,0.105451
8,0.104392,0.323098,0.102558,0.104905
9,0.10387,0.322289,0.112407,0.104432
10,0.103387,0.321539,0.121985,0.103997
11,0.102995,0.320928,0.131057,0.10365
12,0.102675,0.320429,0.139459,0.103372
13,0.102386,0.319978,0.146823,0.10312
14,0.102127,0.319574,0.154374,0.102899
15,0.101922,0.319252,0.160598,0.102725
16,0.101698,0.318901,0.165365,0.102525
17,0.10152,0.318623,0.169907,0.10237
18,0.10137,0.318387,0.173506,0.102238
19,0.101182,0.318091,0.175521,0.10206
20,0.101055,0.317891,0.177011,0.10194
21,0.100932,0.317697,0.178374,0.101824
22,0.100808,0.317502,0.179966,0.101707
23,0.100698,0.317329,0.181617,0.101606
24,0.100586,0.317153,0.182219,0.101497
25,0.100476,0.316979,0.18252,0.101388
26,0.1004,0.31686,0.182878,0.101315
27,0.100303,0.316707,0.183512,0.101221
28,0.100202,0.316546,0.184646,0.101125
29,0.100124,0.316424,0.185249,0.10105
30,0.100037,0.316286,0.185437,0.100964
31,0.099957,0.316159,0.185084,0.100882
32,0.0999,0.31607,0.18447,0.100823
33,0.099836,0.315969,0.18422,0.100758
34,0.099765,0.315856,0.184174,0.100686
35,0.099701,0.315755,0.184617,0.100624
36,0.099647,0.315668,0.184753,0.10057
37,0.099578,0.31556,0.184243,0.100499
38,0.099526,0.315477,0.183707,0.100444
39,0.099476,0.315397,0.183206,0.100392
40,0.099428,0.315323,0.183909,0.100348
41,0.099382,0.315249,0.184373,0.100304
42,0.099348,0.315195,0.184891,0.100272
43,0.0993,0.315119,0.18556,0.100227
44,0.099247,0.315034,0.186224,0.100178
45,0.09921,0.314976,0.186985,0.100145
46,0.099184,0.314935,0.187902,0.100124
47,0.099145,0.314873,0.18874,0.100089
48,0.09911,0.314817,0.189657,0.100058
49,0.099063,0.314743,0.19024,0.100015
50,0.099043,0.314711,0.190563,0.099996
51,0.099016,0.314668,0.190824,0.09997
52,0.098999,0.314641,0.191172,0.099955
53,0.098976,0.314605,0.191242,0.099932
54,0.098944,0.314554,0.191983,0.099904
55,0.098933,0.314537,0.193076,0.099899
56,0.0989,0.314483,0.193714,0.099868
57,0.098878,0.314449,0.193706,0.099847
58,0.098858,0.314417,0.19316,0.099824
59,0.098849,0.314403,0.192583,0.099812
60,0.098833,0.314378,0.192379,0.099795
61,0.098817,0.314351,0.192938,0.099781
62,0.098803,0.31433,0.193575,0.099771
63,0.098782,0.314296,0.194032,0.099752
64,0.098768,0.314273,0.194403,0.09974
65,0.098776,0.314287,0.194423,0.099748
66,0.098738,0.314226,0.195121,0.099713
67,0.098752,0.314248,0.196112,0.099732
68,0.098718,0.314195,0.196121,0.099699
69,0.0987,0.314166,0.196336,0.099682
70,0.098679,0.314133,0.196901,0.099664
71,0.098683,0.314138,0.197242,0.099669
72,0.098678,0.31413,0.196967,0.099663
73,0.098672,0.314121,0.196377,0.099654
74,0.098657,0.314096,0.197126,0.099642
75,0.098649,0.314084,0.19813,0.09964
76,0.098641,0.314071,0.199173,0.099637
77,0.098628,0.314052,0.200202,0.099629
78,0.098628,0.314051,0.200889,0.099632
79,0.098614,0.314028,0.200704,0.099617
80,0.098608,0.314019,0.200544,0.099611
81,0.098605,0.314014,0.200615,0.099608
82,0.09859,0.31399,0.201042,0.099595
83,0.098592,0.313994,0.201871,0.099601
84,0.09858,0.313975,0.202008,0.09959
85,0.098579,0.313972,0.202083,0.099589
86,0.098582,0.313978,0.201953,0.099592
87,0.098564,0.313949,0.202275,0.099576
88,0.098573,0.313963,0.203167,0.099589
89,0.098557,0.313938,0.203467,0.099574
90,0.098559,0.313942,0.203105,0.099575
91,0.098559,0.31394,0.20276,0.099572
92,0.09856,0.313943,0.202629,0.099573
93,0.098556,0.313937,0.203116,0.099572
94,0.098546,0.31392,0.203973,0.099566
95,0.09854,0.31391,0.204688,0.099563
96,0.098542,0.313913,0.205162,0.099567
97,0.09853,0.313896,0.205563,0.099558
