epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,0.0029443257953971624
1,beta,persist,,0.0029875771142542362
1,beta,underwater,,-0.0025248508900403976
1,B,momentum,kospi_return_1d,-0.002759246388450265
1,B,momentum,fx_level_z_252,0.00234056543558836
1,B,persist,kospi_return_1d,0.002496603410691023
1,B,persist,fx_level_z_252,-0.0018952916143462062
1,B,underwater,kospi_return_1d,0.0007552963797934353
1,B,underwater,fx_level_z_252,0.002890997100621462
1,alpha,,kospi_return_1d,0.0029272621031850576
1,alpha,,fx_level_z_252,-0.002981835510581732
2,beta,momentum,,0.005821481812745333
2,beta,persist,,0.005942523945122957
2,beta,underwater,,-0.0038810072001069784
2,B,momentum,kospi_return_1d,-0.005193247459828854
2,B,momentum,fx_level_z_252,0.00460315914824605
2,B,persist,kospi_return_1d,0.003965433221310377
2,B,persist,fx_level_z_252,-0.0013623347040265799
2,B,underwater,kospi_return_1d,-0.0005954346852377057
2,B,underwater,fx_level_z_252,0.004930352792143822
2,alpha,,kospi_return_1d,0.0057730223052203655
2,alpha,,fx_level_z_252,-0.005898235831409693
3,beta,momentum,,0.008572736755013466
3,beta,persist,,0.008840879425406456
3,beta,underwater,,-0.0056922826915979385
3,B,momentum,kospi_return_1d,-0.0072177378460764885
3,B,momentum,fx_level_z_252,0.006079171784222126
3,B,persist,kospi_return_1d,0.005935960914939642
3,B,persist,fx_level_z_252,-0.0012834131484851241
3,B,underwater,kospi_return_1d,-0.0007224197615869343
3,B,underwater,fx_level_z_252,0.005551941227167845
3,alpha,,kospi_return_1d,0.008419488556683064
3,alpha,,fx_level_z_252,-0.008528108708560467
4,beta,momentum,,0.01127333752810955
4,beta,persist,,0.01163704227656126
4,beta,underwater,,-0.00698469951748848
4,B,momentum,kospi_return_1d,-0.009180978871881962
4,B,momentum,fx_level_z_252,0.007509056478738785
4,B,persist,kospi_return_1d,0.007781676948070526
4,B,persist,fx_level_z_252,-0.00106708612293005
4,B,underwater,kospi_return_1d,-0.0011661635944619775
4,B,underwater,fx_level_z_252,0.006416081450879574
4,alpha,,kospi_return_1d,0.01082539837807417
4,alpha,,fx_level_z_252,-0.011177361011505127
5,beta,momentum,,0.013872484676539898
5,beta,persist,,0.014402960427105427
5,beta,underwater,,-0.008350064046680927
5,B,momentum,kospi_return_1d,-0.010826335288584232
5,B,momentum,fx_level_z_252,0.008562720380723476
5,B,persist,kospi_return_1d,0.00900807324796915
5,B,persist,fx_level_z_252,-0.0011757371248677373
5,B,underwater,kospi_return_1d,-0.0015571414260193706
5,B,underwater,fx_level_z_252,0.006548275705426931
5,alpha,,kospi_return_1d,0.013198100961744785
5,alpha,,fx_level_z_252,-0.013779989443719387
6,beta,momentum,,0.01635497622191906
6,beta,persist,,0.017086194828152657
6,beta,underwater,,-0.00949002429842949
6,B,momentum,kospi_return_1d,-0.011835267767310143
6,B,momentum,fx_level_z_252,0.008731842041015625
6,B,persist,kospi_return_1d,0.010548464953899384
6,B,persist,fx_level_z_252,-0.0017768326215445995
6,B,underwater,kospi_return_1d,-0.001986535731703043
6,B,underwater,fx_level_z_252,0.006716899573802948
6,alpha,,kospi_return_1d,0.015402539633214474
6,alpha,,fx_level_z_252,-0.016179148107767105
7,beta,momentum,,0.018662359565496445
7,beta,persist,,0.01968216523528099
7,beta,underwater,,-0.010051343590021133
7,B,momentum,kospi_return_1d,-0.012791803106665611
7,B,momentum,fx_level_z_252,0.008675405755639076
7,B,persist,kospi_return_1d,0.01172336284071207
7,B,persist,fx_level_z_252,-0.001960339257493615
7,B,underwater,kospi_return_1d,-0.00217726593837142
7,B,underwater,fx_level_z_252,0.0067559536546468735
7,alpha,,kospi_return_1d,0.01727667637169361
7,alpha,,fx_level_z_252,-0.018539952114224434
8,beta,momentum,,0.020807377994060516
8,beta,persist,,0.02213803492486477
8,beta,underwater,,-0.010098930448293686
8,B,momentum,kospi_return_1d,-0.013758058659732342
8,B,momentum,fx_level_z_252,0.008617544546723366
8,B,persist,kospi_return_1d,0.012605753727257252
8,B,persist,fx_level_z_252,-0.002088260604068637
8,B,underwater,kospi_return_1d,-0.0025985813699662685
8,B,underwater,fx_level_z_252,0.006798055954277515
8,alpha,,kospi_return_1d,0.0189339779317379
8,alpha,,fx_level_z_252,-0.0206508357077837
9,beta,momentum,,0.02264678291976452
9,beta,persist,,0.024437684565782547
9,beta,underwater,,-0.010255984030663967
9,B,momentum,kospi_return_1d,-0.014527123421430588
9,B,momentum,fx_level_z_252,0.008187361061573029
9,B,persist,kospi_return_1d,0.013291291892528534
9,B,persist,fx_level_z_252,-0.002680928446352482
9,B,underwater,kospi_return_1d,-0.002249397337436676
9,B,underwater,fx_level_z_252,0.006389059126377106
9,alpha,,kospi_return_1d,0.020247016102075577
9,alpha,,fx_level_z_252,-0.022467797622084618
10,beta,momentum,,0.024195648729801178
10,beta,persist,,0.026639727875590324
10,beta,underwater,,-0.009736327454447746
10,B,momentum,kospi_return_1d,-0.015062510035932064
