experiment,epochs,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_100_lr_0p001_l1_0,100,0.001,0.0,32,foreign,765,194,0.6234915347660289,0.654639175257732,0.6519666907649879,0.6612175107002258
ep_100_lr_0p001_l1_0,100,0.001,0.0,32,institution,765,194,0.6843467658641291,0.520618556701031,0.5004291845493563,0.7022824883460999
ep_100_lr_0p001_l1_0,100,0.001,0.0,32,retail,765,194,0.6646431989919126,0.654639175257732,0.653894288377047,0.6545525193214417
ep_100_lr_0p001_l1_0,100,0.001,0.0,33,foreign,765,194,0.6204928130106209,0.5773195876288659,0.5683273635080863,0.6516544818878174
ep_100_lr_0p001_l1_0,100,0.001,0.0,33,institution,765,194,0.6838422162080902,0.5103092783505154,0.4708128750681942,0.694226861000061
ep_100_lr_0p001_l1_0,100,0.001,0.0,33,retail,765,194,0.6609032747792263,0.6288659793814433,0.6230976794387479,0.6591508984565735
ep_100_lr_0p001_l1_0,100,0.001,0.0,34,foreign,768,197,0.6132600704828898,0.6294416243654822,0.6099856263390557,0.6955116987228394
ep_100_lr_0p001_l1_0,100,0.001,0.0,34,institution,768,197,0.6824269890785217,0.4619289340101523,0.4619150690579262,0.7157280445098877
ep_100_lr_0p001_l1_0,100,0.001,0.0,34,retail,768,197,0.6599535743395487,0.6446700507614214,0.6268939393939394,0.6785704493522644
ep_100_lr_0p001_l1_0,100,0.001,0.0,35,foreign,772,194,0.6382412873401543,0.5979381443298969,0.5968670076726343,0.6197221279144287
ep_100_lr_0p001_l1_0,100,0.001,0.0,35,institution,772,194,0.6840670948819175,0.5257731958762887,0.5024531668153435,0.7046267986297607
ep_100_lr_0p001_l1_0,100,0.001,0.0,35,retail,772,194,0.6640749545912669,0.5515463917525774,0.549523580751061,0.6688836216926575
ep_100_lr_0p001_l1_0,100,0.001,0.0,36,foreign,765,194,0.6245259517158558,0.6082474226804123,0.6055644729802032,0.6614982485771179
ep_100_lr_0p001_l1_0,100,0.001,0.0,36,institution,765,194,0.6853357454530554,0.5515463917525774,0.5381837086491368,0.6923890113830566
ep_100_lr_0p001_l1_0,100,0.001,0.0,36,retail,765,194,0.6528337713939691,0.5154639175257731,0.5112564322469982,0.702281653881073
ep_100_lr_0p001_l1_0,100,0.001,0.0,37,foreign,765,194,0.6222355059548921,0.5979381443298969,0.5905844155844155,0.6454154849052429
