epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,-0.001966288313269615
1,beta,persist,,0.002000624779611826
1,beta,underwater,,0.0020000722724944353
1,B,momentum,kospi_return_1d,-0.0003677534987218678
1,B,momentum,fx_level_z_252,0.002001163549721241
1,B,persist,kospi_return_1d,-0.0018447041511535645
1,B,persist,fx_level_z_252,-0.0018843815196305513
1,B,underwater,kospi_return_1d,-0.001906012650579214
1,B,underwater,fx_level_z_252,-0.0019853212870657444
1,alpha,,kospi_return_1d,-0.0020006662234663963
1,alpha,,fx_level_z_252,0.0018425981979817152
2,beta,momentum,,-0.003922720905393362
2,beta,persist,,0.003992103971540928
2,beta,underwater,,0.0039758519269526005
2,B,momentum,kospi_return_1d,0.0004825059440918267
2,B,momentum,fx_level_z_252,0.003975340165197849
2,B,persist,kospi_return_1d,-0.003496255725622177
2,B,persist,fx_level_z_252,-0.003603975288569927
2,B,underwater,kospi_return_1d,-0.003605970647186041
2,B,underwater,fx_level_z_252,-0.0038891115691512823
2,alpha,,kospi_return_1d,-0.0037772245705127716
2,alpha,,fx_level_z_252,0.00363426236435771
3,beta,momentum,,-0.005882757715880871
3,beta,persist,,0.005970411002635956
3,beta,underwater,,0.005921564996242523
3,B,momentum,kospi_return_1d,0.00042180053424090147
3,B,momentum,fx_level_z_252,0.005820295307785273
3,B,persist,kospi_return_1d,-0.004821109119802713
3,B,persist,fx_level_z_252,-0.004974500276148319
3,B,underwater,kospi_return_1d,-0.004998241551220417
3,B,underwater,fx_level_z_252,-0.005455100908875465
3,alpha,,kospi_return_1d,-0.005375385750085115
3,alpha,,fx_level_z_252,0.0054566869512200356
4,beta,momentum,,-0.007824260741472244
4,beta,persist,,0.007930770516395569
4,beta,underwater,,0.007845167070627213
4,B,momentum,kospi_return_1d,0.00028665727586485445
4,B,momentum,fx_level_z_252,0.007512970827519894
4,B,persist,kospi_return_1d,-0.006199182011187077
4,B,persist,fx_level_z_252,-0.0058697122149169445
4,B,underwater,kospi_return_1d,-0.006290154997259378
4,B,underwater,fx_level_z_252,-0.006738228723406792
4,alpha,,kospi_return_1d,-0.0069341338239610195
4,alpha,,fx_level_z_252,0.00723007507622242
5,beta,momentum,,-0.009738913737237453
5,beta,persist,,0.00987890176475048
5,beta,underwater,,0.009725340642035007
5,B,momentum,kospi_return_1d,0.00027214898727834225
5,B,momentum,fx_level_z_252,0.009134486317634583
5,B,persist,kospi_return_1d,-0.0074348109774291515
5,B,persist,fx_level_z_252,-0.00686722481623292
5,B,underwater,kospi_return_1d,-0.007456112187355757
5,B,underwater,fx_level_z_252,-0.008009415119886398
5,alpha,,kospi_return_1d,-0.008478322066366673
5,alpha,,fx_level_z_252,0.008977753110229969
6,beta,momentum,,-0.011613920331001282
6,beta,persist,,0.011811256408691406
6,beta,underwater,,0.01152366679161787
6,B,momentum,kospi_return_1d,0.00027392912306822836
6,B,momentum,fx_level_z_252,0.010732021182775497
6,B,persist,kospi_return_1d,-0.008713056333363056
6,B,persist,fx_level_z_252,-0.0077988384291529655
6,B,underwater,kospi_return_1d,-0.00835300050675869
6,B,underwater,fx_level_z_252,-0.009336312301456928
6,alpha,,kospi_return_1d,-0.009884357452392578
6,alpha,,fx_level_z_252,0.010642333887517452
7,beta,momentum,,-0.013434884138405323
7,beta,persist,,0.01371094211935997
7,beta,underwater,,0.013223981484770775
7,B,momentum,kospi_return_1d,-1.8703591194935143e-05
7,B,momentum,fx_level_z_252,0.012246513739228249
7,B,persist,kospi_return_1d,-0.009902389720082283
7,B,persist,fx_level_z_252,-0.008712629787623882
7,B,underwater,kospi_return_1d,-0.008701607584953308
7,B,underwater,fx_level_z_252,-0.010614298284053802
7,alpha,,kospi_return_1d,-0.01119190827012062
7,alpha,,fx_level_z_252,0.012200528755784035
8,beta,momentum,,-0.015205101110041142
8,beta,persist,,0.015570580027997494
8,beta,underwater,,0.014888852834701538
8,B,momentum,kospi_return_1d,-0.00038805906660854816
8,B,momentum,fx_level_z_252,0.013643749989569187
8,B,persist,kospi_return_1d,-0.01088815089315176
8,B,persist,fx_level_z_252,-0.009459267370402813
8,B,underwater,kospi_return_1d,-0.00890626385807991
8,B,underwater,fx_level_z_252,-0.011847291141748428
8,alpha,,kospi_return_1d,-0.012235304340720177
8,alpha,,fx_level_z_252,0.01372579112648964
9,beta,momentum,,-0.0169130340218544
9,beta,persist,,0.017393864691257477
9,beta,underwater,,0.016448073089122772
9,B,momentum,kospi_return_1d,-0.000650198373477906
9,B,momentum,fx_level_z_252,0.014829722233116627
9,B,persist,kospi_return_1d,-0.011952221393585205
9,B,persist,fx_level_z_252,-0.010023052804172039
9,B,underwater,kospi_return_1d,-0.009067309089004993
9,B,underwater,fx_level_z_252,-0.012857026420533657
9,alpha,,kospi_return_1d,-0.013058692216873169
9,alpha,,fx_level_z_252,0.015120635740458965
10,beta,momentum,,-0.018500858917832375
10,beta,persist,,0.019139224663376808
10,beta,underwater,,0.017879681661725044
