epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.067199,0.259228,0.028361,0.067341
2,0.065201,0.255345,0.04805,0.065441
3,0.063523,0.252038,0.062628,0.063836
4,0.062668,0.250336,0.071894,0.063027
5,0.061929,0.248855,0.08166,0.062337
6,0.061102,0.247188,0.090968,0.061557
7,0.060372,0.245707,0.099472,0.060869
8,0.059728,0.244392,0.107553,0.060265
9,0.059082,0.243068,0.114258,0.059653
10,0.058495,0.241858,0.12102,0.059101
11,0.058039,0.240914,0.126814,0.058673
12,0.057631,0.240064,0.132349,0.058292
13,0.057332,0.23944,0.138352,0.058023
14,0.057068,0.238889,0.143283,0.057784
15,0.056853,0.238438,0.146281,0.057584
16,0.056616,0.237941,0.148127,0.057357
17,0.056459,0.23761,0.150023,0.057209
18,0.056307,0.23729,0.150698,0.05706
19,0.056098,0.236849,0.151167,0.056853
20,0.05597,0.236581,0.152331,0.056732
21,0.055861,0.236349,0.15216,0.056621
22,0.055765,0.236146,0.152743,0.056529
23,0.055669,0.235942,0.154418,0.056441
24,0.055602,0.2358,0.156287,0.056383
25,0.055561,0.235713,0.154009,0.056331
26,0.055563,0.235718,0.153792,0.056332
27,0.055565,0.235723,0.154311,0.056337
28,0.055545,0.235681,0.153799,0.056314
29,0.055563,0.235719,0.152177,0.056324
30,0.055583,0.23576,0.151277,0.056339
31,0.05558,0.235754,0.149973,0.05633
32,0.055574,0.235742,0.147625,0.056312
33,0.055592,0.23578,0.145629,0.05632
34,0.055647,0.235896,0.145,0.056372
35,0.055664,0.235931,0.146117,0.056394
36,0.055579,0.235752,0.149473,0.056327
37,0.055624,0.235848,0.150467,0.056377
38,0.05572,0.23605,0.150773,0.056474
39,0.055741,0.236094,0.153277,0.056507
40,0.055661,0.235926,0.158666,0.056454
41,0.055534,0.235657,0.163313,0.056351
42,0.055418,0.235409,0.16612,0.056248
43,0.055379,0.235328,0.169269,0.056226
44,0.05535,0.235267,0.172035,0.056211
45,0.055298,0.235156,0.174668,0.056172
46,0.055319,0.2352,0.17712,0.056204
47,0.055381,0.235332,0.176453,0.056263
48,0.055409,0.23539,0.175924,0.056288
49,0.055418,0.235411,0.175977,0.056298
50,0.055397,0.235366,0.177055,0.056283
51,0.055336,0.235236,0.177657,0.056224
52,0.055333,0.23523,0.178673,0.056227
53,0.055277,0.23511,0.1823,0.056188
54,0.055244,0.235041,0.185879,0.056174
55,0.055203,0.234954,0.190564,0.056156
56,0.055146,0.234832,0.19312,0.056112
57,0.055134,0.234805,0.191574,0.056091
58,0.055125,0.234788,0.187268,0.056062
59,0.055152,0.234845,0.18587,0.056082
60,0.05516,0.234861,0.184333,0.056082
61,0.055147,0.234835,0.181493,0.056055
62,0.055188,0.234921,0.177844,0.056077
63,0.055224,0.234998,0.176604,0.056107
64,0.055304,0.235167,0.175265,0.05618
65,0.055424,0.235422,0.174829,0.056298
66,0.055592,0.235779,0.173984,0.056462
67,0.055699,0.236006,0.173311,0.056566
68,0.055737,0.236087,0.173181,0.056603
69,0.055735,0.236082,0.172938,0.056599
70,0.055688,0.235982,0.172117,0.056548
71,0.055634,0.235869,0.172221,0.056495
72,0.055534,0.235657,0.174252,0.056406
73,0.055449,0.235477,0.175316,0.056326
74,0.055404,0.23538,0.176218,0.056285
75,0.055323,0.235209,0.176086,0.056204
76,0.055283,0.235124,0.177164,0.056169
77,0.055212,0.234972,0.17848,0.056104
78,0.055192,0.23493,0.178023,0.056082
79,0.055173,0.234888,0.180599,0.056076
80,0.055114,0.234763,0.183127,0.056029
81,0.055086,0.234703,0.18565,0.056014
82,0.055083,0.234697,0.187217,0.056019
83,0.05506,0.234649,0.188407,0.056002
84,0.055102,0.234739,0.190697,0.056056
85,0.05511,0.234755,0.192897,0.056075
86,0.055113,0.234762,0.19449,0.056086
87,0.055087,0.234706,0.199288,0.056083
88,0.055079,0.234689,0.205309,0.056105
89,0.055042,0.234611,0.211849,0.056102
90,0.055138,0.234814,0.219169,0.056233
91,0.055245,0.235042,0.221475,0.056352
92,0.055357,0.235281,0.223913,0.056477
93,0.055449,0.235476,0.226285,0.05658
94,0.055368,0.235304,0.227033,0.056503
95,0.05533,0.235224,0.228019,0.05647
96,0.055291,0.235141,0.231054,0.056446
97,0.055221,0.234991,0.231614,0.056379
98,0.055197,0.23494,0.23058,0.05635
99,0.055148,0.234837,0.228859,0.056293
100,0.055116,0.234768,0.225141,0.056241
101,0.055043,0.234612,0.22291,0.056157
102,0.055004,0.234528,0.22107,0.056109
103,0.054953,0.234421,0.219378,0.05605
104,0.054917,0.234343,0.21792,0.056006
105,0.054899,0.234305,0.216132,0.055979
106,0.054883,0.234271,0.213875,0.055952
107,0.054897,0.2343,0.211281,0.055953
108,0.054886,0.234278,0.210811,0.05594
109,0.054891,0.234288,0.210104,0.055941
110,0.054885,0.234276,0.212414,0.055947
111,0.054917,0.234344,0.214159,0.055988
112,0.05497,0.234456,0.215357,0.056047
113,0.055031,0.234586,0.215432,0.056108
114,0.055055,0.234638,0.214232,0.056126
115,0.055071,0.234672,0.213304,0.056137
116,0.055047,0.234621,0.212013,0.056107
117,0.055038,0.234601,0.2098,0.056087
118,0.055003,0.234528,0.209025,0.056049
119,0.054981,0.23448,0.207809,0.05602
120,0.055011,0.234545,0.206848,0.056046
121,0.055058,0.234644,0.205213,0.056084
122,0.05517,0.234883,0.204979,0.056195
123,0.055132,0.234802,0.206922,0.056166
124,0.055084,0.234699,0.208243,0.056125
125,0.055022,0.234567,0.209138,0.056067
126,0.054987,0.234492,0.209629,0.056035
127,0.054973,0.234463,0.210318,0.056024
128,0.054961,0.234437,0.209488,0.056008
129,0.054962,0.23444,0.208278,0.056003
130,0.054929,0.23437,0.206264,0.05596
131,0.054928,0.234368,0.205628,0.055957
132,0.054925,0.234362,0.205873,0.055955
133,0.054928,0.234367,0.205158,0.055954
134,0.054936,0.234385,0.204115,0.055957
135,0.05494,0.234392,0.20361,0.055958
136,0.05491,0.234328,0.204367,0.055931
137,0.05495,0.234415,0.206023,0.05598
138,0.054942,0.234397,0.20623,0.055973
139,0.054973,0.234463,0.203783,0.055992
140,0.054985,0.234488,0.200929,0.055989
141,0.055007,0.234535,0.196655,0.05599
142,0.055027,0.234578,0.193901,0.055996
143,0.055008,0.234538,0.194727,0.055982
144,0.055013,0.234548,0.196172,0.055994
145,0.055077,0.234686,0.199551,0.056075
146,0.055064,0.234657,0.202367,0.056076
147,0.055065,0.23466,0.20517,0.056091
148,0.055151,0.234842,0.206201,0.056182
149,0.055188,0.234922,0.20725,0.056225
150,0.055231,0.235013,0.207669,0.05627
