experiment,epochs,batch_size,learning_rate,lambda_l1,investor,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,accuracy_rank,nll_rank
ep_15_bs_2048_lr_0p0005_l1_0p01,15,2048,0.0005,0.01,institution,0.5456684168600019,0.032360814694318854,0.53556686452348,0.03491625808122243,0.6923019210497539,0.0015612984071152558,1.0,4.0
ep_18_bs_2048_lr_0p0004_l1_0p01,18,2048,0.0004,0.01,institution,0.5453317517632762,0.03347353866580066,0.5352218257480308,0.03610031984096167,0.6923274132940505,0.001497858572417302,2.0,6.0
ep_15_bs_2048_lr_0p0004_l1_0p01,15,2048,0.0004,0.01,institution,0.5448683284781458,0.03356340319361151,0.5348859075010878,0.03625403634881159,0.6924019813537597,0.0012398060359137878,3.0,9.0
ep_10_bs_2048_lr_0p0004_l1_0p01,10,2048,0.0004,0.01,institution,0.5446444665399085,0.03469552714382997,0.5346928656190613,0.03718506191098774,0.6925741142696804,0.0008096891600278639,4.0,14.0
ep_12_bs_2048_lr_0p0006_l1_0p01,12,2048,0.0006,0.01,institution,0.5446427221611689,0.032381453433896014,0.5346288183147098,0.03484244770081149,0.6923091411590576,0.0014936058999100432,5.0,5.0
ep_5_bs_2048_lr_0p0004_l1_0p01,5,2048,0.0004,0.01,institution,0.5445264302452014,0.03347005352839823,0.5344940808301746,0.03641691236388476,0.6928291254573398,0.00040874130180819357,6.0,18.0
ep_10_bs_2048_lr_0p0005_l1_0p01,10,2048,0.0005,0.01,institution,0.5444171158441921,0.03522643922189211,0.5343595045313013,0.037901812886811895,0.6924731466505263,0.001019739812913896,7.0,10.0
ep_5_bs_2048_lr_0p0005_l1_0p01,5,2048,0.0005,0.01,institution,0.5444118827079736,0.03286322804938704,0.5344803307420892,0.03554347053344955,0.6927577217419942,0.0005108770166123777,8.0,17.0
ep_15_bs_2048_lr_0p0006_l1_0p01,15,2048,0.0006,0.01,institution,0.5444083939504946,0.03406723473659887,0.5342309015270936,0.03634784712624337,0.6922259529431661,0.0018816541933162683,9.0,2.0
ep_12_bs_2048_lr_0p0004_l1_0p01,12,2048,0.0004,0.01,institution,0.544406649571755,0.03418724568754777,0.5344119754442603,0.03682634940587691,0.6924997038311429,0.000983217654796164,10.0,12.0
ep_10_bs_2048_lr_0p0006_l1_0p01,10,2048,0.0006,0.01,institution,0.5440752176112477,0.03461511515651149,0.5339418554342339,0.03747093884270269,0.6923879782358805,0.0012306935934389032,11.0,7.0
ep_12_bs_2048_lr_0p0005_l1_0p01,12,2048,0.0005,0.01,institution,0.5440717288537686,0.03331706877147746,0.5339336954305567,0.03603168987871208,0.6923932327164544,0.0012373041356361861,12.0,8.0
ep_18_bs_2048_lr_0p0005_l1_0p01,18,2048,0.0005,0.01,institution,0.5439554369378012,0.03414235310898663,0.5336428743484243,0.036696523298142145,0.6922367334365844,0.0018844046112242072,13.0,3.0
ep_5_bs_2048_lr_0p0006_l1_0p01,5,2048,0.0006,0.01,institution,0.5439554369378012,0.0321150454789725,0.5340067182815694,0.03455652823212835,0.692691281106737,0.0006136722855796189,13.0,16.0
ep_8_bs_2048_lr_0p0005_l1_0p01,8,2048,0.0005,0.01,institution,0.5436135387048568,0.0342848952528478,0.5335023157612655,0.03673305453284873,0.692571300930447,0.0008044355627395424,15.0,13.0
ep_8_bs_2048_lr_0p0006_l1_0p01,8,2048,0.0006,0.01,institution,0.5431693035858612,0.035127112565301065,0.5330697017984273,0.03754724246544003,0.6924901909298367,0.0009697226617855923,16.0,11.0
ep_8_bs_2048_lr_0p0004_l1_0p01,8,2048,0.0004,0.01,institution,0.5431588373134242,0.03337426937967672,0.5332100111192359,0.03559200988587907,0.6926652179823981,0.0006413197191094278,17.0,15.0
ep_18_bs_2048_lr_0p0006_l1_0p01,18,2048,0.0006,0.01,institution,0.5430373122612382,0.03418489707207411,0.5325100880570497,0.03673303686341826,0.6921792984008789,0.002267914776814976,18.0,1.0
ep_5_bs_2048_lr_0p0006_l1_0p01,5,2048,0.0006,0.01,retail,0.5919101528657235,0.046522354982113316,0.5826299183449415,0.04697908655227274,0.6911075168185764,0.0011061252774112308,1.0,16.0
ep_12_bs_2048_lr_0p0006_l1_0p01,12,2048,0.0006,0.01,retail,0.5918078159796722,0.047289403328764516,0.5813362100201716,0.047656887264572075,0.6886681848102145,0.0025383666535062025,2.0,5.0
ep_15_bs_2048_lr_0p0004_l1_0p01,15,2048,0.0004,0.01,retail,0.5918078159796722,0.047837637479126886,0.5815881678439392,0.04809687728312571,0.6893339660432604,0.0021344139519823475,2.0,9.0
