variant,comparator,rmse_delta,rmse_skill_delta,rmse_win_rate,balanced_accuracy_delta,pearson_delta,std_ratio_delta,tail_direction_delta
e1_persistence,e0_baseline,-0.0006483945774631245,0.005075164766431607,1.0,0.023435911169410743,0.05385770240715388,0.017677826868400855,0.05603628117913832
e7_persistence_liquidity,e1_persistence,-6.09806552808888e-06,4.967700926716094e-05,0.6888888888888889,0.0025797578596685002,0.0009941323634924638,0.0015553303336158111,0.0008888888888888946
