investor,context,feature,context_z,mean,p10,p90
foreign,kospi_return_1d,herd,-0.8499999999999999,-0.04150759674230351,-0.0529611939471214,-0.031135738180019006
foreign,kospi_return_1d,herd,-0.7999999999999998,-0.04142987135952953,-0.052555711269378545,-0.03160988278687
foreign,kospi_return_1d,herd,-0.75,-0.04135214597675555,-0.052177013969048745,-0.03220462414901703
foreign,kospi_return_1d,herd,-0.7,-0.041274420593981564,-0.05179831666871894,-0.032503829405177355
foreign,kospi_return_1d,herd,-0.6499999999999999,-0.041196695211207585,-0.051391600649803776,-0.03261305694002662
foreign,kospi_return_1d,herd,-0.5999999999999999,-0.041118969828433605,-0.05088297210633745,-0.032879660958424185
foreign,kospi_return_1d,herd,-0.5499999999999998,-0.041041244445659625,-0.050376440454274335,-0.03285480501130219
foreign,kospi_return_1d,herd,-0.5,-0.040963519062885645,-0.04990869220346206,-0.032800303585827306
foreign,kospi_return_1d,herd,-0.44999999999999996,-0.040885793680111665,-0.0494641916453838,-0.03278355684538832
foreign,kospi_return_1d,herd,-0.3999999999999999,-0.04080806829733768,-0.04904423534870144,-0.032826997819356545
foreign,kospi_return_1d,herd,-0.34999999999999987,-0.0407303429145637,-0.04862427905201908,-0.03273661839833941
foreign,kospi_return_1d,herd,-0.2999999999999998,-0.04065261753178972,-0.04825311521999532,-0.03264623897732229
foreign,kospi_return_1d,herd,-0.25,-0.04057489214901574,-0.04794433771166944,-0.032754052337259004
foreign,kospi_return_1d,herd,-0.19999999999999996,-0.04049716676624176,-0.04763556020334357,-0.03297083098441358
foreign,kospi_return_1d,herd,-0.1499999999999999,-0.04041944138346778,-0.047343807586003026,-0.032735909884795515
foreign,kospi_return_1d,herd,-0.09999999999999987,-0.0403417160006938,-0.04716195288579904,-0.032439608768327105
foreign,kospi_return_1d,herd,-0.04999999999999982,-0.04026399061791981,-0.04685555357253171,-0.03223828496062193
foreign,kospi_return_1d,herd,0.0,-0.04018626523514583,-0.04706958308815948,-0.0320333063602447
foreign,kospi_return_1d,herd,0.050000000000000266,-0.04010853985237185,-0.0469449011469259,-0.03190781639306801
foreign,kospi_return_1d,herd,0.10000000000000009,-0.04003081446959787,-0.046825211858376806,-0.0317416145652532
foreign,kospi_return_1d,herd,0.1499999999999999,-0.03995308908682389,-0.04713464696425939,-0.031532369442284054
foreign,kospi_return_1d,herd,0.20000000000000018,-0.03987536370404991,-0.04757566448301072,-0.0313231243193149
foreign,kospi_return_1d,herd,0.25,-0.039797638321275926,-0.048020504927262606,-0.031008109776303146
foreign,kospi_return_1d,herd,0.30000000000000027,-0.039719912938501946,-0.0484653453715145,-0.030672914087772344
foreign,kospi_return_1d,herd,0.3500000000000001,-0.039642187555727966,-0.0489101858157664,-0.030290382951498006
foreign,kospi_return_1d,herd,0.40000000000000036,-0.039564462172953986,-0.04920114558190098,-0.029884173721075023
foreign,kospi_return_1d,herd,0.4500000000000002,-0.03948673679018,-0.049448664835654105,-0.02942901616916057
foreign,kospi_return_1d,herd,0.5,-0.03940901140740602,-0.04969618408940723,-0.028973858617246117
foreign,kospi_return_1d,herd,0.5500000000000003,-0.03933128602463204,-0.04994370334316035,-0.028653087629936604
foreign,kospi_return_1d,herd,0.6000000000000001,-0.03925356064185806,-0.05019122259691348,-0.028381212335079876
foreign,kospi_return_1d,herd,0.6500000000000004,-0.03917583525908408,-0.0504387418506666,-0.028109337040223153
foreign,kospi_return_1d,herd,0.7000000000000002,-0.0390981098763101,-0.050707958964630845,-0.027874292493215665
foreign,kospi_return_1d,herd,0.75,-0.03902038449353611,-0.051049295160919314,-0.027696305423160004
foreign,kospi_return_1d,herd,0.8000000000000003,-0.03894265911076213,-0.051429478824138564,-0.027512768357992195
foreign,kospi_return_1d,herd,0.8500000000000001,-0.03886493372798815,-0.05183964911848298,-0.02720211370382461
foreign,kospi_return_1d,herd,0.9000000000000004,-0.03878720834521417,-0.05224981941282741,-0.026877001263201278
foreign,kospi_return_1d,herd,0.9500000000000002,-0.03870948296244019,-0.05265998970717183,-0.02651182299479847
foreign,kospi_return_1d,herd,1.0,-0.038631757579666214,-0.05307016000151626,-0.0261309608817101
foreign,kospi_return_1d,herd,1.0500000000000003,-0.038554032196892234,-0.05348033029586068,-0.025712511651217986
foreign,kospi_return_1d,herd,1.1,-0.03847630681411825,-0.05389050059020511,-0.025314490851014827
foreign,kospi_return_1d,herd,1.1500000000000004,-0.03839858143134427,-0.05430067088454953,-0.02495421065948901
foreign,kospi_return_1d,herd,1.2000000000000002,-0.03832085604857029,-0.05486773796379555,-0.024593930467963196
foreign,kospi_return_1d,herd,1.25,-0.03824313066579631,-0.055448397574946164,-0.024233650276437386
foreign,kospi_return_1d,herd,1.3000000000000003,-0.03816540528302232,-0.056029057186096784,-0.023873370084911565
foreign,kospi_return_1d,herd,1.35,-0.03808767990024835,-0.056609716797247404,-0.023513089893385755
foreign,kospi_return_1d,herd,1.4000000000000004,-0.03800995451747436,-0.05719037640839803,-0.023152809701859935
foreign,kospi_return_1d,herd,1.4500000000000002,-0.03793222913470038,-0.05777505213394747,-0.02279252951033412
foreign,kospi_return_1d,herd,1.5,-0.0378545037519264,-0.05840830262750373,-0.022432249318808307
foreign,kospi_return_1d,herd,1.5500000000000003,-0.03777677836915242,-0.05904155312105999,-0.022071969127282494
foreign,kospi_return_1d,herd,1.6,-0.037699052986378434,-0.059674803614616245,-0.021711688935756677
foreign,kospi_return_1d,herd,1.6500000000000004,-0.037621327603604454,-0.06030805410817251,-0.021351408744230863
foreign,kospi_return_1d,herd,1.7000000000000002,-0.03754360222083048,-0.060941304601728766,-0.020991128552705046
foreign,kospi_return_1d,herd,1.75,-0.037465876838056494,-0.06157455509528502,-0.020630848361179233
foreign,kospi_return_1d,herd,1.8000000000000003,-0.037388151455282514,-0.062207805588841286,-0.020270568169653416
foreign,kospi_return_1d,herd,1.85,-0.037310426072508535,-0.06284105608239755,-0.019910287978127602
foreign,kospi_return_1d,herd,1.9000000000000004,-0.03723270068973455,-0.0634743065759538,-0.019550007786601785
foreign,kospi_return_1d,herd,1.9500000000000002,-0.03715497530696057,-0.06410755706951006,-0.01918972759507597
foreign,kospi_return_1d,herd,2.0,-0.03707724992418659,-0.06474080756306631,-0.018829447403550158
foreign,kospi_return_1d,momentum,-2.0,0.07730047858656475,0.06340127586154254,0.08878746032714827
foreign,kospi_return_1d,momentum,-1.95,0.07660683753340776,0.06329211831820418,0.08788501551374775
foreign,kospi_return_1d,momentum,-1.9,0.07591319648025079,0.0631829607748658,0.08698257070034726
foreign,kospi_return_1d,momentum,-1.85,0.07521955542709381,0.06307380323152743,0.08608012588694676
foreign,kospi_return_1d,momentum,-1.8,0.07452591437393684,0.06293199118226757,0.08517768107354624
foreign,kospi_return_1d,momentum,-1.75,0.07383227332077986,0.06239995788782824,0.08427523626014574
foreign,kospi_return_1d,momentum,-1.7,0.07313863226762288,0.06180245064198961,0.08337279144674523
foreign,kospi_return_1d,momentum,-1.65,0.0724449912144659,0.06120276298373928,0.08247034663334474
foreign,kospi_return_1d,momentum,-1.6,0.07175135016130893,0.06065153956413254,0.08156790181994424
foreign,kospi_return_1d,momentum,-1.55,0.07105770910815196,0.0600533176772295,0.08066545700654373
foreign,kospi_return_1d,momentum,-1.5,0.07036406805499498,0.0593729475513099,0.07976301219314322
foreign,kospi_return_1d,momentum,-1.45,0.069670427001838,0.05863579684868439,0.07886056737974272
foreign,kospi_return_1d,momentum,-1.4,0.06897678594868102,0.05789864614605888,0.07795812256634221
foreign,kospi_return_1d,momentum,-1.35,0.06828314489552405,0.05716149544343337,0.0770556777529417
foreign,kospi_return_1d,momentum,-1.2999999999999998,0.06758950384236706,0.056499507836997455,0.0761532329395412
foreign,kospi_return_1d,momentum,-1.25,0.06689586278921009,0.056113129388540926,0.0752507881261407
foreign,kospi_return_1d,momentum,-1.2,0.06620222173605311,0.055726750940084405,0.0743483433127402
foreign,kospi_return_1d,momentum,-1.15,0.06550858068289614,0.055340372491627876,0.07344589849933969
foreign,kospi_return_1d,momentum,-1.1,0.06481493962973917,0.05494898457080123,0.07254345368593919
foreign,kospi_return_1d,momentum,-1.0499999999999998,0.06412129857658218,0.05430433904752132,0.07164100887253867
foreign,kospi_return_1d,momentum,-1.0,0.0634276575234252,0.05365969352424142,0.07073856405913817
foreign,kospi_return_1d,momentum,-0.95,0.06273401647026823,0.05301504800096151,0.06983611924573768
foreign,kospi_return_1d,momentum,-0.8999999999999999,0.06204037541711125,0.05237040247768161,0.06893367443233717
foreign,kospi_return_1d,momentum,-0.8499999999999999,0.061346734363954276,0.0517257569544017,0.06803122961893666
foreign,kospi_return_1d,momentum,-0.7999999999999998,0.060653093310797296,0.051081111431121796,0.06712878480553616
foreign,kospi_return_1d,momentum,-0.75,0.05995945225764032,0.050384887587279055,0.06650737135205412
foreign,kospi_return_1d,momentum,-0.7,0.05926581120448335,0.049463356770575014,0.06610920794308175
foreign,kospi_return_1d,momentum,-0.6499999999999999,0.05857217015132637,0.04849312243983146,0.06532793458551159
foreign,kospi_return_1d,momentum,-0.5999999999999999,0.057878529098169394,0.047522888109087905,0.06454666122794142
foreign,kospi_return_1d,momentum,-0.5499999999999998,0.05718488804501242,0.046552653778344354,0.06387030280195166
foreign,kospi_return_1d,momentum,-0.5,0.05649124699185544,0.04558241944760081,0.06318259499967092
foreign,kospi_return_1d,momentum,-0.44999999999999996,0.055797605938698466,0.04461218511685726,0.062442583346855755
foreign,kospi_return_1d,momentum,-0.3999999999999999,0.05510396488554148,0.04364195078611371,0.0620293622463941
foreign,kospi_return_1d,momentum,-0.34999999999999987,0.054410323832384505,0.04267171645537016,0.061585303754545684
foreign,kospi_return_1d,momentum,-0.2999999999999998,0.05371668277922754,0.0417014821246266,0.06118816123343999
foreign,kospi_return_1d,momentum,-0.25,0.05302304172607055,0.040731247793883055,0.06082007575314487
foreign,kospi_return_1d,momentum,-0.19999999999999996,0.05232940067291358,0.039761013463139504,0.06039695151150222
foreign,kospi_return_1d,momentum,-0.1499999999999999,0.051635759619756604,0.03879077913239595,0.059674269184470136
foreign,kospi_return_1d,momentum,-0.09999999999999987,0.05094211856659962,0.0378205448016524,0.059093104824423766
foreign,kospi_return_1d,momentum,-0.04999999999999982,0.05024847751344265,0.03685031047090885,0.0586275043711066
foreign,kospi_return_1d,momentum,0.0,0.049554836460285676,0.0358800761401653,0.05816190391778944
foreign,kospi_return_1d,momentum,0.050000000000000266,0.048861195407128695,0.03490984180942174,0.05769630346447228
foreign,kospi_return_1d,momentum,0.10000000000000009,0.04816755435397172,0.03393960747867819,0.05723070301115511
foreign,kospi_return_1d,momentum,0.1499999999999999,0.04747391330081475,0.03296937314793465,0.056765102557837954
foreign,kospi_return_1d,momentum,0.20000000000000018,0.04678027224765777,0.03199913881719109,0.05629950210452078
foreign,kospi_return_1d,momentum,0.25,0.04608663119450079,0.031170026771724205,0.05583390165120362
foreign,kospi_return_1d,momentum,0.30000000000000027,0.045392990141343806,0.030333371832966784,0.05536830119788645
foreign,kospi_return_1d,momentum,0.3500000000000001,0.04469934908818684,0.029542829263955322,0.054902700744569294
foreign,kospi_return_1d,momentum,0.40000000000000036,0.04400570803502985,0.02882103428244587,0.05443710029125212
foreign,kospi_return_1d,momentum,0.4500000000000002,0.04331206698187288,0.027986721415072618,0.05399323981255292
foreign,kospi_return_1d,momentum,0.5,0.042618425928715904,0.02712433356791729,0.05361817441880703
foreign,kospi_return_1d,momentum,0.5500000000000003,0.041924784875558924,0.026261945720761955,0.053243109025061124
foreign,kospi_return_1d,momentum,0.6000000000000001,0.04123114382240195,0.025399557873606628,0.05288042940199372
foreign,kospi_return_1d,momentum,0.6500000000000004,0.04053750276924497,0.024533868394792026,0.05254777630791065
foreign,kospi_return_1d,momentum,0.7000000000000002,0.039843861716087996,0.02363283894956107,0.05221512321382758
foreign,kospi_return_1d,momentum,0.75,0.03915022066293102,0.02264285292476413,0.05188247011974451
foreign,kospi_return_1d,momentum,0.8000000000000003,0.03845657960977404,0.0216419546306133,0.05154981702566144
foreign,kospi_return_1d,momentum,0.8500000000000001,0.03776293855661707,0.020641056336462477,0.05121716393157837
foreign,kospi_return_1d,momentum,0.9000000000000004,0.03706929750346009,0.019640158042311645,0.0508845108374953
foreign,kospi_return_1d,momentum,0.9500000000000002,0.036375656450303114,0.01863019498065113,0.05055185774341223
foreign,kospi_return_1d,momentum,1.0,0.03568201539714614,0.017618003860116,0.05021920464932916
foreign,kospi_return_1d,momentum,1.0500000000000003,0.03498837434398916,0.01660581273958086,0.049886551555246086
foreign,kospi_return_1d,momentum,1.1,0.03429473329083218,0.015593621619045732,0.04955389846116302
foreign,kospi_return_1d,momentum,1.1500000000000004,0.033601092237675205,0.014581430498510592,0.04922124536707995
foreign,kospi_return_1d,momentum,1.2000000000000002,0.03290745118451823,0.013569239377975464,0.048888592272996884
foreign,kospi_return_1d,momentum,1.25,0.03221381013136125,0.012557048257440334,0.048555939178913814
foreign,kospi_return_1d,momentum,1.3000000000000003,0.03152016907820428,0.011544857136905196,0.04822328608483074
foreign,kospi_return_1d,momentum,1.35,0.0308265280250473,0.010532666016370066,0.04789063299074767
foreign,kospi_return_1d,momentum,1.4000000000000004,0.03013288697189032,0.009520474895834928,0.0475579798966646
foreign,kospi_return_1d,momentum,1.4500000000000002,0.029439245918733346,0.008508283775299797,0.04723183820955453
foreign,kospi_return_1d,momentum,1.5,0.028745604865576372,0.007496092654764671,0.04692979948595164
foreign,kospi_return_1d,momentum,1.5500000000000003,0.028051963812419388,0.006483901534229529,0.04662776076234875
foreign,kospi_return_1d,momentum,1.6,0.027358322759262418,0.0054717104136944045,0.04632572203874586
foreign,kospi_return_1d,momentum,1.6500000000000004,0.026664681706105434,0.004459519293159263,0.04602368331514297
foreign,kospi_return_1d,momentum,1.7000000000000002,0.02597104065294846,0.003447328172624133,0.04572164459154009
foreign,kospi_return_1d,momentum,1.75,0.025277399599791486,0.002435137052089003,0.045419605867937196
foreign,kospi_return_1d,momentum,1.8000000000000003,0.024583758546634506,0.0014229459315538654,0.0451175671443343
foreign,kospi_return_1d,momentum,1.85,0.023890117493477532,0.0004479466564953325,0.04481552842073141
foreign,kospi_return_1d,momentum,1.9000000000000004,0.023196476440320548,-0.0005229975655674981,0.04451348969712852
foreign,kospi_return_1d,momentum,1.9500000000000002,0.022502835387163574,-0.0014939417876303149,0.044211450973525634
foreign,kospi_return_1d,momentum,2.0,0.0218091943340066,-0.0024648860096931386,0.043909412249922744
foreign,kospi_return_1d,underwater,-2.0,0.021877248477216466,0.0155719358474015,0.0322602707892656
foreign,kospi_return_1d,underwater,-1.95,0.02156611507312226,0.015318387374281737,0.031835666587576236
foreign,kospi_return_1d,underwater,-1.9,0.021254981669028054,0.015050485916435576,0.031411062385886875
foreign,kospi_return_1d,underwater,-1.85,0.020943848264933847,0.014781705178320207,0.030986458184197513
foreign,kospi_return_1d,underwater,-1.8,0.020632714860839643,0.014493056796490949,0.030561853982508155
foreign,kospi_return_1d,underwater,-1.75,0.020321581456745435,0.01420440841466169,0.030057939095422474
foreign,kospi_return_1d,underwater,-1.7,0.02001044805265123,0.013913306724279956,0.029526565540581796
foreign,kospi_return_1d,underwater,-1.65,0.019699314648557023,0.01356109178625031,0.028995191985741114
foreign,kospi_return_1d,underwater,-1.6,0.019388181244462815,0.013379771001636986,0.028463818430900435
foreign,kospi_return_1d,underwater,-1.55,0.01907704784036861,0.0133459685696289,0.02793244487605975
foreign,kospi_return_1d,underwater,-1.5,0.018765914436274404,0.013312166137620809,0.02741905460134138
foreign,kospi_return_1d,underwater,-1.45,0.018454781032180196,0.013218799056485252,0.026929439799860014
foreign,kospi_return_1d,underwater,-1.4,0.018143647628085992,0.012900142038706547,0.02643982499837865
foreign,kospi_return_1d,underwater,-1.35,0.017832514223991788,0.012524759753141412,0.026061751730739983
foreign,kospi_return_1d,underwater,-1.2999999999999998,0.017521380819897577,0.012149377467576274,0.025716622658073816
foreign,kospi_return_1d,underwater,-1.25,0.017210247415803372,0.01175558133400031,0.02537149358540765
foreign,kospi_return_1d,underwater,-1.2,0.016899114011709168,0.011353613765677294,0.025005246736109224
foreign,kospi_return_1d,underwater,-1.15,0.01658798060761496,0.01095164619735428,0.02454418272711333
foreign,kospi_return_1d,underwater,-1.1,0.016276847203520756,0.010549678629031268,0.02408311871811744
foreign,kospi_return_1d,underwater,-1.0499999999999998,0.01596571379942655,0.010147711060708253,0.02362205470912155
foreign,kospi_return_1d,underwater,-1.0,0.015654580395332345,0.00974574349238524,0.02316099070012566
foreign,kospi_return_1d,underwater,-0.95,0.015343446991238135,0.009469179945299338,0.02269992669112977
foreign,kospi_return_1d,underwater,-0.8999999999999999,0.01503231358714393,0.009394197834189918,0.022238862682133882
foreign,kospi_return_1d,underwater,-0.8499999999999999,0.014721180183049722,0.009113253876566835,0.02177779867313799
foreign,kospi_return_1d,underwater,-0.7999999999999998,0.014410046778955516,0.008592740185558747,0.021342819370329325
foreign,kospi_return_1d,underwater,-0.75,0.01409891337486131,0.008072226494550661,0.02098306068219239
foreign,kospi_return_1d,underwater,-0.7,0.013787779970767106,0.007551712803542573,0.020623301994055456
foreign,kospi_return_1d,underwater,-0.6499999999999999,0.013476646566672896,0.0070311991125344845,0.02026354330591852
foreign,kospi_return_1d,underwater,-0.5999999999999999,0.013165513162578692,0.0065300029458011275,0.019903784617781587
foreign,kospi_return_1d,underwater,-0.5499999999999998,0.012854379758484486,0.006128035377478113,0.019544025929644653
foreign,kospi_return_1d,underwater,-0.5,0.01254324635439028,0.005726067809155101,0.01918426724150772
foreign,kospi_return_1d,underwater,-0.44999999999999996,0.012232112950296073,0.005324100240832086,0.018824508553370787
foreign,kospi_return_1d,underwater,-0.3999999999999999,0.011920979546201867,0.004922132672509072,0.0184104031696915
foreign,kospi_return_1d,underwater,-0.34999999999999987,0.011609846142107659,0.004520165104186058,0.01805811794940375
foreign,kospi_return_1d,underwater,-0.2999999999999998,0.011298712738013453,0.004076410786947139,0.017763505689799734
foreign,kospi_return_1d,underwater,-0.25,0.010987579333919249,0.0036279699241275913,0.017419087886810267
foreign,kospi_return_1d,underwater,-0.19999999999999996,0.010676445929825043,0.0032121252454816603,0.01716085176914924
foreign,kospi_return_1d,underwater,-0.1499999999999999,0.010365312525730835,0.0028134370129554802,0.016823254814371396
foreign,kospi_return_1d,underwater,-0.09999999999999987,0.01005417912163663,0.0024147487804292997,0.016461727870628173
foreign,kospi_return_1d,underwater,-0.04999999999999982,0.009743045717542422,0.0020160605479031196,0.016110249846242305
foreign,kospi_return_1d,underwater,0.0,0.009431912313448218,0.0016173723153769409,0.015758771821856442
foreign,kospi_return_1d,underwater,0.050000000000000266,0.00912077890935401,0.0013354313495801068,0.015407293797470573
foreign,kospi_return_1d,underwater,0.10000000000000009,0.008809645505259804,0.0011329132469835943,0.015055815773084708
foreign,kospi_return_1d,underwater,0.1499999999999999,0.0084985121011656,0.0009303951443870818,0.014767776709049892
foreign,kospi_return_1d,underwater,0.20000000000000018,0.008187378697071392,0.0007278770417905676,0.0145561888813972
foreign,kospi_return_1d,underwater,0.25,0.007876245292977186,0.0005132808961206552,0.014344601053744509
foreign,kospi_return_1d,underwater,0.30000000000000027,0.00756511188888298,0.00024343805620442643,0.014133013226091819
foreign,kospi_return_1d,underwater,0.3500000000000001,0.007253978484788774,-0.0002559916116297607,0.01392142539843913
foreign,kospi_return_1d,underwater,0.40000000000000036,0.006942845080694566,-0.0007559232879430435,0.013709837570786438
foreign,kospi_return_1d,underwater,0.4500000000000002,0.00663171167660036,-0.0012558549642563215,0.01344247876666484
foreign,kospi_return_1d,underwater,0.5,0.006320578272506156,-0.0017557866405695996,0.01315665529109536
foreign,kospi_return_1d,underwater,0.5500000000000003,0.006009444868411948,-0.0022557183168828822,0.012872737641446278
foreign,kospi_return_1d,underwater,0.6000000000000001,0.005698311464317742,-0.00275564999319616,0.012588819991797198
foreign,kospi_return_1d,underwater,0.6500000000000004,0.005387178060223535,-0.003255581669509443,0.012304902342148118
foreign,kospi_return_1d,underwater,0.7000000000000002,0.00507604465612933,-0.0037555133458227214,0.012112257347907829
foreign,kospi_return_1d,underwater,0.75,0.004764911252035125,-0.004255445022136,0.012054281699238306
foreign,kospi_return_1d,underwater,0.8000000000000003,0.004453777847940917,-0.0047553766984492814,0.01199630605056878
foreign,kospi_return_1d,underwater,0.8500000000000001,0.004142644443846711,-0.00516032763756812,0.011938330401899256
foreign,kospi_return_1d,underwater,0.9000000000000004,0.0038315110397525035,-0.005559015870094303,0.011880354753229731
foreign,kospi_return_1d,underwater,0.9500000000000002,0.003520377635658299,-0.005957704102620481,0.011753654375206656
foreign,kospi_return_1d,underwater,1.0,0.0032092442315640934,-0.006356392335146659,0.011603210074827041
foreign,kospi_return_1d,underwater,1.0500000000000003,0.0028981108274698858,-0.006762368967756585,0.011486635950859605
foreign,kospi_return_1d,underwater,1.1,0.0025869774233756803,-0.007206875067204188,0.011370061826892168
foreign,kospi_return_1d,underwater,1.1500000000000004,0.002275844019281472,-0.007651381166651795,0.01125348770292473
foreign,kospi_return_1d,underwater,1.2000000000000002,0.001964710615187267,-0.007891738303005644,0.011136913578957294
foreign,kospi_return_1d,underwater,1.25,0.0016535772110930623,-0.00829175012186166,0.011020339454989859
foreign,kospi_return_1d,underwater,1.3000000000000003,0.0013424438069988543,-0.008748521730303743,0.01090376533102242
foreign,kospi_return_1d,underwater,1.35,0.0010313104029046492,-0.009147209962829922,0.010787191207054982
foreign,kospi_return_1d,underwater,1.4000000000000004,0.0007201769988104415,-0.009545898195356103,0.010670617083087546
foreign,kospi_return_1d,underwater,1.4500000000000002,0.00040904359471623627,-0.009980881894007311,0.01055404295912011
foreign,kospi_return_1d,underwater,1.5,9.791019062203098e-05,-0.010422829445451481,0.010437468835152673
foreign,kospi_return_1d,underwater,1.5500000000000003,-0.00021322321347217664,-0.01089095643721522,0.010262652114033793
foreign,kospi_return_1d,underwater,1.6,-0.0005243566175663817,-0.011367769222706561,0.010059527680277925
foreign,kospi_return_1d,underwater,1.6500000000000004,-0.0008354900216605897,-0.011844582008197907,0.009856403246522052
foreign,kospi_return_1d,underwater,1.7000000000000002,-0.001146623425754795,-0.012344936318695543,0.009653278812766182
foreign,kospi_return_1d,underwater,1.75,-0.0014577568298490002,-0.012918818695470685,0.009450154379010313
foreign,kospi_return_1d,underwater,1.8000000000000003,-0.0017688902339432079,-0.01349270107224583,0.009247029945254441
foreign,kospi_return_1d,underwater,1.85,-0.002080023638037413,-0.014066583449020972,0.009043905511498572
foreign,kospi_return_1d,underwater,1.9000000000000004,-0.0023911570421316208,-0.014640465825796119,0.0088407810777427
foreign,kospi_return_1d,underwater,1.9500000000000002,-0.002702290446225826,-0.015214348202571257,0.008637656643986831
foreign,kospi_return_1d,underwater,2.0,-0.003013423850320031,-0.0157882305793464,0.008434532210230963
institution,fx_level_z_252,herd,-2.0,-0.006778822447328379,-0.01084976494312274,-0.00433256955293454
institution,fx_level_z_252,herd,-1.95,-0.006718849234457457,-0.010695225184317555,-0.004324246591277056
institution,fx_level_z_252,herd,-1.9,-0.006658876021586534,-0.010540685425512371,-0.004322017648519154
institution,fx_level_z_252,herd,-1.85,-0.006598902808715612,-0.010386145666707189,-0.004320969510808841
institution,fx_level_z_252,herd,-1.8,-0.006538929595844689,-0.010231605907902003,-0.004319921373098528
institution,fx_level_z_252,herd,-1.75,-0.006478956382973767,-0.01007706614909682,-0.004318873235388215
institution,fx_level_z_252,herd,-1.7,-0.006418983170102845,-0.009922526390291635,-0.004317825097677902
institution,fx_level_z_252,herd,-1.65,-0.006359009957231923,-0.009767986631486451,-0.0043167769599675885
institution,fx_level_z_252,herd,-1.6,-0.006299036744361,-0.009613446872681269,-0.004315728822257276
institution,fx_level_z_252,herd,-1.55,-0.006239063531490078,-0.009458907113876083,-0.004314680684546963
institution,fx_level_z_252,herd,-1.5,-0.006179090318619155,-0.009304367355070899,-0.00431363254683665
institution,fx_level_z_252,herd,-1.45,-0.006119117105748233,-0.009149827596265715,-0.0043125844091263365
institution,fx_level_z_252,herd,-1.4,-0.006059143892877311,-0.00899528783746053,-0.00430692936206456
institution,fx_level_z_252,herd,-1.35,-0.005999170680006389,-0.008840748078655349,-0.004300004559990935
institution,fx_level_z_252,herd,-1.2999999999999998,-0.005939197467135466,-0.008686208319850165,-0.00429307975791731
institution,fx_level_z_252,herd,-1.25,-0.005879224254264544,-0.00853166856104498,-0.004286154955843685
institution,fx_level_z_252,herd,-1.2,-0.005819251041393621,-0.008377128802239795,-0.004279230153770059
institution,fx_level_z_252,herd,-1.15,-0.005759277828522699,-0.008222589043434612,-0.004272305351696435
institution,fx_level_z_252,herd,-1.1,-0.0056993046156517775,-0.008068049284629428,-0.00426538054962281
institution,fx_level_z_252,herd,-1.0499999999999998,-0.005639331402780855,-0.007913509525824243,-0.004258455747549184
institution,fx_level_z_252,herd,-1.0,-0.005579358189909932,-0.0077589697670190595,-0.00425153094547556
institution,fx_level_z_252,herd,-0.95,-0.00551938497703901,-0.0076044300082138755,-0.004243030813595301
institution,fx_level_z_252,herd,-0.8999999999999999,-0.005459411764168088,-0.007449890249408691,-0.004235992738394931
institution,fx_level_z_252,herd,-0.8499999999999999,-0.005399438551297165,-0.007295350490603507,-0.004231332179333485
institution,fx_level_z_252,herd,-0.7999999999999998,-0.0053394653384262435,-0.007140810731798323,-0.004226671620272036
institution,fx_level_z_252,herd,-0.75,-0.005279492125555321,-0.006986270972993139,-0.004220960306702118
institution,fx_level_z_252,herd,-0.7,-0.005219518912684399,-0.006831731214187956,-0.004212537088897018
institution,fx_level_z_252,herd,-0.6499999999999999,-0.005159545699813476,-0.006677191455382772,-0.004204113871091918
institution,fx_level_z_252,herd,-0.5999999999999999,-0.005099572486942554,-0.006522651696577588,-0.0041961325288865595
institution,fx_level_z_252,herd,-0.5499999999999998,-0.005039599274071631,-0.006368111937772403,-0.004189207726812935
institution,fx_level_z_252,herd,-0.5,-0.0049796260612007094,-0.00621357217896722,-0.00417038992381995
institution,fx_level_z_252,herd,-0.44999999999999996,-0.004919652848329787,-0.006059032420162036,-0.004142187198303784
institution,fx_level_z_252,herd,-0.3999999999999999,-0.004859679635458865,-0.005898415278643271,-0.004127663631224948
institution,fx_level_z_252,herd,-0.34999999999999987,-0.004799706422587942,-0.005736367527861052,-0.004111248840927107
institution,fx_level_z_252,herd,-0.2999999999999998,-0.004739733209717021,-0.005574319777078833,-0.004087712106993386
institution,fx_level_z_252,herd,-0.25,-0.004679759996846098,-0.005412272026296615,-0.004064175373059665
institution,fx_level_z_252,herd,-0.19999999999999996,-0.004619786783975176,-0.0052505917008965316,-0.004039245503954556
institution,fx_level_z_252,herd,-0.1499999999999999,-0.0045598135711042535,-0.005090383004862729,-0.004011914670700177
institution,fx_level_z_252,herd,-0.09999999999999987,-0.004499840358233332,-0.004937317189760442,-0.0039845838374457975
institution,fx_level_z_252,herd,-0.04999999999999982,-0.004439867145362409,-0.00479610672453412,-0.0039577306847058775
institution,fx_level_z_252,herd,0.0,-0.004379893932491487,-0.00471940655261276,-0.00394794913008808
institution,fx_level_z_252,herd,0.050000000000000266,-0.004319920719620563,-0.004699489719932876,-0.003938167575470282
institution,fx_level_z_252,herd,0.10000000000000009,-0.004259947506749642,-0.004681367918383312,-0.003928386020852484
institution,fx_level_z_252,herd,0.1499999999999999,-0.0041999742938787195,-0.004663246116833748,-0.003912894018794725
institution,fx_level_z_252,herd,0.20000000000000018,-0.004140001081007798,-0.004649331699474668,-0.0038351153675465995
institution,fx_level_z_252,herd,0.25,-0.004080027868136875,-0.004641326306591465,-0.00368996467441313
institution,fx_level_z_252,herd,0.30000000000000027,-0.004020054655265953,-0.004633320913708262,-0.0035556739335879006
