split,investor,comparison,metric,improvement
21,retail,상호작용 B만,direction_accuracy,-5.670103092783507
22,foreign,상호작용 B만,direction_accuracy,-5.670103092783507
22,institution,상호작용 B만,direction_accuracy,-2.577319587628862
22,retail,상호작용 B만,direction_accuracy,-0.5154639175257825
23,foreign,상호작용 B만,direction_accuracy,-2.5380710659898553
23,institution,상호작용 B만,direction_accuracy,-3.5532994923857975
23,retail,상호작용 B만,direction_accuracy,-0.5076142131979711
24,foreign,상호작용 B만,direction_accuracy,4.123711340206182
24,institution,상호작용 B만,direction_accuracy,0.0
24,retail,상호작용 B만,direction_accuracy,1.0309278350515538
25,foreign,상호작용 B만,direction_accuracy,3.0927835051546393
25,institution,상호작용 B만,direction_accuracy,2.577319587628868
25,retail,상호작용 B만,direction_accuracy,5.154639175257736
26,foreign,상호작용 B만,direction_accuracy,1.0309278350515538
26,institution,상호작용 B만,direction_accuracy,3.6082474226804107
26,retail,상호작용 B만,direction_accuracy,-1.5463917525773252
27,foreign,상호작용 B만,direction_accuracy,4.123711340206182
27,institution,상호작용 B만,direction_accuracy,0.0
27,retail,상호작용 B만,direction_accuracy,2.0618556701030966
28,foreign,상호작용 B만,direction_accuracy,1.0309278350515538
28,institution,상호작용 B만,direction_accuracy,-4.639175257731959
28,retail,상호작용 B만,direction_accuracy,3.0927835051546393
29,foreign,상호작용 B만,direction_accuracy,3.5532994923857864
29,institution,상호작용 B만,direction_accuracy,0.5076142131979711
29,retail,상호작용 B만,direction_accuracy,1.0152284263959421
30,foreign,상호작용 B만,direction_accuracy,3.0927835051546393
30,institution,상호작용 B만,direction_accuracy,4.123711340206182
30,retail,상호작용 B만,direction_accuracy,4.123711340206182
31,foreign,상호작용 B만,direction_accuracy,-0.5154639175257825
31,institution,상호작용 B만,direction_accuracy,-2.0618556701030966
31,retail,상호작용 B만,direction_accuracy,-0.5154639175257714
32,foreign,상호작용 B만,direction_accuracy,2.0618556701030966
32,institution,상호작용 B만,direction_accuracy,-1.5463917525773252
32,retail,상호작용 B만,direction_accuracy,-1.5463917525773252
33,foreign,상호작용 B만,direction_accuracy,-1.0309278350515427
33,institution,상호작용 B만,direction_accuracy,0.0
33,retail,상호작용 B만,direction_accuracy,3.6082474226804218
34,foreign,상호작용 B만,direction_accuracy,2.0304568527918843
34,institution,상호작용 B만,direction_accuracy,1.015228426395931
34,retail,상호작용 B만,direction_accuracy,2.538071065989844
35,foreign,상호작용 B만,direction_accuracy,0.0
35,institution,상호작용 B만,direction_accuracy,1.0309278350515483
35,retail,상호작용 B만,direction_accuracy,0.5154639175257714
36,foreign,상호작용 B만,direction_accuracy,4.123711340206193
36,institution,상호작용 B만,direction_accuracy,-0.5154639175257714
36,retail,상호작용 B만,direction_accuracy,3.6082474226804218
37,foreign,상호작용 B만,direction_accuracy,-4.123711340206182
37,institution,상호작용 B만,direction_accuracy,8.24742268041237
37,retail,상호작용 B만,direction_accuracy,6.701030927835055
38,foreign,상호작용 B만,direction_accuracy,4.060913705583758
38,institution,상호작용 B만,direction_accuracy,5.076142131979699
38,retail,상호작용 B만,direction_accuracy,3.5532994923857864
39,foreign,상호작용 B만,direction_accuracy,0.5154639175257714
39,institution,상호작용 B만,direction_accuracy,2.577319587628868
39,retail,상호작용 B만,direction_accuracy,-3.0927835051546393
40,foreign,상호작용 B만,direction_accuracy,-2.577319587628868
40,institution,상호작용 B만,direction_accuracy,6.701030927835055
40,retail,상호작용 B만,direction_accuracy,-2.0618556701030966
41,foreign,상호작용 B만,direction_accuracy,1.0152284263959421
41,institution,상호작용 B만,direction_accuracy,0.5076142131979711
41,retail,상호작용 B만,direction_accuracy,2.030456852791873
42,foreign,상호작용 B만,direction_accuracy,0.5154639175257714
42,institution,상호작용 B만,direction_accuracy,-1.0309278350515483
42,retail,상호작용 B만,direction_accuracy,1.546391752577314
43,foreign,상호작용 B만,direction_accuracy,7.106598984771573
43,institution,상호작용 B만,direction_accuracy,-1.5228426395939132
43,retail,상호작용 B만,direction_accuracy,2.538071065989844
44,foreign,상호작용 B만,direction_accuracy,0.0
44,institution,상호작용 B만,direction_accuracy,3.5532994923857864
44,retail,상호작용 B만,direction_accuracy,4.060913705583758
0,foreign,상호작용 B만,correlation,3.492800602070689
0,institution,상호작용 B만,correlation,1.0989627008596403
0,retail,상호작용 B만,correlation,-8.01277752855864
1,foreign,상호작용 B만,correlation,7.820673368639208
1,institution,상호작용 B만,correlation,0.19393715075257006
1,retail,상호작용 B만,correlation,4.925217380455848
2,foreign,상호작용 B만,correlation,3.240778149939949
2,institution,상호작용 B만,correlation,6.7495171356525105
2,retail,상호작용 B만,correlation,3.542758412980962
3,foreign,상호작용 B만,correlation,9.376390026009906
3,institution,상호작용 B만,correlation,3.7845764627468
3,retail,상호작용 B만,correlation,2.064701629006127
4,foreign,상호작용 B만,correlation,2.9287916479903418
4,institution,상호작용 B만,correlation,3.8932274308700707
4,retail,상호작용 B만,correlation,-2.8103709517731392
5,foreign,상호작용 B만,correlation,-4.77456487207264
5,institution,상호작용 B만,correlation,2.10888133796761
5,retail,상호작용 B만,correlation,-1.636064869240872
6,foreign,상호작용 B만,correlation,4.3225309286564
6,institution,상호작용 B만,correlation,1.32962054726977
6,retail,상호작용 B만,correlation,-3.3757926546654398
7,foreign,상호작용 B만,correlation,6.111849188984442
7,institution,상호작용 B만,correlation,3.5181780312287603
7,retail,상호작용 B만,correlation,2.8301930748025503
8,foreign,상호작용 B만,correlation,2.0320650558751376
8,institution,상호작용 B만,correlation,2.00128530923893
8,retail,상호작용 B만,correlation,-2.2357061948730603
9,foreign,상호작용 B만,correlation,4.6056844716837295
9,institution,상호작용 B만,correlation,-0.2902377554838603
9,retail,상호작용 B만,correlation,7.251265164599649
10,foreign,상호작용 B만,correlation,6.179134499648553
10,institution,상호작용 B만,correlation,6.91514848576457
10,retail,상호작용 B만,correlation,6.738581033480717
11,foreign,상호작용 B만,correlation,6.35578243294948
11,institution,상호작용 B만,correlation,3.0344897522667393
11,retail,상호작용 B만,correlation,6.7007258183563625
12,foreign,상호작용 B만,correlation,6.040606617035488
12,institution,상호작용 B만,correlation,5.061710434527651
12,retail,상호작용 B만,correlation,2.37756232963051
13,foreign,상호작용 B만,correlation,-13.490363387938043
13,institution,상호작용 B만,correlation,3.71586117100912
13,retail,상호작용 B만,correlation,0.6488449529648888
14,foreign,상호작용 B만,correlation,2.5912022271455393
14,institution,상호작용 B만,correlation,3.12056033825004
14,retail,상호작용 B만,correlation,0.8597035087576699
15,foreign,상호작용 B만,correlation,3.6913514801357463
15,institution,상호작용 B만,correlation,3.08140297237135
15,retail,상호작용 B만,correlation,2.66650784038589
16,foreign,상호작용 B만,correlation,3.188491511579261
16,institution,상호작용 B만,correlation,1.7848409106517402
16,retail,상호작용 B만,correlation,2.657968717134118
17,foreign,상호작용 B만,correlation,2.69589452287424
17,institution,상호작용 B만,correlation,-2.1011961894498103
17,retail,상호작용 B만,correlation,0.7283586983070994
18,foreign,상호작용 B만,correlation,6.907716215050311
18,institution,상호작용 B만,correlation,-4.573524092170311
18,retail,상호작용 B만,correlation,2.28125876935707
19,foreign,상호작용 B만,correlation,4.484875020112799
19,institution,상호작용 B만,correlation,-0.4355317554781704
19,retail,상호작용 B만,correlation,2.9310818201743403
20,foreign,상호작용 B만,correlation,-5.445076518600173
20,institution,상호작용 B만,correlation,-3.51749414759571
20,retail,상호작용 B만,correlation,-1.0536458595563014
21,foreign,상호작용 B만,correlation,6.665517246779751
21,institution,상호작용 B만,correlation,-2.7427669044246197
21,retail,상호작용 B만,correlation,2.8968318387123104
22,foreign,상호작용 B만,correlation,6.335498084099209
22,institution,상호작용 B만,correlation,-2.14151054782873
22,retail,상호작용 B만,correlation,1.0024219475845002
23,foreign,상호작용 B만,correlation,3.03140957214091
23,institution,상호작용 B만,correlation,-4.43265065972364
23,retail,상호작용 B만,correlation,0.5864408932868798
24,foreign,상호작용 B만,correlation,3.1264372337891615
24,institution,상호작용 B만,correlation,-1.991257265941679
24,retail,상호작용 B만,correlation,1.6069443432176977
25,foreign,상호작용 B만,correlation,1.1640286008484906
25,institution,상호작용 B만,correlation,1.4772235651383692
25,retail,상호작용 B만,correlation,3.7891405147848003
26,foreign,상호작용 B만,correlation,-5.68750518104138
26,institution,상호작용 B만,correlation,-2.2016737385533998
26,retail,상호작용 B만,correlation,1.2610417186543543
27,foreign,상호작용 B만,correlation,1.5359697954138107
27,institution,상호작용 B만,correlation,-1.0831733463709006
27,retail,상호작용 B만,correlation,4.18070327197107
28,foreign,상호작용 B만,correlation,2.6525701598256513
28,institution,상호작용 B만,correlation,1.3249136832587396
28,retail,상호작용 B만,correlation,0.3891007946450309
29,foreign,상호작용 B만,correlation,1.2802640458871992
29,institution,상호작용 B만,correlation,-2.03039712498125
29,retail,상호작용 B만,correlation,0.8124122470582201
30,foreign,상호작용 B만,correlation,6.68427569867473
30,institution,상호작용 B만,correlation,-3.1047238444218612
30,retail,상호작용 B만,correlation,2.97730831516731
31,foreign,상호작용 B만,correlation,-6.182639850112564
31,institution,상호작용 B만,correlation,-9.712128469682598
31,retail,상호작용 B만,correlation,1.9794985105969887
32,foreign,상호작용 B만,correlation,8.430041222142409
32,institution,상호작용 B만,correlation,-0.08521668161911994
32,retail,상호작용 B만,correlation,4.236177069443819
33,foreign,상호작용 B만,correlation,7.98908086037628
33,institution,상호작용 B만,correlation,-2.3698054645169107
33,retail,상호작용 B만,correlation,0.6600795249760205
34,foreign,상호작용 B만,correlation,2.90087910970397
34,institution,상호작용 B만,correlation,-0.5130462701249006
34,retail,상호작용 B만,correlation,1.292204572534189
35,foreign,상호작용 B만,correlation,-12.30450956659361
35,institution,상호작용 B만,correlation,-3.0024596500966996
35,retail,상호작용 B만,correlation,-2.5719108867238827
36,foreign,상호작용 B만,correlation,1.9036921238515137
36,institution,상호작용 B만,correlation,0.09912224958082971
36,retail,상호작용 B만,correlation,-0.24887406664282907
37,foreign,상호작용 B만,correlation,2.94408019061764
37,institution,상호작용 B만,correlation,0.17157894807404983
37,retail,상호작용 B만,correlation,0.3931237161024198
38,foreign,상호작용 B만,correlation,-0.8682157892451594
38,institution,상호작용 B만,correlation,-1.7803364021065804
38,retail,상호작용 B만,correlation,0.005118628725442331
39,foreign,상호작용 B만,correlation,-9.03302734021414
39,institution,상호작용 B만,correlation,-2.0294458292113395
39,retail,상호작용 B만,correlation,-1.3892438506595717
40,foreign,상호작용 B만,correlation,-9.060399985212769
40,institution,상호작용 B만,correlation,-3.4141025522078596
40,retail,상호작용 B만,correlation,-1.1587955206812495
41,foreign,상호작용 B만,correlation,-5.7383367517657105
41,institution,상호작용 B만,correlation,0.63832796481286
41,retail,상호작용 B만,correlation,-1.1132615741272278
42,foreign,상호작용 B만,correlation,4.648424971692017
42,institution,상호작용 B만,correlation,0.09255390366267949
42,retail,상호작용 B만,correlation,0.9131298262751109
43,foreign,상호작용 B만,correlation,0.43113126887804887
43,institution,상호작용 B만,correlation,1.53654995745331
43,retail,상호작용 B만,correlation,0.06435619216947908
44,foreign,상호작용 B만,correlation,2.2353123598160884
44,institution,상호작용 B만,correlation,-0.2217800614331203
44,retail,상호작용 B만,correlation,-0.5371089439438786
0,foreign,상호작용 B만,mae,0.0061720221368812
0,institution,상호작용 B만,mae,6.693507819680033e-05
0,retail,상호작용 B만,mae,0.009174323998935918
1,foreign,상호작용 B만,mae,0.004735725951925895
1,institution,상호작용 B만,mae,3.487453537190377e-05
1,retail,상호작용 B만,mae,0.0039471866695430236
2,foreign,상호작용 B만,mae,0.002406464950628684
2,institution,상호작용 B만,mae,0.0002603940959386014
2,retail,상호작용 B만,mae,0.004186140873965072
3,foreign,상호작용 B만,mae,0.004900374077740605
3,institution,상호작용 B만,mae,0.00023237332066790295
3,retail,상호작용 B만,mae,0.0071155406765252005
4,foreign,상호작용 B만,mae,0.0027224475502266865
4,institution,상호작용 B만,mae,0.00020568465269549252
4,retail,상호작용 B만,mae,0.005238835250472196
5,foreign,상호작용 B만,mae,-0.0019405625522624093
5,institution,상호작용 B만,mae,0.00014866271152469412
5,retail,상호작용 B만,mae,0.0007627208945441
6,foreign,상호작용 B만,mae,0.005558252585802809
6,institution,상호작용 B만,mae,0.00028209967886419496
6,retail,상호작용 B만,mae,0.005224328528991906
7,foreign,상호작용 B만,mae,0.004685077347586303
7,institution,상호작용 B만,mae,0.0001244321433145068
7,retail,상호작용 B만,mae,0.005245976690106902
8,foreign,상호작용 B만,mae,-0.0014143982725774162
8,institution,상호작용 B만,mae,0.0001472212933166933
8,retail,상호작용 B만,mae,0.0006487899894461746
9,foreign,상호작용 B만,mae,0.0015354216682061939
9,institution,상호작용 B만,mae,-2.0028576232108963e-05
9,retail,상호작용 B만,mae,0.003895150875005471
10,foreign,상호작용 B만,mae,0.0049873704822474
10,institution,상호작용 B만,mae,0.0003366319949515001
10,retail,상호작용 B만,mae,0.004958819934266279
11,foreign,상호작용 B만,mae,0.003668105924251791
11,institution,상호작용 B만,mae,0.00033058576646330384
11,retail,상호작용 B만,mae,0.008094785602693721
12,foreign,상호작용 B만,mae,0.0026118169705499072
12,institution,상호작용 B만,mae,0.00022587058051559694
12,retail,상호작용 B만,mae,0.005824551724237181
13,foreign,상호작용 B만,mae,-0.01155157412579949
13,institution,상호작용 B만,mae,0.0002754723778524981
13,retail,상호작용 B만,mae,0.003198531527326104
14,foreign,상호작용 B만,mae,0.0049312825460745
14,institution,상호작용 B만,mae,0.0006172840034636973
14,retail,상호작용 B만,mae,0.004358757898894394
15,foreign,상호작용 B만,mae,-0.00021808930659500403
15,institution,상호작용 B만,mae,0.00023230750447671145
15,retail,상호작용 B만,mae,0.005292519187877487
16,foreign,상호작용 B만,mae,-0.0007085537443825007
16,institution,상호작용 B만,mae,0.00015142467517891
16,retail,상호작용 B만,mae,0.0018803775774612341
17,foreign,상호작용 B만,mae,0.0021792051235194065
17,institution,상호작용 B만,mae,-0.0004061436675609903
17,retail,상호작용 B만,mae,0.0024837021231075007
18,foreign,상호작용 B만,mae,0.0022654927866899155
18,institution,상호작용 B만,mae,-0.00022956513260299904
18,retail,상호작용 B만,mae,0.0035259895303920152
19,foreign,상호작용 B만,mae,0.0024962247021979023
19,institution,상호작용 B만,mae,-4.887978587049535e-05
19,retail,상호작용 B만,mae,0.002215257816715166
20,foreign,상호작용 B만,mae,-0.0049161505545252115
20,institution,상호작용 B만,mae,-0.00026001118032920045
20,retail,상호작용 B만,mae,-0.0027717565295536928
21,foreign,상호작용 B만,mae,0.0046114212028376955
21,institution,상호작용 B만,mae,-0.0005634762592214987
21,retail,상호작용 B만,mae,0.0006861886385823024
22,foreign,상호작용 B만,mae,0.00031698843231048324
22,institution,상호작용 B만,mae,-0.0003505235196179096
22,retail,상호작용 B만,mae,-0.0004804994858149114
23,foreign,상호작용 B만,mae,-0.0013139632628089981
23,institution,상호작용 B만,mae,-0.000230707036137201
23,retail,상호작용 B만,mae,-0.00245009471002261
24,foreign,상호작용 B만,mae,0.000977291056881685
24,institution,상호작용 B만,mae,-1.869855531340392e-05
24,retail,상호작용 B만,mae,0.0055371323801737815
25,foreign,상호작용 B만,mae,0.0026628063307875816
25,institution,상호작용 B만,mae,4.268349062640231e-05
25,retail,상호작용 B만,mae,0.003948386885782695
26,foreign,상호작용 B만,mae,-0.0015519505516177756
26,institution,상호작용 B만,mae,-0.0001579790686892929
26,retail,상호작용 B만,mae,-0.0018556173313253321
27,foreign,상호작용 B만,mae,0.0017060546241053076
27,institution,상호작용 B만,mae,-0.00038743844542640793
27,retail,상호작용 B만,mae,0.0025468419397905173
28,foreign,상호작용 B만,mae,0.003361890312271104
28,institution,상호작용 B만,mae,-0.0003691402743284944
28,retail,상호작용 B만,mae,0.003184808328592914
29,foreign,상호작용 B만,mae,-0.002733610155590399
29,institution,상호작용 B만,mae,-0.000125920855823497
29,retail,상호작용 B만,mae,-0.0004986585412609101
30,foreign,상호작용 B만,mae,0.0052837013912366
30,institution,상호작용 B만,mae,-7.12766269810039e-06
30,retail,상호작용 B만,mae,0.005952598882320581
31,foreign,상호작용 B만,mae,-0.003835286771981805
31,institution,상호작용 B만,mae,-0.0002052918034959883
31,retail,상호작용 B만,mae,-0.0003184251480954914
32,foreign,상호작용 B만,mae,0.005298573461351708
32,institution,상호작용 B만,mae,-0.00025828205991619557
32,retail,상호작용 B만,mae,0.005091398466677305
33,foreign,상호작용 B만,mae,0.00196814525121769
33,institution,상호작용 B만,mae,-6.303928987730356e-05
33,retail,상호작용 B만,mae,0.0038069392450648665
34,foreign,상호작용 B만,mae,-0.0011052776129235053
34,institution,상호작용 B만,mae,1.4833997595498083e-05
34,retail,상호작용 B만,mae,0.0029827158460246084
35,foreign,상호작용 B만,mae,-0.008177650484830101
35,institution,상호작용 B만,mae,-0.00018235999323221175
35,retail,상호작용 B만,mae,-0.0005721174280108876
36,foreign,상호작용 B만,mae,0.0031166468805673975
36,institution,상호작용 B만,mae,9.724791499070295e-05
36,retail,상호작용 B만,mae,0.003055761436680987
37,foreign,상호작용 B만,mae,0.001841247957046821
37,institution,상호작용 B만,mae,4.405654841110884e-05
37,retail,상호작용 B만,mae,0.0023016816124526995
38,foreign,상호작용 B만,mae,-0.002231757451211014
38,institution,상호작용 B만,mae,0.00013409564734720436
38,retail,상호작용 B만,mae,-0.00142140743562702
39,foreign,상호작용 B만,mae,-0.0016709194616437995
39,institution,상호작용 B만,mae,-0.00018142710037290233
39,retail,상호작용 B만,mae,-0.001320031063721805
40,foreign,상호작용 B만,mae,-0.010538241056996606
40,institution,상호작용 B만,mae,-0.00015426067362650508
40,retail,상호작용 B만,mae,-0.00048751096694529816
41,foreign,상호작용 B만,mae,0.0004883074919045105
41,institution,상호작용 B만,mae,0.00012262065743219586
41,retail,상호작용 B만,mae,-0.0016037142885196864
42,foreign,상호작용 B만,mae,0.002149455596455213
42,institution,상호작용 B만,mae,-0.00024874120293409685
42,retail,상호작용 B만,mae,0.0028450127682630166
43,foreign,상호작용 B만,mae,-3.0766528301806595e-05
43,institution,상호작용 B만,mae,-0.00036384303042680255
43,retail,상호작용 B만,mae,-0.0022025968806185237
44,foreign,상호작용 B만,mae,-0.011157459393631192
44,institution,상호작용 B만,mae,4.355659000930545e-05
44,retail,상호작용 B만,mae,-0.0027519263096507096
