epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.016543,0.128619,0.0055,0.01657
2,0.016486,0.128399,0.008565,0.016529
3,0.016442,0.128225,0.010834,0.016496
4,0.016403,0.128073,0.012605,0.016466
5,0.016367,0.127932,0.014071,0.016437
6,0.016334,0.127803,0.016469,0.016416
7,0.016303,0.127683,0.018074,0.016393
8,0.016272,0.127563,0.019451,0.016369
9,0.016243,0.127447,0.021103,0.016348
10,0.016215,0.127338,0.022669,0.016328
11,0.016189,0.127236,0.024039,0.016309
12,0.016165,0.127141,0.025156,0.016291
13,0.016143,0.127054,0.026014,0.016273
14,0.016121,0.12697,0.026708,0.016255
15,0.016102,0.126892,0.02753,0.016239
16,0.016081,0.126811,0.028383,0.016223
17,0.016062,0.126736,0.029001,0.016207
18,0.016044,0.126664,0.029406,0.016191
19,0.016026,0.126594,0.029831,0.016175
20,0.016009,0.126529,0.030444,0.016162
21,0.015994,0.126466,0.030933,0.016148
22,0.015978,0.126403,0.031552,0.016136
23,0.015962,0.126341,0.032175,0.016123
24,0.015947,0.126281,0.032711,0.01611
25,0.015932,0.126224,0.033179,0.016098
26,0.015919,0.126169,0.03383,0.016088
27,0.015905,0.126116,0.034517,0.016078
28,0.015892,0.126063,0.035202,0.016068
29,0.015879,0.12601,0.035855,0.016058
30,0.015866,0.125959,0.03668,0.016049
31,0.015853,0.12591,0.037443,0.016041
32,0.015842,0.125863,0.038115,0.016032
33,0.01583,0.125818,0.0387,0.016024
34,0.015819,0.125774,0.039247,0.016015
35,0.015808,0.125732,0.039977,0.016008
36,0.015798,0.125692,0.040574,0.016001
37,0.015788,0.125652,0.041245,0.015995
38,0.015779,0.125613,0.041986,0.015989
39,0.015769,0.125576,0.04265,0.015983
40,0.015761,0.125541,0.043206,0.015977
41,0.015752,0.125509,0.04367,0.015971
42,0.015745,0.125479,0.044176,0.015966
43,0.015738,0.12545,0.044671,0.015961
44,0.015731,0.125423,0.045081,0.015956
45,0.015725,0.125397,0.045493,0.015952
46,0.015718,0.125373,0.045958,0.015948
47,0.015712,0.125349,0.046369,0.015944
48,0.015707,0.125327,0.04677,0.015941
49,0.015702,0.125306,0.047257,0.015938
50,0.015696,0.125284,0.047753,0.015935
51,0.015691,0.125263,0.048164,0.015932
52,0.015686,0.125244,0.048597,0.015929
53,0.015681,0.125226,0.048982,0.015926
54,0.015677,0.125209,0.049359,0.015924
55,0.015673,0.125194,0.049743,0.015922
56,0.01567,0.125178,0.050172,0.01592
57,0.015666,0.125164,0.050505,0.015918
58,0.015663,0.12515,0.050812,0.015917
59,0.01566,0.125138,0.051125,0.015915
60,0.015657,0.125127,0.051378,0.015914
61,0.015654,0.125116,0.051666,0.015912
62,0.015652,0.125106,0.051941,0.015911
63,0.015649,0.125096,0.052208,0.01591
64,0.015647,0.125087,0.05251,0.015909
65,0.015644,0.125077,0.052773,0.015908
66,0.015642,0.125068,0.053132,0.015908
67,0.01564,0.12506,0.053429,0.015907
68,0.015638,0.125051,0.053658,0.015906
69,0.015636,0.125043,0.054022,0.015906
70,0.015634,0.125035,0.054411,0.015906
71,0.015632,0.125027,0.054706,0.015905
72,0.01563,0.125018,0.054997,0.015905
73,0.015628,0.12501,0.055217,0.015904
74,0.015626,0.125003,0.055525,0.015903
75,0.015624,0.124997,0.055814,0.015903
