experiment,epochs,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
lr_0p001_l1_0p0001,50,0.001,0.0001,15,institution,765,194,0.6856031212931365,0.5567010309278351,0.5349018733273863,0.6889301538467407
lr_0p001_l1_0p0001,50,0.001,0.0001,15,retail,765,194,0.6547030801087423,0.5463917525773195,0.545619078036836,0.7032259702682495
lr_0p001_l1_0p0001,50,0.001,0.0001,16,foreign,768,197,0.6143542528152466,0.5939086294416244,0.5882967607105538,0.7298763394355774
lr_0p001_l1_0p0001,50,0.001,0.0001,16,institution,768,197,0.6844022870063782,0.5532994923857868,0.5519023986765922,0.7012802958488464
lr_0p001_l1_0p0001,50,0.001,0.0001,16,retail,768,197,0.6500440438588461,0.5532994923857868,0.5491052850603413,0.7448366284370422
lr_0p001_l1_0p0001,50,0.001,0.0001,17,foreign,772,194,0.6338214630290017,0.6701030927835051,0.6064908722109533,0.6537360548973083
lr_0p001_l1_0p0001,50,0.001,0.0001,17,institution,772,194,0.6869227972673011,0.5463917525773195,0.5463435374149659,0.6901718378067017
lr_0p001_l1_0p0001,50,0.001,0.0001,17,retail,772,194,0.6689559412743761,0.6030927835051546,0.5417088510507746,0.6653513312339783
lr_0p001_l1_0p0001,50,0.001,0.0001,18,foreign,765,194,0.6308601267976699,0.6597938144329897,0.6525561706284598,0.6377627849578857
lr_0p001_l1_0p0001,50,0.001,0.0001,18,institution,765,194,0.6857987433477165,0.4948453608247423,0.4929051530993278,0.6942397952079773
lr_0p001_l1_0p0001,50,0.001,0.0001,18,retail,765,194,0.6662768781574723,0.6443298969072165,0.6293506853108126,0.6513331532478333
lr_0p001_l1_0p0001,50,0.001,0.0001,19,foreign,765,194,0.6326157311988033,0.6701030927835051,0.6630847715185064,0.6355298161506653
lr_0p001_l1_0p0001,50,0.001,0.0001,19,institution,765,194,0.6880774776919995,0.5927835051546392,0.5926861030642889,0.6796178817749023
lr_0p001_l1_0p0001,50,0.001,0.0001,19,retail,765,194,0.655280986798355,0.5257731958762887,0.5141550522648084,0.6921054720878601
lr_0p001_l1_0p0001,50,0.001,0.0001,20,foreign,765,194,0.6431224489523695,0.7061855670103093,0.7058025381115811,0.5932669639587402
lr_0p001_l1_0p0001,50,0.001,0.0001,20,institution,765,194,0.6809376584938149,0.5103092783505154,0.5081004617396643,0.7176564931869507
lr_0p001_l1_0p0001,50,0.001,0.0001,20,retail,765,194,0.669449386175941,0.6701030927835051,0.6692242114236999,0.6416177153587341
lr_0p001_l1_0p0001,50,0.001,0.0001,21,foreign,765,194,0.6349391695720698,0.6907216494845361,0.690688775510204,0.6293317675590515
lr_0p001_l1_0p0001,50,0.001,0.0001,21,institution,765,194,0.6856296754350849,0.5360824742268041,0.5358851674641147,0.7007680535316467
