variant,comparator,rmse_delta,rmse_skill_delta,rmse_win_rate,balanced_accuracy_delta,pearson_delta,std_ratio_delta,tail_direction_delta
e1_persistence,e0_baseline,-0.0006483945377614942,0.005075164407831536,1.0,0.023435911169410743,0.053857700921443215,0.017677828737734356,0.05603628117913832
e7_persistence_liquidity,e1_persistence,-6.098034836428555e-06,4.967680504280746e-05,0.6888888888888889,0.0025797578596685002,0.0009941264682946792,0.0015553314621533896,0.0008888888888888946
