experiment,epochs,batch_size,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,0,retail,773,194,0.6592546963599182,0.5618556701030928,0.5137844611528821,0.6966946125030518
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,1,foreign,766,194,0.6410284706880156,0.6907216494845361,0.6891025641025641,0.6263463497161865
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,1,institution,766,194,0.687795085166204,0.5309278350515464,0.5309153713298791,0.6898460984230042
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,1,retail,766,194,0.6630462797130057,0.5721649484536082,0.5688542587088655,0.6725168228149414
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,2,foreign,766,194,0.6390946424972295,0.6597938144329897,0.6588874680306905,0.6360607147216797
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,2,institution,766,194,0.6848796047367564,0.5154639175257731,0.5129273504273505,0.6958542466163635
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,2,retail,766,194,0.6675602493335933,0.6185567010309279,0.6170916462178598,0.6617619395256042
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,3,foreign,766,194,0.6388334462287844,0.6443298969072165,0.6337319068596601,0.6427578330039978
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,3,institution,766,194,0.6869324560887509,0.5618556701030928,0.5453166790746409,0.6897760033607483
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,3,retail,766,194,0.6679554008939559,0.6391752577319587,0.6325757575757576,0.6601488590240479
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,4,foreign,766,194,0.640085962671524,0.6237113402061856,0.616278754707779,0.6378358006477356
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,4,institution,766,194,0.6869928397958024,0.5309278350515464,0.5263849765258216,0.692141056060791
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,4,retail,766,194,0.6575317054442263,0.520618556701031,0.4958504484868807,0.6938181519508362
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,5,foreign,766,194,0.6504319039399568,0.7010309278350515,0.6645199761478832,0.6028299331665039
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,5,institution,766,194,0.6818295630088985,0.4845360824742268,0.4719076655052265,0.706777036190033
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,5,retail,766,194,0.6710861672309297,0.6649484536082474,0.6379245987308697,0.6535671353340149
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,6,foreign,766,194,0.6416283788319979,0.6855670103092784,0.6458052737122505,0.6359646916389465
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,6,institution,766,194,0.6852888805747966,0.4948453608247423,0.4882644272179156,0.6981983780860901
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,6,retail,766,194,0.6636864921131582,0.6288659793814433,0.5835420393559928,0.671642005443573
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,7,foreign,766,194,0.6389425994521956,0.654639175257732,0.6519666907649879,0.6333810687065125
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,7,institution,766,194,0.6852622908338243,0.5103092783505154,0.5020399340736538,0.6947683691978455
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,7,retail,766,194,0.6605813473696497,0.5824742268041238,0.5729311047696697,0.6765210628509521
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,8,foreign,769,197,0.6377397702403744,0.6294416243654822,0.629288789214549,0.6693689227104187
