experiment,epochs,batch_size,learning_rate,lambda_l1,investor,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,accuracy_rank,nll_rank
ep_25_bs_64_lr_0p001_l1_0p01,25,64,0.001,0.01,institution,0.5297986405475024,0.03411614512146271,0.5193416792543496,0.03371082099926324,0.69823909468121,0.011296238516894874,17.0,19.0
ep_25_bs_256_lr_0p001_l1_0p01,25,256,0.001,0.01,institution,0.5297794523813677,0.03611346602547763,0.5196999683287978,0.03487918852181991,0.6952751199404399,0.007632687010567882,18.0,13.0
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,institution,0.5287659683337113,0.03426121764243292,0.5191843526458861,0.03361890648281494,0.6958077483707004,0.007858707804194754,19.0,15.0
ep_25_bs_128_lr_0p0005_l1_0p01,25,128,0.0005,0.01,institution,0.5285246626080787,0.03423075390042122,0.5194379823246822,0.03358037018445886,0.6945589343706767,0.005857719960222186,20.0,11.0
ep_25_bs_512_lr_0p001_l1_0p0003,25,512,0.001,0.0003,retail,0.6003814374843732,0.05089777096810797,0.5874058537112016,0.05275546683752818,0.6779355552461412,0.015348438076188888,1.0,9.0
ep_25_bs_256_lr_0p0005_l1_0p01,25,256,0.0005,0.01,retail,0.5992324733546147,0.04910452753218535,0.5851908634622052,0.05141978601787821,0.6797642628351848,0.010396534722325266,2.0,12.0
ep_25_bs_256_lr_0p0005_l1_0p0003,25,256,0.0005,0.0003,retail,0.5991249033323449,0.04944977744597448,0.5857673339130451,0.05118223423822104,0.6797933591736688,0.010730507189720146,3.0,13.0
ep_25_bs_512_lr_0p0005_l1_0p01,25,512,0.0005,0.01,retail,0.5991144370599077,0.04925482216239903,0.5862276206576106,0.051238781045925164,0.6820313546392652,0.007690128703750632,4.0,17.0
ep_25_bs_512_lr_0p0005_l1_0p0003,25,512,0.0005,0.0003,retail,0.5987760275844425,0.04958595284458424,0.5866634287736099,0.052013412107550804,0.6819462696711223,0.007911049949618311,5.0,15.0
ep_25_bs_128_lr_0p0005_l1_0p0003,25,128,0.0005,0.0003,retail,0.5986562469109961,0.05087554795881213,0.5844423303559871,0.05250650070630595,0.6768305738766988,0.01684319535791122,6.0,5.0
ep_25_bs_512_lr_0p001_l1_0p01,25,512,0.001,0.01,retail,0.5979672173088888,0.05192451688005648,0.5839991893493877,0.05413815949208197,0.6773851871490478,0.014724641634935556,7.0,8.0
ep_25_bs_2048_lr_0p001_l1_0p01,25,2048,0.001,0.01,retail,0.5969641995336694,0.04900273807584956,0.5844461797318955,0.051109252438583,0.6820045908292135,0.008632188317814947,8.0,16.0
ep_25_bs_128_lr_0p0005_l1_0p01,25,128,0.0005,0.01,retail,0.5969432669887952,0.05152919689983857,0.5823854414904304,0.053224788576716815,0.6764320029152764,0.01582849944667139,9.0,2.0
ep_25_bs_256_lr_0p001_l1_0p0003,25,256,0.001,0.0003,retail,0.596486821218623,0.05143492387971133,0.582000165532642,0.05329760888281917,0.6773373537593418,0.01945978330087809,10.0,7.0
ep_25_bs_256_lr_0p001_l1_0p01,25,256,0.001,0.01,retail,0.5963740180601346,0.05064682043920934,0.5817040683208003,0.052721471254816306,0.6765133765008714,0.01813245330698806,11.0,3.0
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,retail,0.5957977916165157,0.05306722160839969,0.5810549411999409,0.05533936305654009,0.6768543892436557,0.02269957920806581,12.0,6.0
ep_25_bs_128_lr_0p001_l1_0p0003,25,128,0.001,0.0003,retail,0.5953343683313854,0.051633636860584815,0.5802718452276326,0.05410650074884218,0.6780747281180488,0.025470683004610566,13.0,10.0
ep_25_bs_128_lr_0p001_l1_0p01,25,128,0.001,0.01,retail,0.5946540606229758,0.05247059058560645,0.5796356032675444,0.054283890317476394,0.6765244894557529,0.022882762503420587,14.0,4.0
ep_25_bs_64_lr_0p001_l1_0p0003,25,64,0.001,0.0003,retail,0.5940638791494409,0.05213098426854651,0.5788999757401727,0.05467351423580221,0.6802423066563077,0.028827741652930748,15.0,14.0
ep_25_bs_2048_lr_0p0005_l1_0p0003,25,2048,0.0005,0.0003,retail,0.5938504834836407,0.046992549003063204,0.5838918649173669,0.047750670183375095,0.6858734660678439,0.004487860425649421,16.0,19.0
ep_25_bs_64_lr_0p0005_l1_0p01,25,64,0.0005,0.01,retail,0.5938435059686826,0.05212832033127407,0.5787149066447796,0.054055205113852124,0.6758314039972093,0.020599956720838874,17.0,1.0
ep_25_bs_2048_lr_0p0005_l1_0p01,25,2048,0.0005,0.01,retail,0.5933021670998541,0.04928309847453673,0.5821410465485284,0.04993685397694276,0.6862355589866638,0.004240636828523025,18.0,20.0
ep_25_bs_2048_lr_0p001_l1_0p0003,25,2048,0.001,0.0003,retail,0.5929585244881702,0.0485148769144891,0.5812460237747722,0.049974556712360264,0.6822400357988145,0.00856498432645333,19.0,18.0
ep_25_bs_64_lr_0p001_l1_0p01,25,64,0.001,0.01,retail,0.5927050081113612,0.050046491832692906,0.5771346227552687,0.05379053296726319,0.678245668941074,0.02562998971792116,20.0,11.0
