variant,comparator,rmse_delta,rmse_skill_delta,rmse_win_rate,balanced_accuracy_delta,pearson_delta,std_ratio_delta,tail_direction_delta
e1_persistence,e0_baseline,-0.0006483945232216617,0.005075164288060137,1.0,0.023435911169410743,0.053857700498796804,0.01767782935500066,0.05603628117913832
e7_persistence_liquidity,e1_persistence,-6.09810546412083e-06,4.96773793221994e-05,0.6888888888888889,0.0025797578596685002,0.000994134065590947,0.0015553314228359092,0.0008888888888888946
