epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,-0.001969784265384078
1,beta,persist,,0.001994162565097213
1,beta,underwater,,0.001967731397598982
1,B,momentum,kospi_return_1d,0.0019349264912307262
1,B,momentum,fx_level_z_252,0.002001313492655754
1,B,persist,kospi_return_1d,-0.001477831625379622
1,B,persist,fx_level_z_252,-0.0019204437267035246
1,B,underwater,kospi_return_1d,-0.001871613203547895
1,B,underwater,fx_level_z_252,-0.001998316962271929
1,alpha,,kospi_return_1d,-0.001918781315907836
1,alpha,,fx_level_z_252,0.00196521682664752
2,beta,momentum,,-0.003915248438715935
2,beta,persist,,0.003982432186603546
2,beta,underwater,,0.003905555233359337
2,B,momentum,kospi_return_1d,0.00265303160995245
2,B,momentum,fx_level_z_252,0.0039761681109666824
2,B,persist,kospi_return_1d,-0.0025830178055912256
2,B,persist,fx_level_z_252,-0.0038169892504811287
2,B,underwater,kospi_return_1d,-0.0030150485690683126
2,B,underwater,fx_level_z_252,-0.003850883338600397
2,alpha,,kospi_return_1d,-0.003731830045580864
2,alpha,,fx_level_z_252,0.00391881400719285
3,beta,momentum,,-0.0058435010723769665
3,beta,persist,,0.005963292438536882
3,beta,underwater,,0.005831695161759853
3,B,momentum,kospi_return_1d,0.002093813382089138
3,B,momentum,fx_level_z_252,0.00586134335026145
3,B,persist,kospi_return_1d,-0.0036451611667871475
3,B,persist,fx_level_z_252,-0.0056924703530967236
3,B,underwater,kospi_return_1d,-0.0035932869650423527
3,B,underwater,fx_level_z_252,-0.0056787896901369095
3,alpha,,kospi_return_1d,-0.0054574268870055676
3,alpha,,fx_level_z_252,0.005847170017659664
4,beta,momentum,,-0.007750487886369228
4,beta,persist,,0.007931018248200417
4,beta,underwater,,0.007742166984826326
4,B,momentum,kospi_return_1d,0.001660959329456091
4,B,momentum,fx_level_z_252,0.007612328045070171
4,B,persist,kospi_return_1d,-0.004785594064742327
4,B,persist,fx_level_z_252,-0.007554048206657171
4,B,underwater,kospi_return_1d,-0.004282674286514521
4,B,underwater,fx_level_z_252,-0.007449079770594835
4,alpha,,kospi_return_1d,-0.00711477966979146
4,alpha,,fx_level_z_252,0.007764083798974752
5,beta,momentum,,-0.009628502652049065
5,beta,persist,,0.009869477711617947
5,beta,underwater,,0.009597670286893845
5,B,momentum,kospi_return_1d,0.0013290632050484419
5,B,momentum,fx_level_z_252,0.009277299977838993
5,B,persist,kospi_return_1d,-0.005797594785690308
5,B,persist,fx_level_z_252,-0.009303927421569824
5,B,underwater,kospi_return_1d,-0.0047944760881364346
5,B,underwater,fx_level_z_252,-0.009188607335090637
5,alpha,,kospi_return_1d,-0.008684520609676838
5,alpha,,fx_level_z_252,0.009634156711399555
6,beta,momentum,,-0.011497663334012032
6,beta,persist,,0.011794649064540863
6,beta,underwater,,0.011455750092864037
6,B,momentum,kospi_return_1d,0.0008587512420490384
6,B,momentum,fx_level_z_252,0.010848701000213623
6,B,persist,kospi_return_1d,-0.0069100684486329556
6,B,persist,fx_level_z_252,-0.010915891267359257
6,B,underwater,kospi_return_1d,-0.005397247150540352
6,B,underwater,fx_level_z_252,-0.01084631122648716
6,alpha,,kospi_return_1d,-0.01014822069555521
6,alpha,,fx_level_z_252,0.011474580504000187
7,beta,momentum,,-0.013310614041984081
7,beta,persist,,0.013704260811209679
7,beta,underwater,,0.013262932188808918
7,B,momentum,kospi_return_1d,0.0007445954834111035
7,B,momentum,fx_level_z_252,0.01223504263907671
7,B,persist,kospi_return_1d,-0.00799732469022274
7,B,persist,fx_level_z_252,-0.01242267806082964
7,B,underwater,kospi_return_1d,-0.006041062064468861
7,B,underwater,fx_level_z_252,-0.012291891500353813
7,alpha,,kospi_return_1d,-0.011511840857565403
7,alpha,,fx_level_z_252,0.01324128732085228
8,beta,momentum,,-0.015055501833558083
8,beta,persist,,0.015586815774440765
8,beta,underwater,,0.014990855008363724
8,B,momentum,kospi_return_1d,0.0007500171195715666
8,B,momentum,fx_level_z_252,0.013367698527872562
8,B,persist,kospi_return_1d,-0.009099764749407768
8,B,persist,fx_level_z_252,-0.01372622512280941
8,B,underwater,kospi_return_1d,-0.006501972675323486
8,B,underwater,fx_level_z_252,-0.01340915821492672
8,alpha,,kospi_return_1d,-0.012652876786887646
8,alpha,,fx_level_z_252,0.014904350973665714
9,beta,momentum,,-0.016725242137908936
9,beta,persist,,0.017440740019083023
9,beta,underwater,,0.016652099788188934
9,B,momentum,kospi_return_1d,0.0008257540757767856
9,B,momentum,fx_level_z_252,0.014329497702419758
9,B,persist,kospi_return_1d,-0.010254254564642906
9,B,persist,fx_level_z_252,-0.014866202138364315
9,B,underwater,kospi_return_1d,-0.006909338757395744
9,B,underwater,fx_level_z_252,-0.014381076209247112
9,alpha,,kospi_return_1d,-0.013519967906177044
9,alpha,,fx_level_z_252,0.016500508412718773
10,beta,momentum,,-0.01833399571478367
10,beta,persist,,0.01925077848136425
10,beta,underwater,,0.018251273781061172
