epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.067061,0.258961,0.023212,0.067177
2,0.06516,0.255265,0.040558,0.065363
3,0.063724,0.252437,0.052932,0.063989
4,0.062222,0.249443,0.064566,0.062545
5,0.060954,0.246889,0.077715,0.061343
6,0.059898,0.244742,0.091617,0.060357
7,0.05902,0.242941,0.104413,0.059542
8,0.058157,0.241157,0.114413,0.058729
9,0.05745,0.239688,0.123935,0.05807
10,0.056855,0.238443,0.132891,0.057519
11,0.056281,0.237236,0.140521,0.056983
12,0.055848,0.236322,0.146555,0.056581
13,0.055472,0.235526,0.151195,0.056228
14,0.055143,0.234825,0.155304,0.055919
15,0.054805,0.234104,0.158409,0.055597
16,0.054555,0.23357,0.161023,0.05536
17,0.054327,0.233081,0.163129,0.055142
18,0.054121,0.232638,0.164763,0.054944
19,0.053933,0.232235,0.166503,0.054766
20,0.053782,0.23191,0.168667,0.054625
21,0.053651,0.231626,0.171444,0.054508
22,0.053494,0.231287,0.17414,0.054364
23,0.053381,0.231043,0.176449,0.054263
24,0.053273,0.230809,0.178354,0.054164
25,0.053204,0.230659,0.179896,0.054103
26,0.05313,0.230499,0.180638,0.054033
27,0.053052,0.23033,0.180951,0.053957
28,0.052987,0.230189,0.182003,0.053897
29,0.052936,0.230079,0.182296,0.053848
30,0.052884,0.229966,0.183127,0.0538
31,0.052848,0.229888,0.184078,0.053769
32,0.052812,0.229809,0.184579,0.053735
33,0.05278,0.229739,0.185149,0.053706
34,0.052752,0.229678,0.186013,0.053682
35,0.052714,0.229594,0.186981,0.053648
36,0.052688,0.229538,0.187729,0.053626
37,0.052666,0.229491,0.187874,0.053605
38,0.052659,0.229475,0.188007,0.053599
39,0.052628,0.229407,0.188006,0.053568
40,0.05262,0.22939,0.188439,0.053562
41,0.052586,0.229316,0.188544,0.053528
42,0.052592,0.229329,0.188394,0.053534
43,0.052584,0.229313,0.188506,0.053527
44,0.052555,0.229248,0.188314,0.053496
45,0.052555,0.229249,0.188471,0.053497
46,0.052538,0.229212,0.188354,0.05348
47,0.052534,0.229203,0.189194,0.05348
48,0.052528,0.229191,0.189246,0.053475
49,0.052516,0.229163,0.189749,0.053465
50,0.052508,0.229147,0.19029,0.05346
51,0.052499,0.229126,0.190336,0.05345
52,0.052511,0.229152,0.190078,0.053461
53,0.052486,0.229098,0.189971,0.053436
54,0.052496,0.229121,0.189901,0.053446
55,0.052477,0.229079,0.190333,0.053429
56,0.052467,0.229056,0.190734,0.05342
57,0.052471,0.229066,0.190931,0.053426
58,0.052471,0.229066,0.19076,0.053425
59,0.052476,0.229076,0.18941,0.053423
60,0.052464,0.229051,0.189851,0.053413
61,0.052465,0.229053,0.190028,0.053415
62,0.052457,0.229034,0.189642,0.053405
63,0.052456,0.229034,0.189791,0.053405
64,0.052477,0.229078,0.190708,0.05343
65,0.05245,0.229019,0.190375,0.053402
66,0.052452,0.229024,0.190684,0.053406
67,0.052447,0.229012,0.190955,0.053401
68,0.052449,0.229018,0.190571,0.053402
69,0.05245,0.22902,0.19039,0.053402
70,0.052452,0.229024,0.190758,0.053406
71,0.05244,0.228997,0.190816,0.053394
72,0.052445,0.22901,0.190424,0.053398
73,0.052439,0.228995,0.190248,0.05339
74,0.052435,0.228986,0.190079,0.053385
75,0.052439,0.228995,0.190487,0.053391
76,0.052444,0.229008,0.189911,0.053394
77,0.052454,0.229029,0.190219,0.053406
78,0.052442,0.229003,0.190786,0.053396
79,0.05244,0.228998,0.191514,0.053397
80,0.052439,0.228996,0.191292,0.053395
81,0.052436,0.228989,0.191192,0.053392
82,0.052434,0.228984,0.19102,0.053389
83,0.052428,0.228971,0.190807,0.053382
84,0.052446,0.229011,0.190562,0.053399
85,0.052434,0.228984,0.190698,0.053387
86,0.052434,0.228984,0.190052,0.053384
87,0.05244,0.228997,0.189733,0.053388
88,0.052437,0.228991,0.190284,0.053389
89,0.052432,0.22898,0.189857,0.053381
90,0.052441,0.229,0.189922,0.053391
91,0.052452,0.229025,0.189151,0.053398
92,0.052435,0.228987,0.189048,0.05338
93,0.052453,0.229026,0.189447,0.0534
94,0.052441,0.228999,0.189116,0.053386
95,0.052454,0.229028,0.188862,0.053398
96,0.052448,0.229015,0.188906,0.053393
97,0.052448,0.229015,0.189268,0.053394
98,0.05244,0.228997,0.189521,0.053387
99,0.052431,0.228977,0.190068,0.053381
100,0.052435,0.228986,0.191193,0.053391
101,0.052428,0.228971,0.190749,0.053382
102,0.05244,0.228998,0.190938,0.053395
103,0.052442,0.229003,0.190396,0.053394
104,0.052436,0.228988,0.190594,0.053389
105,0.052439,0.228996,0.18985,0.053388
106,0.05244,0.228998,0.190283,0.053392
107,0.052437,0.228992,0.190123,0.053388
108,0.052442,0.229003,0.19105,0.053398
109,0.052427,0.228968,0.191121,0.053382
110,0.052432,0.228981,0.190926,0.053387
111,0.052432,0.22898,0.191215,0.053388
112,0.052429,0.228974,0.190952,0.053384
113,0.052456,0.229033,0.190242,0.053407
114,0.052437,0.228992,0.190439,0.053389
115,0.052452,0.229023,0.189957,0.053402
116,0.052442,0.229003,0.189194,0.053388
117,0.052444,0.229007,0.18911,0.05339
118,0.05244,0.228997,0.189829,0.053389
119,0.052452,0.229023,0.190326,0.053403
120,0.05244,0.228997,0.190877,0.053394
121,0.052432,0.22898,0.190947,0.053387
122,0.052434,0.228984,0.190742,0.053387
123,0.052441,0.229,0.189997,0.053391
124,0.052437,0.228992,0.189879,0.053387
125,0.052437,0.228992,0.189547,0.053385
126,0.052442,0.229002,0.189763,0.053391
127,0.052437,0.228992,0.189777,0.053386
128,0.052434,0.228985,0.189711,0.053383
129,0.052441,0.229,0.189789,0.05339
130,0.052438,0.228994,0.189796,0.053387
131,0.052448,0.229016,0.190136,0.053399
132,0.052439,0.228995,0.190434,0.053391
133,0.05245,0.229021,0.190416,0.053403
134,0.052441,0.229,0.190203,0.053392
135,0.052455,0.22903,0.190534,0.053407
136,0.052439,0.228995,0.189795,0.053388
137,0.052434,0.228986,0.18981,0.053384
138,0.05244,0.228998,0.189306,0.053387
139,0.052443,0.229004,0.189518,0.05339
140,0.052441,0.229,0.189612,0.053389
141,0.052448,0.229016,0.189858,0.053398
142,0.052441,0.229,0.18978,0.05339
143,0.05244,0.228998,0.189142,0.053386
144,0.052437,0.228991,0.189438,0.053384
145,0.052443,0.229005,0.189889,0.053393
146,0.052441,0.228999,0.18988,0.05339
147,0.052431,0.228979,0.190466,0.053384
148,0.052439,0.228996,0.190507,0.053392
149,0.052456,0.229033,0.190703,0.05341
150,0.052443,0.229003,0.190452,0.053395
