investor,metric,mean,std
foreign,accuracy,0.6254597891627564,0.04995459517668529
institution,accuracy,0.5110494763956483,0.03734476511306748
retail,accuracy,0.5679452962827288,0.05187670492366176
foreign,macro_f1,0.596405863714089,0.06364133302963551
institution,macro_f1,0.4784287011596474,0.054539073266061076
retail,macro_f1,0.535541743286246,0.05975350690164684
foreign,nll,0.6601092179616292,0.051137162928749
institution,nll,0.6982417477501763,0.010641147089371708
retail,nll,0.6827212029033237,0.030006835548311492
