epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,0.0029701064340770245
1,beta,persist,,0.0029809982515871525
1,beta,underwater,,-0.0015706969425082207
1,B,momentum,kospi_return_1d,-0.0023084792774170637
1,B,momentum,fx_level_z_252,-0.00293576717376709
1,B,persist,kospi_return_1d,-0.002382226288318634
1,B,persist,fx_level_z_252,0.000989413820207119
1,B,underwater,kospi_return_1d,0.0024319635704159737
1,B,underwater,fx_level_z_252,0.002824902068823576
1,alpha,,kospi_return_1d,0.002902002539485693
1,alpha,,fx_level_z_252,-0.002964322455227375
2,beta,momentum,,0.0058829523622989655
2,beta,persist,,0.005916510708630085
2,beta,underwater,,-0.0015150584513321519
2,B,momentum,kospi_return_1d,-0.002813381142914295
2,B,momentum,fx_level_z_252,-0.005741658620536327
2,B,persist,kospi_return_1d,-0.003273935057222843
2,B,persist,fx_level_z_252,0.0002518886758480221
2,B,underwater,kospi_return_1d,0.00204729987308383
2,B,underwater,fx_level_z_252,0.005359857343137264
2,alpha,,kospi_return_1d,0.0057185194455087185
2,alpha,,fx_level_z_252,-0.005891574081033468
3,beta,momentum,,0.008693255484104156
3,beta,persist,,0.008804903365671635
3,beta,underwater,,-0.0009718642104417086
3,B,momentum,kospi_return_1d,-0.0034942913334816694
3,B,momentum,fx_level_z_252,-0.008032595738768578
3,B,persist,kospi_return_1d,-0.00323578342795372
3,B,persist,fx_level_z_252,-0.0005356590263545513
3,B,underwater,kospi_return_1d,0.0008886969881132245
3,B,underwater,fx_level_z_252,0.00741569884121418
3,alpha,,kospi_return_1d,0.008445115759968758
3,alpha,,fx_level_z_252,-0.008774311281740665
4,beta,momentum,,0.011488338001072407
4,beta,persist,,0.011690660379827023
4,beta,underwater,,-0.000480505870655179
4,B,momentum,kospi_return_1d,-0.004602249711751938
4,B,momentum,fx_level_z_252,-0.009989418089389801
4,B,persist,kospi_return_1d,-0.003617412643507123
4,B,persist,fx_level_z_252,-0.00011186479241587222
4,B,underwater,kospi_return_1d,-3.3005053410306573e-06
4,B,underwater,fx_level_z_252,0.009262596257030964
4,alpha,,kospi_return_1d,0.011139768175780773
4,alpha,,fx_level_z_252,-0.011589894071221352
5,beta,momentum,,0.014259052462875843
5,beta,persist,,0.014524334110319614
5,beta,underwater,,0.00011734577128663659
5,B,momentum,kospi_return_1d,-0.005046895705163479
5,B,momentum,fx_level_z_252,-0.011743683367967606
5,B,persist,kospi_return_1d,-0.0037670652382075787
5,B,persist,fx_level_z_252,0.000166337558766827
5,B,underwater,kospi_return_1d,-0.0005463531124405563
5,B,underwater,fx_level_z_252,0.010587790049612522
5,alpha,,kospi_return_1d,0.01372071448713541
5,alpha,,fx_level_z_252,-0.014214408583939075
6,beta,momentum,,0.016912754625082016
6,beta,persist,,0.01729626953601837
6,beta,underwater,,0.0005807260749861598
6,B,momentum,kospi_return_1d,-0.005417068023234606
6,B,momentum,fx_level_z_252,-0.013103023171424866
6,B,persist,kospi_return_1d,-0.003916706889867783
6,B,persist,fx_level_z_252,0.00035335661959834397
6,B,underwater,kospi_return_1d,-0.0010934837628155947
6,B,underwater,fx_level_z_252,0.011321845464408398
6,alpha,,kospi_return_1d,0.01606149971485138
6,alpha,,fx_level_z_252,-0.01673532836139202
7,beta,momentum,,0.019454410299658775
7,beta,persist,,0.02001526765525341
7,beta,underwater,,0.0010422049090266228
7,B,momentum,kospi_return_1d,-0.006067854352295399
7,B,momentum,fx_level_z_252,-0.013781387358903885
7,B,persist,kospi_return_1d,-0.003687238786369562
7,B,persist,fx_level_z_252,0.0006516221910715103
7,B,underwater,kospi_return_1d,-0.0019373496761545539
7,B,underwater,fx_level_z_252,0.011717160232365131
7,alpha,,kospi_return_1d,0.018366606906056404
7,alpha,,fx_level_z_252,-0.01914074458181858
8,beta,momentum,,0.021837713196873665
8,beta,persist,,0.022614141926169395
8,beta,underwater,,0.00168604776263237
8,B,momentum,kospi_return_1d,-0.006747130304574966
8,B,momentum,fx_level_z_252,-0.01430290937423706
8,B,persist,kospi_return_1d,-0.003540079342201352
8,B,persist,fx_level_z_252,0.0007895783055573702
8,B,underwater,kospi_return_1d,-0.0026352135464549065
8,B,underwater,fx_level_z_252,0.01148230116814375
8,alpha,,kospi_return_1d,0.020236603915691376
8,alpha,,fx_level_z_252,-0.021180691197514534
9,beta,momentum,,0.024154171347618103
9,beta,persist,,0.025191225111484528
9,beta,underwater,,0.0020104150753468275
9,B,momentum,kospi_return_1d,-0.007173561491072178
9,B,momentum,fx_level_z_252,-0.01384433452039957
9,B,persist,kospi_return_1d,-0.0033672009594738483
9,B,persist,fx_level_z_252,0.001195342163555324
9,B,underwater,kospi_return_1d,-0.0031684855930507183
9,B,underwater,fx_level_z_252,0.011069993488490582
9,alpha,,kospi_return_1d,0.022027891129255295
9,alpha,,fx_level_z_252,-0.023216914385557175
10,beta,momentum,,0.0262832622975111
10,beta,persist,,0.027657821774482727
10,beta,underwater,,0.002731810789555311
