experiment,epochs,batch_size,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,0,foreign,773,194,0.6720952721647581,0.6134020618556701,0.5796134176995753,0.6731035709381104
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,0,institution,773,194,0.689450025327147,0.520618556701031,0.5177354254096389,0.6931154131889343
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,0,retail,773,194,0.676634307820615,0.5515463917525774,0.4986782309086048,0.6929146647453308
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,1,foreign,766,194,0.6729621393873548,0.6597938144329897,0.6568396226415094,0.6682099103927612
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,1,institution,766,194,0.6895855534481318,0.5412371134020618,0.5412249236083433,0.6888481378555298
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,1,retail,766,194,0.6794040310476218,0.5773195876288659,0.5718130921619293,0.6812536716461182
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,2,foreign,766,194,0.6721393514239757,0.634020618556701,0.6332312608174677,0.670460045337677
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,2,institution,766,194,0.6881236584939783,0.5309278350515464,0.5299161230195713,0.6924667358398438
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,2,retail,766,194,0.6804742592121852,0.6185567010309279,0.6165598290598291,0.6767867803573608
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,3,foreign,766,194,0.6727978132723517,0.6597938144329897,0.650278597181252,0.6691349744796753
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,3,institution,766,194,0.6890632597335636,0.5721649484536082,0.5577710032682431,0.6903727650642395
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,3,retail,766,194,0.680645472231484,0.6494845360824743,0.6420275697384131,0.6770406365394592
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,4,foreign,766,194,0.6727569125028565,0.6237113402061856,0.6173570019723866,0.6707937717437744
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,4,institution,766,194,0.689080783810379,0.5618556701030928,0.5544567831185323,0.6886367201805115
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,4,retail,766,194,0.6774495440114572,0.5257731958762887,0.5000560224089636,0.6889656186103821
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,5,foreign,766,194,0.6750418515802986,0.6907216494845361,0.666781174854002,0.6543029546737671
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,5,institution,766,194,0.686743865125173,0.4948453608247423,0.4869940636805181,0.6987141966819763
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,5,retail,766,194,0.6817532868049163,0.6391752577319587,0.6176801801801801,0.6774005889892578
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,6,foreign,766,194,0.6717525264613,0.654639175257732,0.6167477517322719,0.6715136766433716
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,6,institution,766,194,0.6883071158324459,0.5154639175257731,0.5019119414399651,0.6944063901901245
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,6,retail,766,194,0.67941906573567,0.6237113402061856,0.5853608549260723,0.6815611720085144
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,7,foreign,766,194,0.6727943387728759,0.634020618556701,0.6304761904761904,0.6674789786338806
ep_8_bs_512_lr_0p0015_l1_0p0003,8,512,0.0015,0.0003,7,institution,766,194,0.6883429570546661,0.520618556701031,0.5137844611528821,0.6920010447502136
