split,investor,feature,context,weight
27,institution,momentum,kospi_return_1d,-0.0013289997586980462
27,institution,momentum,fx_level_z_252,0.0016946272226050496
27,institution,persist,kospi_return_1d,-0.0007259873091243207
27,institution,persist,fx_level_z_252,5.188778231968172e-05
27,institution,underwater,kospi_return_1d,0.007789534516632557
27,institution,underwater,fx_level_z_252,7.214419019874185e-05
27,retail,momentum,kospi_return_1d,0.0008569959318265319
27,retail,momentum,fx_level_z_252,-0.0004344186163507402
27,retail,persist,kospi_return_1d,-0.017251690849661827
27,retail,persist,fx_level_z_252,-0.00012219836935400963
27,retail,underwater,kospi_return_1d,-0.00010911611025221646
27,retail,underwater,fx_level_z_252,-0.018575452268123627
28,foreign,momentum,kospi_return_1d,-0.011259847320616245
28,foreign,momentum,fx_level_z_252,-0.0011866401182487607
28,foreign,persist,kospi_return_1d,-0.0009985801298171282
28,foreign,persist,fx_level_z_252,-0.0058014667592942715
28,foreign,underwater,kospi_return_1d,-0.002274896949529648
28,foreign,underwater,fx_level_z_252,-0.001852177083492279
28,institution,momentum,kospi_return_1d,-0.0012682998785749078
28,institution,momentum,fx_level_z_252,0.00029707260546274483
28,institution,persist,kospi_return_1d,-0.0015841402346268296
28,institution,persist,fx_level_z_252,-8.064088615356013e-05
28,institution,underwater,kospi_return_1d,0.0056548090651631355
28,institution,underwater,fx_level_z_252,0.0030535198748111725
28,retail,momentum,kospi_return_1d,0.0012632192810997367
28,retail,momentum,fx_level_z_252,-7.758966239634901e-05
28,retail,persist,kospi_return_1d,-0.020090222358703613
28,retail,persist,fx_level_z_252,0.000510403246153146
28,retail,underwater,kospi_return_1d,-0.0012435175012797117
28,retail,underwater,fx_level_z_252,-0.027643974870443344
29,foreign,momentum,kospi_return_1d,0.00018497672863304615
29,foreign,momentum,fx_level_z_252,-0.0037603178061544895
29,foreign,persist,kospi_return_1d,-0.005746197421103716
29,foreign,persist,fx_level_z_252,2.7969123038928956e-05
29,foreign,underwater,kospi_return_1d,8.732999413041398e-05
29,foreign,underwater,fx_level_z_252,-0.007680062670260668
29,institution,momentum,kospi_return_1d,-0.0005192684475332499
29,institution,momentum,fx_level_z_252,0.0013743829913437366
29,institution,persist,kospi_return_1d,-0.006952687632292509
29,institution,persist,fx_level_z_252,-7.80244154157117e-05
29,institution,underwater,kospi_return_1d,0.006726283114403486
29,institution,underwater,fx_level_z_252,0.003950288984924555
29,retail,momentum,kospi_return_1d,-0.008678329177200794
29,retail,momentum,fx_level_z_252,-0.00012644383241422474
29,retail,persist,kospi_return_1d,-0.03516677767038345
29,retail,persist,fx_level_z_252,0.005563925486057997
29,retail,underwater,kospi_return_1d,0.0003926843637600541
29,retail,underwater,fx_level_z_252,-0.02141675353050232
30,foreign,momentum,kospi_return_1d,-0.012088358402252197
30,foreign,momentum,fx_level_z_252,-0.006953980773687363
30,foreign,persist,kospi_return_1d,-0.0015803875867277384
30,foreign,persist,fx_level_z_252,-0.00512282270938158
30,foreign,underwater,kospi_return_1d,-0.00022954783344175667
30,foreign,underwater,fx_level_z_252,-0.005393079482018948
30,institution,momentum,kospi_return_1d,-0.0005780505598522723
30,institution,momentum,fx_level_z_252,0.0035560394171625376
30,institution,persist,kospi_return_1d,-0.0011599650606513023
30,institution,persist,fx_level_z_252,-0.00014240153541322798
30,institution,underwater,kospi_return_1d,0.0028299104887992144
30,institution,underwater,fx_level_z_252,0.0014456058852374554
30,retail,momentum,kospi_return_1d,0.00019583827815949917
30,retail,momentum,fx_level_z_252,-0.008852113969624043
30,retail,persist,kospi_return_1d,-0.01225377805531025
30,retail,persist,fx_level_z_252,0.001426303992047906
30,retail,underwater,kospi_return_1d,3.563362406566739e-05
30,retail,underwater,fx_level_z_252,-0.033984288573265076
31,foreign,momentum,kospi_return_1d,-0.015372083522379398
31,foreign,momentum,fx_level_z_252,0.00015708089631516486
31,foreign,persist,kospi_return_1d,-0.0002463941927999258
31,foreign,persist,fx_level_z_252,-0.0004872223944403231
31,foreign,underwater,kospi_return_1d,0.0003956293221563101
31,foreign,underwater,fx_level_z_252,-0.005028777755796909
31,institution,momentum,kospi_return_1d,0.0031282934360206127
31,institution,momentum,fx_level_z_252,0.0031740788836032152
31,institution,persist,kospi_return_1d,-0.0010040750494226813
31,institution,persist,fx_level_z_252,0.0017666148487478495
31,institution,underwater,kospi_return_1d,0.004156327340751886
31,institution,underwater,fx_level_z_252,0.003268774598836899
31,retail,momentum,kospi_return_1d,-0.0018252519657835364
31,retail,momentum,fx_level_z_252,-0.006611383054405451
31,retail,persist,kospi_return_1d,-0.005101746879518032
31,retail,persist,fx_level_z_252,0.004375265911221504
31,retail,underwater,kospi_return_1d,-0.005878961645066738
31,retail,underwater,fx_level_z_252,-0.014682870358228683
32,foreign,momentum,kospi_return_1d,-0.011486778035759926
32,foreign,momentum,fx_level_z_252,-0.0012801203411072493
32,foreign,persist,kospi_return_1d,-0.00011135909880977124
32,foreign,persist,fx_level_z_252,-0.00018097218708135188
32,foreign,underwater,kospi_return_1d,-0.002519450383260846
32,foreign,underwater,fx_level_z_252,-0.009552862495183945
32,institution,momentum,kospi_return_1d,-0.0007506660185754299
32,institution,momentum,fx_level_z_252,0.003633255371823907
32,institution,persist,kospi_return_1d,-0.0011078729294240475
32,institution,persist,fx_level_z_252,1.7944908904610202e-05
32,institution,underwater,kospi_return_1d,0.0058774156495928764
32,institution,underwater,fx_level_z_252,0.001575483474880457
32,retail,momentum,kospi_return_1d,0.0015261400258168578
32,retail,momentum,fx_level_z_252,-0.0060423812828958035
32,retail,persist,kospi_return_1d,-0.011455885134637356
32,retail,persist,fx_level_z_252,4.7413777792826295e-05
32,retail,underwater,kospi_return_1d,-0.00029402930522337556
32,retail,underwater,fx_level_z_252,-0.026593275368213654
33,foreign,momentum,kospi_return_1d,-0.013538744300603867
33,foreign,momentum,fx_level_z_252,-0.0034822379238903522
33,foreign,persist,kospi_return_1d,-0.0010381488827988505
33,foreign,persist,fx_level_z_252,-0.004948328714817762
33,foreign,underwater,kospi_return_1d,-0.002397688804194331
33,foreign,underwater,fx_level_z_252,-0.0062622614204883575
33,institution,momentum,kospi_return_1d,-0.0008170249057002366
33,institution,momentum,fx_level_z_252,0.0013209445169195533
33,institution,persist,kospi_return_1d,-0.0020406083203852177
33,institution,persist,fx_level_z_252,-5.31130499439314e-05
33,institution,underwater,kospi_return_1d,0.004853919148445129
33,institution,underwater,fx_level_z_252,0.003084684954956174
33,retail,momentum,kospi_return_1d,0.005547784268856049
33,retail,momentum,fx_level_z_252,-0.0017090871697291732
33,retail,persist,kospi_return_1d,-0.015708081424236298
33,retail,persist,fx_level_z_252,0.0013198208762332797
33,retail,underwater,kospi_return_1d,-0.0015066261403262615
33,retail,underwater,fx_level_z_252,-0.03374961391091347
34,foreign,momentum,kospi_return_1d,-0.002047875663265586
34,foreign,momentum,fx_level_z_252,-0.004376109689474106
34,foreign,persist,kospi_return_1d,-0.007010731380432844
34,foreign,persist,fx_level_z_252,-9.025506733451039e-05
34,foreign,underwater,kospi_return_1d,0.0005575931863859296
34,foreign,underwater,fx_level_z_252,-0.012778764590620995
34,institution,momentum,kospi_return_1d,4.488767444854602e-06
34,institution,momentum,fx_level_z_252,0.0032072376925498247
34,institution,persist,kospi_return_1d,-0.007726919371634722
34,institution,persist,fx_level_z_252,6.580602348549291e-05
34,institution,underwater,kospi_return_1d,0.005753443576395512
34,institution,underwater,fx_level_z_252,0.004626021254807711
34,retail,momentum,kospi_return_1d,-0.0034067744854837656
34,retail,momentum,fx_level_z_252,-0.000833001104183495
34,retail,persist,kospi_return_1d,-0.03093479759991169
34,retail,persist,fx_level_z_252,0.0095587819814682
34,retail,underwater,kospi_return_1d,-0.0004510151338763535
34,retail,underwater,fx_level_z_252,-0.030791431665420532
35,foreign,momentum,kospi_return_1d,-0.012021632865071297
35,foreign,momentum,fx_level_z_252,-0.0005658708978444338
35,foreign,persist,kospi_return_1d,0.003524145344272256
35,foreign,persist,fx_level_z_252,-0.007489414419978857
35,foreign,underwater,kospi_return_1d,-0.010568862780928612
35,foreign,underwater,fx_level_z_252,0.0041288286447525024
35,institution,momentum,kospi_return_1d,0.0017386669060215354
35,institution,momentum,fx_level_z_252,0.0027965186163783073
35,institution,persist,kospi_return_1d,-0.00039088845369406044
35,institution,persist,fx_level_z_252,0.00019209481251891702
35,institution,underwater,kospi_return_1d,0.0013450024416670203
35,institution,underwater,fx_level_z_252,1.5253105630108621e-05
35,retail,momentum,kospi_return_1d,-0.0020942124538123608
35,retail,momentum,fx_level_z_252,-0.006490050349384546
35,retail,persist,kospi_return_1d,-0.0007195951184257865
35,retail,persist,fx_level_z_252,0.006612883415073156
35,retail,underwater,kospi_return_1d,-0.0014788737753406167
35,retail,underwater,fx_level_z_252,-0.020048782229423523
36,foreign,momentum,kospi_return_1d,-0.01012544333934784
36,foreign,momentum,fx_level_z_252,-0.0036660791374742985
36,foreign,persist,kospi_return_1d,-2.9144455766072497e-05
36,foreign,persist,fx_level_z_252,-5.671077815350145e-06
36,foreign,underwater,kospi_return_1d,-0.005070826504379511
36,foreign,underwater,fx_level_z_252,-0.0008998480625450611
36,institution,momentum,kospi_return_1d,-0.0015816715313121676
36,institution,momentum,fx_level_z_252,0.0038605572190135717
36,institution,persist,kospi_return_1d,-0.00039694327278994024
36,institution,persist,fx_level_z_252,-5.013593181502074e-06
36,institution,underwater,kospi_return_1d,0.00457988353446126
36,institution,underwater,fx_level_z_252,1.2901946320198476e-06
36,retail,momentum,kospi_return_1d,0.003826814005151391
36,retail,momentum,fx_level_z_252,-0.008715605363249779
36,retail,persist,kospi_return_1d,-0.0020502787083387375
36,retail,persist,fx_level_z_252,0.005076614208519459
36,retail,underwater,kospi_return_1d,0.00027965029585175216
36,retail,underwater,fx_level_z_252,-0.02976803481578827
37,foreign,momentum,kospi_return_1d,-0.012715009972453117
37,foreign,momentum,fx_level_z_252,-0.007425152231007814
37,foreign,persist,kospi_return_1d,0.0001322226889897138
37,foreign,persist,fx_level_z_252,-0.0014937006635591388
37,foreign,underwater,kospi_return_1d,-0.004020939581096172
37,foreign,underwater,fx_level_z_252,0.00010039050539489836
37,institution,momentum,kospi_return_1d,-0.0016943562077358365
37,institution,momentum,fx_level_z_252,0.0009856243850663304
37,institution,persist,kospi_return_1d,-0.0013551326701417565
37,institution,persist,fx_level_z_252,-0.00028951215790584683
37,institution,underwater,kospi_return_1d,0.002904856577515602
37,institution,underwater,fx_level_z_252,0.00011822558008134365
37,retail,momentum,kospi_return_1d,0.00683887954801321
37,retail,momentum,fx_level_z_252,-0.002886923961341381
37,retail,persist,kospi_return_1d,-0.003733656369149685
37,retail,persist,fx_level_z_252,0.003460520412772894
37,retail,underwater,kospi_return_1d,-0.0009952244581654668
37,retail,underwater,fx_level_z_252,-0.03661392256617546
38,foreign,momentum,kospi_return_1d,-0.00017326290253549814
38,foreign,momentum,fx_level_z_252,-0.004837738815695047
38,foreign,persist,kospi_return_1d,-0.0025954546872526407
38,foreign,persist,fx_level_z_252,0.0009553380077704787
38,foreign,underwater,kospi_return_1d,-0.00020048866281285882
38,foreign,underwater,fx_level_z_252,-0.00260007381439209
38,institution,momentum,kospi_return_1d,-0.0006647715345025063
38,institution,momentum,fx_level_z_252,0.0026672454550862312
38,institution,persist,kospi_return_1d,-0.006866375915706158
38,institution,persist,fx_level_z_252,9.457646228838712e-06
38,institution,underwater,kospi_return_1d,0.003332903143018484
38,institution,underwater,fx_level_z_252,0.0009234713506884873
38,retail,momentum,kospi_return_1d,-0.004974559415131807
38,retail,momentum,fx_level_z_252,-0.004970370326191187
38,retail,persist,kospi_return_1d,-0.0217660591006279
38,retail,persist,fx_level_z_252,0.010616707615554333
38,retail,underwater,kospi_return_1d,0.0011213466059416533
38,retail,underwater,fx_level_z_252,-0.03369960933923721
39,foreign,momentum,kospi_return_1d,-0.009090257808566093
39,foreign,momentum,fx_level_z_252,-0.016075098887085915
39,foreign,persist,kospi_return_1d,0.004797950387001038
39,foreign,persist,fx_level_z_252,0.0017972292844206095
39,foreign,underwater,kospi_return_1d,0.00027523376047611237
39,foreign,underwater,fx_level_z_252,0.002711022738367319
39,institution,momentum,kospi_return_1d,0.002900505205616355
39,institution,momentum,fx_level_z_252,0.0025701704435050488
39,institution,persist,kospi_return_1d,-0.00149245944339782
39,institution,persist,fx_level_z_252,1.2211196008138359e-05
39,institution,underwater,kospi_return_1d,0.004520257003605366
39,institution,underwater,fx_level_z_252,0.001138538122177124
39,retail,momentum,kospi_return_1d,-0.0018736140336841345
39,retail,momentum,fx_level_z_252,-0.003957890905439854
39,retail,persist,kospi_return_1d,-0.0015631569549441338
39,retail,persist,fx_level_z_252,0.0021656868048012257
39,retail,underwater,kospi_return_1d,-0.0011818533530458808
39,retail,underwater,fx_level_z_252,-0.011739254929125309
40,foreign,momentum,kospi_return_1d,-0.01563957892358303
40,foreign,momentum,fx_level_z_252,-1.1725751392077655e-06
40,foreign,persist,kospi_return_1d,0.0013181361136958003
40,foreign,persist,fx_level_z_252,7.285687752300873e-05
40,foreign,underwater,kospi_return_1d,-0.0033954926766455173
40,foreign,underwater,fx_level_z_252,2.7582660550251603e-05
40,institution,momentum,kospi_return_1d,0.0022047855891287327
40,institution,momentum,fx_level_z_252,0.0005461963010020554
40,institution,persist,kospi_return_1d,-0.002500321948900819
40,institution,persist,fx_level_z_252,9.766747825779021e-05
40,institution,underwater,kospi_return_1d,0.003979474306106567
40,institution,underwater,fx_level_z_252,0.001996162813156843
40,retail,momentum,kospi_return_1d,8.536852692486718e-05
40,retail,momentum,fx_level_z_252,-0.0016274192603304982
40,retail,persist,kospi_return_1d,7.226980233099312e-05
40,retail,persist,fx_level_z_252,0.001367393764667213
40,retail,underwater,kospi_return_1d,-0.003292329143732786
40,retail,underwater,fx_level_z_252,-0.020296301692724228
41,foreign,momentum,kospi_return_1d,-0.010263331234455109
41,foreign,momentum,fx_level_z_252,-0.0003559819015208632
41,foreign,persist,kospi_return_1d,-3.308938175905496e-06
41,foreign,persist,fx_level_z_252,0.0005542715662159026
41,foreign,underwater,kospi_return_1d,0.003601611591875553
41,foreign,underwater,fx_level_z_252,-0.005349813494831324
41,institution,momentum,kospi_return_1d,0.005079975351691246
41,institution,momentum,fx_level_z_252,0.0021118801087141037
41,institution,persist,kospi_return_1d,-0.007913952693343163
41,institution,persist,fx_level_z_252,0.00011013136827386916
41,institution,underwater,kospi_return_1d,0.004996797535568476
41,institution,underwater,fx_level_z_252,0.0032014097087085247
41,retail,momentum,kospi_return_1d,-0.014843709766864777
41,retail,momentum,fx_level_z_252,-0.005169933196157217
41,retail,persist,kospi_return_1d,-0.01859835721552372
41,retail,persist,fx_level_z_252,0.010756520554423332
41,retail,underwater,kospi_return_1d,-0.006088742054998875
41,retail,underwater,fx_level_z_252,-0.019652152433991432
42,foreign,momentum,kospi_return_1d,-0.005696916487067938
42,foreign,momentum,fx_level_z_252,-0.012958614155650139
42,foreign,persist,kospi_return_1d,0.0028749790508300066
42,foreign,persist,fx_level_z_252,0.0030031169299036264
42,foreign,underwater,kospi_return_1d,0.00027627870440483093
42,foreign,underwater,fx_level_z_252,-0.001987561583518982
42,institution,momentum,kospi_return_1d,-0.0015293763717636466
42,institution,momentum,fx_level_z_252,0.0006491714739240706
42,institution,persist,kospi_return_1d,-0.0021182894706726074
42,institution,persist,fx_level_z_252,-0.00024169261450879276
42,institution,underwater,kospi_return_1d,0.0068667130544781685
42,institution,underwater,fx_level_z_252,0.00013726999168284237
42,retail,momentum,kospi_return_1d,0.0044894288294017315
42,retail,momentum,fx_level_z_252,-0.0009416835964657366
42,retail,persist,kospi_return_1d,-0.00400726031512022
42,retail,persist,fx_level_z_252,0.0012475179973989725
42,retail,underwater,kospi_return_1d,0.0006975994911044836
42,retail,underwater,fx_level_z_252,-0.028925685212016106
43,foreign,momentum,kospi_return_1d,-0.0005264037172310054
43,foreign,momentum,fx_level_z_252,-0.004118452314287424
43,foreign,persist,kospi_return_1d,-0.0008348835981450975
43,foreign,persist,fx_level_z_252,0.00378443393856287
43,foreign,underwater,kospi_return_1d,-0.000579016690608114
43,foreign,underwater,fx_level_z_252,-0.010102090425789356
43,institution,momentum,kospi_return_1d,-0.0005594879621639848
43,institution,momentum,fx_level_z_252,0.002190385013818741
43,institution,persist,kospi_return_1d,-0.0074039846658706665
43,institution,persist,fx_level_z_252,-0.0002785355318337679
43,institution,underwater,kospi_return_1d,0.010141244158148766
43,institution,underwater,fx_level_z_252,-1.868675826699473e-05
43,retail,momentum,kospi_return_1d,-0.006831364706158638
43,retail,momentum,fx_level_z_252,-0.004650202579796314
43,retail,persist,kospi_return_1d,-0.024357622489333153
43,retail,persist,fx_level_z_252,0.008808847516775131
43,retail,underwater,kospi_return_1d,-0.00024512497475370765
43,retail,underwater,fx_level_z_252,-0.027037134394049644
44,foreign,momentum,kospi_return_1d,-0.001962764887139201
44,foreign,momentum,fx_level_z_252,-0.009646830148994923
44,foreign,persist,kospi_return_1d,-0.0008632633835077286
44,foreign,persist,fx_level_z_252,-0.0012929189251735806
44,foreign,underwater,kospi_return_1d,-0.0013430394465103745
44,foreign,underwater,fx_level_z_252,0.003007737221196294
44,institution,momentum,kospi_return_1d,-0.0001753163815010339
44,institution,momentum,fx_level_z_252,0.001020538853481412
44,institution,persist,kospi_return_1d,-0.008808037266135216
44,institution,persist,fx_level_z_252,-0.0008321987115778029
44,institution,underwater,kospi_return_1d,0.00563998194411397
44,institution,underwater,fx_level_z_252,0.0026646344922482967
44,retail,momentum,kospi_return_1d,-0.007144255563616753
44,retail,momentum,fx_level_z_252,-0.0012090059462934732
44,retail,persist,kospi_return_1d,-0.029000964015722275
44,retail,persist,fx_level_z_252,0.008523363620042801
44,retail,underwater,kospi_return_1d,-0.00010532974556554109
44,retail,underwater,fx_level_z_252,-0.03578954562544823
