epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.016918,0.130068,0.0055,0.016945
2,0.01686,0.129848,0.008894,0.016905
3,0.016815,0.129674,0.011548,0.016873
4,0.016777,0.129528,0.013772,0.016846
5,0.016744,0.1294,0.015776,0.016823
6,0.016715,0.129287,0.017333,0.016802
7,0.016688,0.129181,0.018801,0.016782
8,0.016663,0.129085,0.019893,0.016762
9,0.016641,0.128999,0.021116,0.016746
10,0.01662,0.12892,0.022468,0.016733
11,0.0166,0.128843,0.023241,0.016717
12,0.01658,0.128762,0.024321,0.016701
13,0.016559,0.128682,0.025351,0.016686
14,0.01654,0.128609,0.026105,0.016671
15,0.016523,0.128542,0.026813,0.016657
16,0.016507,0.128479,0.027265,0.016643
17,0.016492,0.128421,0.027499,0.016629
18,0.016478,0.128366,0.027752,0.016616
19,0.016464,0.128313,0.027951,0.016604
20,0.016451,0.128263,0.028145,0.016592
21,0.016439,0.128216,0.028267,0.016581
22,0.016427,0.128168,0.028527,0.01657
23,0.016415,0.12812,0.028924,0.016559
24,0.016403,0.128075,0.029352,0.01655
25,0.016392,0.128032,0.029733,0.016541
26,0.016381,0.127989,0.030077,0.016532
27,0.016371,0.127948,0.030568,0.016523
28,0.01636,0.127907,0.031075,0.016516
29,0.01635,0.127868,0.031522,0.016508
30,0.01634,0.12783,0.032063,0.016501
31,0.016331,0.127793,0.032613,0.016494
32,0.016321,0.127754,0.033373,0.016488
33,0.016311,0.127715,0.034126,0.016482
34,0.016302,0.127679,0.034767,0.016476
35,0.016293,0.127644,0.035371,0.01647
36,0.016284,0.127608,0.035976,0.016464
37,0.016276,0.127576,0.03677,0.016459
38,0.016268,0.127546,0.037375,0.016455
39,0.01626,0.127516,0.03795,0.01645
40,0.016253,0.127488,0.038532,0.016446
41,0.016246,0.127461,0.039194,0.016442
42,0.01624,0.127436,0.039796,0.016439
43,0.016234,0.127412,0.04029,0.016435
44,0.016228,0.127389,0.04068,0.016431
45,0.016222,0.127367,0.041183,0.016428
46,0.016217,0.127347,0.041775,0.016426
47,0.016213,0.127328,0.042209,0.016424
48,0.016208,0.12731,0.042501,0.01642
49,0.016203,0.127293,0.042857,0.016418
50,0.016199,0.127277,0.043338,0.016416
51,0.016195,0.127261,0.043825,0.016414
52,0.016191,0.127246,0.044185,0.016412
53,0.016188,0.127232,0.044575,0.016411
54,0.016185,0.12722,0.044858,0.016409
55,0.016182,0.127208,0.045195,0.016408
56,0.016179,0.127196,0.045523,0.016406
57,0.016176,0.127185,0.045757,0.016405
58,0.016174,0.127176,0.045969,0.016404
59,0.016172,0.127168,0.046127,0.016402
60,0.01617,0.127162,0.046356,0.016402
61,0.016168,0.127155,0.046664,0.016402
62,0.016166,0.127146,0.04698,0.016401
63,0.016164,0.127139,0.047212,0.0164
64,0.016162,0.127131,0.04748,0.0164
65,0.016161,0.127124,0.047775,0.016399
66,0.016159,0.127118,0.048044,0.016399
67,0.016157,0.127111,0.048267,0.016399
68,0.016156,0.127105,0.048464,0.016398
69,0.016154,0.1271,0.048693,0.016398
70,0.016153,0.127095,0.048829,0.016397
71,0.016152,0.127091,0.049064,0.016397
72,0.016151,0.127086,0.049233,0.016397
73,0.01615,0.127083,0.049345,0.016397
74,0.016149,0.12708,0.049427,0.016397
75,0.016149,0.127079,0.049525,0.016397
