epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.113061,0.336245,0.015352,0.113138
2,0.1117,0.334215,0.028392,0.111842
3,0.110697,0.332711,0.041753,0.110905
4,0.109634,0.331111,0.053996,0.109904
5,0.108771,0.329804,0.065783,0.109099
6,0.107919,0.32851,0.075545,0.108297
7,0.107178,0.32738,0.084689,0.107601
8,0.106612,0.326515,0.09282,0.107076
9,0.106018,0.325604,0.099994,0.106518
10,0.105488,0.324789,0.106063,0.106018
11,0.10503,0.324084,0.111706,0.105589
12,0.104598,0.323416,0.116452,0.10518
13,0.104199,0.322798,0.120867,0.104803
14,0.103848,0.322255,0.124762,0.104472
15,0.103489,0.321697,0.12857,0.104132
16,0.10319,0.321232,0.132275,0.103851
17,0.102919,0.32081,0.135527,0.103597
18,0.102586,0.32029,0.13752,0.103274
19,0.102324,0.319881,0.140662,0.103027
20,0.102101,0.319533,0.144143,0.102822
21,0.101867,0.319167,0.14754,0.102605
22,0.101658,0.318839,0.152952,0.102423
23,0.101446,0.318506,0.158013,0.102236
24,0.10127,0.318229,0.16224,0.102081
25,0.10106,0.317899,0.166253,0.101891
26,0.100905,0.317656,0.169912,0.101755
27,0.100739,0.317395,0.173704,0.101608
28,0.1006,0.317174,0.177676,0.101488
29,0.100454,0.316944,0.1812,0.10136
30,0.100318,0.316731,0.184663,0.101242
31,0.100201,0.316545,0.187355,0.101138
32,0.100078,0.316351,0.189345,0.101025
33,0.099961,0.316166,0.19121,0.100917
34,0.099866,0.316016,0.19285,0.10083
35,0.099766,0.315857,0.1953,0.100742
36,0.099677,0.315717,0.198157,0.100668
37,0.099581,0.315565,0.201217,0.100587
38,0.099495,0.315429,0.203552,0.100513
39,0.099403,0.315282,0.20536,0.100429
40,0.099324,0.315157,0.206548,0.100357
41,0.099256,0.315049,0.207452,0.100293
42,0.099179,0.314927,0.208722,0.100223
43,0.099114,0.314824,0.210144,0.100165
44,0.099039,0.314705,0.212235,0.100101
45,0.098969,0.314593,0.214178,0.10004
46,0.098907,0.314495,0.21553,0.099985
47,0.098845,0.314397,0.216392,0.099927
48,0.098801,0.314326,0.217012,0.099886
49,0.098755,0.314252,0.217836,0.099844
50,0.098683,0.314138,0.218613,0.099776
51,0.098632,0.314058,0.219301,0.099729
52,0.09862,0.314038,0.220094,0.09972
53,0.098556,0.313936,0.220966,0.09966
54,0.098509,0.313861,0.221762,0.099617
55,0.098471,0.313801,0.222513,0.099584
56,0.098432,0.313739,0.223059,0.099547
57,0.098391,0.313673,0.223524,0.099508
58,0.098353,0.313613,0.223939,0.099473
59,0.09832,0.313561,0.22443,0.099443
60,0.098292,0.313516,0.22464,0.099415
61,0.098253,0.313454,0.224809,0.099377
62,0.098237,0.313428,0.225377,0.099364
63,0.0982,0.313369,0.226215,0.099331
64,0.09817,0.31332,0.226697,0.099303
65,0.098139,0.313271,0.227219,0.099275
66,0.09812,0.313242,0.22808,0.099261
67,0.098085,0.313185,0.228752,0.099229
68,0.098066,0.313155,0.229507,0.099214
69,0.098033,0.313103,0.229552,0.099181
70,0.09801,0.313065,0.230057,0.09916
71,0.097991,0.313035,0.23063,0.099144
72,0.097988,0.313031,0.231387,0.099145
73,0.097963,0.312991,0.232941,0.099128
74,0.097945,0.312962,0.235086,0.099121
75,0.097898,0.312887,0.236725,0.099082
76,0.097889,0.312872,0.238275,0.09908
77,0.097868,0.312839,0.239014,0.099063
78,0.097839,0.312793,0.239515,0.099037
79,0.097827,0.312773,0.239775,0.099026
80,0.097825,0.31277,0.239736,0.099024
81,0.097806,0.312739,0.239821,0.099005
82,0.097792,0.312717,0.239746,0.09899
83,0.097776,0.312692,0.239469,0.098973
84,0.097768,0.312679,0.240022,0.098968
85,0.09776,0.312665,0.240398,0.098962
86,0.097752,0.312653,0.240458,0.098954
87,0.097747,0.312645,0.240342,0.098949
88,0.097738,0.312631,0.240101,0.098938
89,0.097735,0.312626,0.239761,0.098934
90,0.097721,0.312604,0.23968,0.09892
91,0.097716,0.312595,0.239142,0.098912
92,0.097713,0.312591,0.238659,0.098906
93,0.097708,0.312582,0.238159,0.098898
94,0.097706,0.31258,0.237744,0.098895
95,0.097704,0.312576,0.237757,0.098892
