coefficient,split,investor,feature,weight,parameter_type,parameter,mean,std,positive_rate,negative_rate,split_count,direction_consistency,context
beta,20,institution,momentum,0.0001723015448078,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,20,institution,herd,-0.0045770769938826,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,20,institution,underwater,-0.0002628813090268,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,20,retail,momentum,-0.0321602374315261,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,20,retail,herd,-0.0327325277030468,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,20,retail,underwater,0.0277563296258449,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,21,foreign,momentum,0.0758941248059272,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,21,foreign,herd,-0.0405548848211765,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,21,foreign,underwater,0.0198963414877653,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,21,institution,momentum,0.000124456724734,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,21,institution,herd,-0.004512914456427,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,21,institution,underwater,-0.0017807782860472,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,21,retail,momentum,-0.0339021645486354,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,21,retail,herd,-0.0336410365998744,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,21,retail,underwater,0.0323232598602771,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,22,foreign,momentum,0.0762890726327896,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,22,foreign,herd,-0.0421835556626319,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,22,foreign,underwater,0.0221137478947639,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,22,institution,momentum,-0.0004763532779179,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,22,institution,herd,-0.0045541618019342,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,22,institution,underwater,-0.0001321757154073,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,22,retail,momentum,-0.0320238806307315,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,22,retail,herd,-0.0330791994929313,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,22,retail,underwater,0.031411837786436,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,23,foreign,momentum,0.0642744377255439,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,23,foreign,herd,-0.0418540276587009,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,23,foreign,underwater,0.019253671169281,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,23,institution,momentum,-0.0035309102386236,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,23,institution,herd,-0.0041359225288033,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,23,institution,underwater,-0.0010039639892056,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,23,retail,momentum,-0.0300569739192724,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,23,retail,herd,-0.0321127213537693,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,23,retail,underwater,0.0268232952803373,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,24,foreign,momentum,0.0615905299782753,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,24,foreign,herd,-0.037554532289505,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,24,foreign,underwater,0.0155439050868153,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,24,institution,momentum,-0.0001344013144262,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,24,institution,herd,-0.0043903300538659,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,24,institution,underwater,-9.122476330958308e-05,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,24,retail,momentum,-0.0318337753415107,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,24,retail,herd,-0.0306991450488567,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,24,retail,underwater,0.0274582467973232,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,25,foreign,momentum,0.0681468024849891,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,25,foreign,herd,-0.039828959852457,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,25,foreign,underwater,0.019169196486473,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,25,institution,momentum,0.0001045656099449,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,25,institution,herd,-0.0046243383549153,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,25,institution,underwater,5.949663318460807e-05,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,25,retail,momentum,-0.0332618057727813,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,25,retail,herd,-0.0325217917561531,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,25,retail,underwater,0.0309241227805614,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,26,foreign,momentum,0.0613572783768177,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,26,foreign,herd,-0.034253466874361,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,26,foreign,underwater,0.0199388973414897,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,26,institution,momentum,-1.607849117135629e-05,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,26,institution,herd,-0.0046108439564704,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,26,institution,underwater,-0.0003742730477824,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,26,retail,momentum,-0.0315148346126079,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,26,retail,herd,-0.031921699643135,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,26,retail,underwater,0.0235215313732624,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,27,foreign,momentum,0.074128158390522,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,27,foreign,herd,-0.0427361726760864,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,27,foreign,underwater,0.0198463574051857,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,27,institution,momentum,-0.0001572508190292,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,27,institution,herd,-0.0045791841112077,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,27,institution,underwater,-0.0015836239326745,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,27,retail,momentum,-0.0328471697866916,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,27,retail,herd,-0.0307557079941034,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,27,retail,underwater,0.029990766197443,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,28,foreign,momentum,0.0749984607100486,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,28,foreign,herd,-0.0436777584254741,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,28,foreign,underwater,0.0224868115037679,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,28,institution,momentum,4.041333886561915e-05,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,28,institution,herd,-0.0046019377186894,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,28,institution,underwater,-0.0002578166313469,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,28,retail,momentum,-0.0305928811430931,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,28,retail,herd,-0.0318418703973293,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,28,retail,underwater,0.0295621864497661,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,29,foreign,momentum,0.0633830577135086,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,29,foreign,herd,-0.0436214618384838,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,29,foreign,underwater,0.0188505910336971,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,29,institution,momentum,-0.0036888807080686,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,29,institution,herd,-0.0042981761507689,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,29,institution,underwater,-0.001663819886744,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,29,retail,momentum,-0.0297564975917339,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,29,retail,herd,-0.0310840811580419,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,29,retail,underwater,0.0250692274421453,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,30,foreign,momentum,0.0653572157025337,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,30,foreign,herd,-0.0378304347395896,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,30,foreign,underwater,0.0025748985353857,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,30,institution,momentum,-3.197742626070976e-05,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,30,institution,herd,-0.0039771911688148,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,30,institution,underwater,-6.27394620096311e-05,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,30,retail,momentum,-0.0331585928797721,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,30,retail,herd,-0.0323544479906559,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,30,retail,underwater,0.0317245051264762,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,31,foreign,momentum,0.0601368658244609,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,31,foreign,herd,-0.0332323051989078,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,31,foreign,underwater,0.0186912436038255,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,31,institution,momentum,0.0001457940961699,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,31,institution,herd,-0.004024245776236,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,31,institution,underwater,-0.0005393050960265,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,31,retail,momentum,-0.032042134553194,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,31,retail,herd,-0.0306893773376941,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,31,retail,underwater,0.0270095579326152,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,32,foreign,momentum,0.0739815905690193,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,32,foreign,herd,-0.0411223620176315,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,32,foreign,underwater,0.017183756455779,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,32,institution,momentum,-6.759965617675334e-05,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,32,institution,herd,-0.0035973456688225,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,32,institution,underwater,-0.0016915453597903,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
beta,32,retail,momentum,-0.0335855260491371,β 보상가중치,모멘텀,-0.031922012112206834,0.0010690177093867406,0.0,1.0,45,1.0,
beta,32,retail,herd,-0.0318526811897754,β 보상가중치,군집,-0.032101515059669766,0.0011223234036377826,0.0,1.0,45,1.0,
beta,32,retail,underwater,0.032089490443468,β 보상가중치,손실구간,0.029702179671989494,0.0023067850777394533,1.0,0.0,45,1.0,
beta,33,foreign,momentum,0.0754560530185699,β 보상가중치,모멘텀,0.06659317687153811,0.008179509724259416,1.0,0.0,45,1.0,
beta,33,foreign,herd,-0.0431434474885463,β 보상가중치,군집,-0.03611457621057823,0.006766294609670223,0.0,1.0,45,1.0,
beta,33,foreign,underwater,0.0201068427413702,β 보상가중치,손실구간,0.015271047664444018,0.007234747054512887,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,
beta,33,institution,momentum,-0.0004041849460918,β 보상가중치,모멘텀,-0.0007514683017992099,0.0013180453731880448,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,
beta,33,institution,herd,-0.0038128439337015,β 보상가중치,군집,-0.004340239058041686,0.0005725782869067401,0.0,1.0,45,1.0,
beta,33,institution,underwater,1.7840793589130044e-05,β 보상가중치,손실구간,-0.0009217574499618339,0.0009719467350269731,0.1111111111111111,0.8888888888888888,45,0.8888888888888888,
