investor,feature,mean,std,positive_rate,negative_rate,dominant_direction,direction_consistency
foreign,momentum,0.0665931768715381,0.0081795097242594,1.0,0.0,positive,1.0
foreign,herd,-0.0361145762105782,0.0067662946096702,0.0,1.0,negative,1.0
foreign,underwater,0.015271047664444,0.0072347470545129,0.9555555555555556,0.0444444444444444,positive,0.9555555555555556
institution,momentum,-0.0007514683017992,0.001318045373188,0.3111111111111111,0.6888888888888889,negative,0.6888888888888889
institution,herd,-0.0043402390580417,0.0005725782869067,0.0,1.0,negative,1.0
institution,underwater,-0.0009217574499618,0.0009719467350269,0.1111111111111111,0.8888888888888888,negative,0.8888888888888888
retail,momentum,-0.0319220121122068,0.0010690177093867,0.0,1.0,negative,1.0
retail,herd,-0.0321015150596698,0.0011223234036377,0.0,1.0,negative,1.0
retail,underwater,0.0297021796719895,0.0023067850777394,1.0,0.0,positive,1.0
