epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.106023,0.325611,0.020229,0.106124
2,0.104022,0.322524,0.038752,0.104215
3,0.102362,0.319941,0.057609,0.10265
4,0.10091,0.317663,0.074804,0.101284
5,0.099457,0.315368,0.091348,0.099914
6,0.098289,0.313511,0.107492,0.098826
7,0.097213,0.31179,0.122545,0.097826
8,0.096284,0.310297,0.136938,0.096969
9,0.095429,0.308915,0.150281,0.09618
10,0.094726,0.307776,0.16282,0.09554
11,0.094092,0.306744,0.174296,0.094963
12,0.093517,0.305805,0.184858,0.094441
13,0.093041,0.305027,0.194399,0.094013
14,0.092649,0.304382,0.202838,0.093663
15,0.092266,0.303754,0.210249,0.093318
16,0.091972,0.303268,0.216806,0.093056
17,0.091643,0.302726,0.221747,0.092752
18,0.091407,0.302337,0.226,0.092537
19,0.091135,0.301885,0.22883,0.092279
20,0.090927,0.301541,0.231137,0.092083
21,0.090703,0.30117,0.232761,0.091867
22,0.090512,0.300852,0.235769,0.091691
23,0.090353,0.300588,0.237965,0.091543
24,0.090197,0.300328,0.239745,0.091396
25,0.090027,0.300046,0.24088,0.091232
26,0.089887,0.299811,0.241743,0.091095
27,0.089752,0.299587,0.242144,0.090963
28,0.089627,0.299377,0.242201,0.090838
29,0.089508,0.299178,0.24224,0.090719
30,0.089369,0.298947,0.242663,0.090582
31,0.089258,0.298762,0.242657,0.090472
32,0.08913,0.298547,0.242703,0.090344
33,0.08903,0.298379,0.242563,0.090243
34,0.088927,0.298207,0.242574,0.09014
35,0.088816,0.29802,0.241733,0.090025
36,0.088724,0.297866,0.240695,0.089927
37,0.088636,0.297718,0.239645,0.089834
38,0.088548,0.29757,0.23889,0.089742
39,0.08846,0.297423,0.238472,0.089653
40,0.088375,0.297279,0.237898,0.089564
41,0.088298,0.29715,0.237535,0.089486
42,0.088228,0.297032,0.237164,0.089414
43,0.08812,0.296851,0.238211,0.089311
44,0.088049,0.296731,0.239293,0.089246
45,0.08798,0.296615,0.240225,0.089181
46,0.087913,0.296501,0.240944,0.089118
47,0.087841,0.29638,0.24171,0.08905
48,0.087801,0.296313,0.242347,0.089013
49,0.087731,0.296193,0.242564,0.088943
50,0.087674,0.296098,0.242882,0.088889
51,0.087627,0.296018,0.243354,0.088843
52,0.087587,0.295951,0.243739,0.088806
53,0.08754,0.295872,0.244575,0.088763
54,0.087493,0.295792,0.245349,0.088719
55,0.087425,0.295677,0.246513,0.088658
56,0.08739,0.295618,0.247827,0.088629
57,0.087339,0.295533,0.249203,0.088586
58,0.087306,0.295476,0.250216,0.088557
