variant,label,n_dates,rmse,mae,pearson,direction_accuracy,balanced_accuracy,actual_std,predicted_std,std_ratio,actual_min,actual_max,predicted_min,predicted_max
e0_baseline,E0 baseline,973,0.1251529252477151,0.09398957974731269,0.09830866454830614,0.5436793422404933,0.5374893399283643,0.12538902946407326,0.009342163912565303,0.07450543283168198,-0.8190359,0.41256312,-0.05580854877777778,0.05012069855555555
e1_persistence,E1 persistence,973,0.12449081499017743,0.09353799922463313,0.1525689312352075,0.5498458376156218,0.5452989084086645,0.12538902946407326,0.011501319929777338,0.09172508933943636,-0.8190359,0.41256312,-0.06238345111111111,0.04688242722222222
e7_persistence_liquidity,E7 persistence x liquidity,973,0.12448208005210137,0.09356707715264813,0.152534113685852,0.5580678314491264,0.5528035988401843,0.12538902946407326,0.01165146079001299,0.09292248962937695,-0.8190359,0.41256312,-0.06232203888888889,0.046738868999999995
