investor,epoch,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,total_loss_mean,total_loss_std
foreign,1,0.06571135555555556,0.0026081543906089043,0.059597,0.070444,0.06571135555555556,0.0026081543906089043
foreign,2,0.06447904444444444,0.002545554332874503,0.058665,0.069259,0.06447904444444444,0.002545554332874503
foreign,3,0.06344784444444444,0.0024885702718588816,0.057862,0.06816,0.06344784444444444,0.0024885702718588816
foreign,4,0.06254688888888889,0.002445779130574867,0.057169,0.067094,0.06254688888888889,0.002445779130574867
foreign,5,0.06175024444444444,0.002400789019502051,0.056533,0.066449,0.06175024444444444,0.002400789019502051
foreign,6,0.06106046666666666,0.002337966702072549,0.056038,0.065744,0.06106046666666666,0.002337966702072549
foreign,7,0.06045831111111111,0.002280557426099453,0.055667,0.065095,0.06045831111111111,0.002280557426099453
foreign,8,0.059932177777777776,0.0022158419627853437,0.055316,0.064381,0.059932177777777776,0.0022158419627853437
foreign,9,0.05948066666666666,0.0021646423072142476,0.055018,0.063813,0.05948066666666666,0.0021646423072142476
foreign,10,0.059103244444444446,0.002120647780059364,0.054789,0.06329,0.059103244444444446,0.002120647780059364
foreign,11,0.058776199999999994,0.002073279632939954,0.054602,0.062936,0.058776199999999994,0.002073279632939954
foreign,12,0.058491666666666664,0.0020371483522539295,0.05444,0.0626,0.058491666666666664,0.0020371483522539295
foreign,13,0.058259177777777775,0.0020098272233395513,0.054356,0.06238,0.058259177777777775,0.0020098272233395513
foreign,14,0.05805933333333334,0.0019770164389807184,0.054211,0.06212,0.05805933333333334,0.0019770164389807184
foreign,15,0.05789193333333333,0.0019537506400859788,0.054142,0.061882,0.05789193333333333,0.0019537506400859788
foreign,16,0.05774057777777778,0.0019301046543562543,0.054056,0.0617,0.05774057777777778,0.0019301046543562543
foreign,17,0.05761662222222222,0.0019113861615554972,0.054011,0.061582,0.05761662222222222,0.0019113861615554972
foreign,18,0.05751371111111111,0.0018969934540336354,0.053953,0.061459,0.05751371111111111,0.0018969934540336354
foreign,19,0.05741673333333334,0.0018843709391634256,0.053891,0.061322,0.05741673333333334,0.0018843709391634256
foreign,20,0.0573338,0.0018785459875320391,0.05385,0.061247,0.0573338,0.0018785459875320391
foreign,21,0.05726811111111112,0.0018675257235933429,0.053831,0.061178,0.05726811111111112,0.0018675257235933429
foreign,22,0.05721035555555556,0.0018657568553898812,0.053793,0.06109,0.05721035555555556,0.0018657568553898812
foreign,23,0.05715426666666667,0.001861633720443126,0.053764,0.061044,0.05715426666666667,0.001861633720443126
foreign,24,0.057098977777777775,0.0018564273789004808,0.053738,0.060982,0.057098977777777775,0.0018564273789004808
foreign,25,0.05705111111111111,0.0018548760338659017,0.053705,0.060936,0.05705111111111111,0.0018548760338659017
foreign,26,0.05700988888888889,0.0018498090100703285,0.053678,0.060893,0.05700988888888889,0.0018498090100703285
foreign,27,0.0569734,0.0018413284532443628,0.053657,0.060861,0.0569734,0.0018413284532443628
