epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.016131,0.127008,0.0055,0.016159
2,0.016071,0.126771,0.008248,0.016112
3,0.016019,0.126567,0.011138,0.016075
4,0.015973,0.126384,0.014384,0.016045
5,0.015929,0.126212,0.017124,0.016015
6,0.015888,0.126048,0.019408,0.015985
7,0.01585,0.125895,0.021576,0.015958
8,0.015814,0.125754,0.024267,0.015935
9,0.015781,0.125623,0.026499,0.015914
10,0.01575,0.1255,0.028129,0.015891
11,0.015721,0.125383,0.029305,0.015868
12,0.015694,0.125274,0.030515,0.015846
13,0.015668,0.125173,0.031512,0.015826
14,0.015644,0.125074,0.032288,0.015805
15,0.01562,0.124979,0.03328,0.015786
16,0.015597,0.124889,0.034069,0.015767
17,0.015576,0.124803,0.034552,0.015749
18,0.015555,0.124722,0.034942,0.01573
19,0.015536,0.124644,0.035413,0.015713
20,0.015518,0.12457,0.035849,0.015697
21,0.0155,0.124499,0.036259,0.015681
22,0.015483,0.124432,0.036508,0.015666
23,0.015467,0.124368,0.036686,0.015651
24,0.015452,0.124307,0.036996,0.015637
25,0.015437,0.124245,0.037369,0.015624
26,0.015422,0.124187,0.037747,0.015611
27,0.015408,0.124129,0.038454,0.0156
28,0.015394,0.124072,0.039103,0.015589
29,0.015379,0.124014,0.039746,0.015578
30,0.015365,0.123955,0.040454,0.015567
31,0.01535,0.123896,0.041386,0.015557
32,0.015336,0.123839,0.042305,0.015548
33,0.015322,0.123782,0.043097,0.015538
34,0.015309,0.123728,0.044002,0.015529
35,0.015295,0.123675,0.044978,0.01552
36,0.015283,0.123624,0.04591,0.015513
37,0.015271,0.123576,0.046605,0.015504
38,0.015259,0.123528,0.04749,0.015497
39,0.015247,0.12348,0.048314,0.015489
40,0.015236,0.123436,0.049153,0.015482
41,0.015226,0.123395,0.049864,0.015476
42,0.015217,0.123356,0.050386,0.015469
43,0.015208,0.123319,0.051032,0.015463
44,0.015199,0.123283,0.051709,0.015457
45,0.01519,0.123249,0.0522,0.015451
46,0.015183,0.123218,0.052611,0.015446
47,0.015176,0.123189,0.053081,0.015441
48,0.015169,0.123161,0.053618,0.015437
49,0.015162,0.123136,0.053986,0.015432
50,0.015157,0.123112,0.054212,0.015428
51,0.015151,0.123091,0.054595,0.015424
52,0.015146,0.12307,0.054992,0.015421
53,0.015141,0.123049,0.055396,0.015418
54,0.015136,0.123028,0.0558,0.015415
55,0.015131,0.123008,0.056258,0.015412
56,0.015126,0.122989,0.056659,0.01541
57,0.015122,0.122972,0.057041,0.015407
58,0.015118,0.122955,0.057577,0.015406
59,0.015113,0.122936,0.05809,0.015404
60,0.015109,0.122918,0.058483,0.015401
61,0.015105,0.122903,0.058779,0.015399
62,0.015102,0.122888,0.059057,0.015397
63,0.015098,0.122875,0.059386,0.015395
64,0.015095,0.122863,0.059637,0.015394
65,0.015093,0.122852,0.059861,0.015392
66,0.01509,0.122842,0.060003,0.01539
67,0.015088,0.122834,0.060337,0.01539
68,0.015086,0.122827,0.060476,0.015389
69,0.015084,0.122817,0.060832,0.015388
70,0.015082,0.122808,0.061168,0.015388
71,0.015079,0.122798,0.061556,0.015387
72,0.015077,0.122787,0.062009,0.015387
73,0.015074,0.122777,0.062319,0.015386
74,0.015072,0.122768,0.062681,0.015385
75,0.01507,0.12276,0.062992,0.015385
