epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,-0.001990687567740679
1,beta,persist,,0.001997303916141391
1,beta,underwater,,0.00199952838011086
1,B,momentum,kospi_return_1d,0.0004024112713523209
1,B,momentum,fx_level_z_252,0.0012527949875220656
1,B,persist,kospi_return_1d,0.001960308523848653
1,B,persist,fx_level_z_252,-0.001957562519237399
1,B,underwater,kospi_return_1d,-0.0012134963180869818
1,B,underwater,fx_level_z_252,0.0008506749290972948
1,alpha,,kospi_return_1d,-0.001862216042354703
1,alpha,,fx_level_z_252,0.0019981879740953445
2,beta,momentum,,-0.0039619156159460545
2,beta,persist,,0.003971361555159092
2,beta,underwater,,0.003937186673283577
2,B,momentum,kospi_return_1d,-0.0005166159244254231
2,B,momentum,fx_level_z_252,0.0018932328093796968
2,B,persist,kospi_return_1d,0.0035266410559415817
2,B,persist,fx_level_z_252,-0.003861980512738228
2,B,underwater,kospi_return_1d,-0.0018261324148625135
2,B,underwater,fx_level_z_252,0.0007030033739283681
2,alpha,,kospi_return_1d,-0.003552233800292015
2,alpha,,fx_level_z_252,0.003988186363130808
3,beta,momentum,,-0.0059114499017596245
3,beta,persist,,0.005925492383539677
3,beta,underwater,,0.005826100707054138
3,B,momentum,kospi_return_1d,-0.0006888817879371345
3,B,momentum,fx_level_z_252,0.002846969524398446
3,B,persist,kospi_return_1d,0.004607679322361946
3,B,persist,fx_level_z_252,-0.005505038425326347
3,B,underwater,kospi_return_1d,-0.002700773999094963
3,B,underwater,fx_level_z_252,-0.00015934783732518554
3,alpha,,kospi_return_1d,-0.005126387812197208
3,alpha,,fx_level_z_252,0.005970502272248268
4,beta,momentum,,-0.00784039031714201
4,beta,persist,,0.007868409156799316
4,beta,underwater,,0.0077157998457551
4,B,momentum,kospi_return_1d,-0.0004252687795087695
4,B,momentum,fx_level_z_252,0.003710258286446333
4,B,persist,kospi_return_1d,0.005489538423717022
4,B,persist,fx_level_z_252,-0.006730606313794851
4,B,underwater,kospi_return_1d,-0.0037147733382880688
4,B,underwater,fx_level_z_252,-0.0008799541392363608
4,alpha,,kospi_return_1d,-0.006709297187626362
4,alpha,,fx_level_z_252,0.007936703972518444
5,beta,momentum,,-0.009736868552863598
5,beta,persist,,0.009782306849956512
5,beta,underwater,,0.009579039178788662
5,B,momentum,kospi_return_1d,0.00010340346489101648
5,B,momentum,fx_level_z_252,0.0040830583311617374
5,B,persist,kospi_return_1d,0.006105510983616114
5,B,persist,fx_level_z_252,-0.0076759252697229385
5,B,underwater,kospi_return_1d,-0.004551420919597149
5,B,underwater,fx_level_z_252,-0.0011788982665166259
5,alpha,,kospi_return_1d,-0.008181234821677208
5,alpha,,fx_level_z_252,0.009875869378447533
6,beta,momentum,,-0.011578028090298176
6,beta,persist,,0.011681878939270973
6,beta,underwater,,0.011399751529097557
6,B,momentum,kospi_return_1d,0.00037177777267061174
6,B,momentum,fx_level_z_252,0.004131423309445381
6,B,persist,kospi_return_1d,0.006235008127987385
6,B,persist,fx_level_z_252,-0.008323936723172665
6,B,underwater,kospi_return_1d,-0.005087111610919237
6,B,underwater,fx_level_z_252,-0.001212833565659821
6,alpha,,kospi_return_1d,-0.009582864120602608
6,alpha,,fx_level_z_252,0.011795029044151306
7,beta,momentum,,-0.013405307196080685
7,beta,persist,,0.013566430658102036
7,beta,underwater,,0.01316047739237547
7,B,momentum,kospi_return_1d,0.0003213072195649147
7,B,momentum,fx_level_z_252,0.004491357132792473
7,B,persist,kospi_return_1d,0.006269443314522505
7,B,persist,fx_level_z_252,-0.009208222851157188
7,B,underwater,kospi_return_1d,-0.005164056550711393
7,B,underwater,fx_level_z_252,-0.001630923943594098
7,alpha,,kospi_return_1d,-0.01082476694136858
7,alpha,,fx_level_z_252,0.013683770783245564
8,beta,momentum,,-0.015147227793931961
8,beta,persist,,0.015397423878312111
8,beta,underwater,,0.014776412397623062
8,B,momentum,kospi_return_1d,0.00017055984062608331
8,B,momentum,fx_level_z_252,0.0048531582579016685
8,B,persist,kospi_return_1d,0.005992847494781017
8,B,persist,fx_level_z_252,-0.010006115771830082
8,B,underwater,kospi_return_1d,-0.005167677067220211
8,B,underwater,fx_level_z_252,-0.0020325593650341034
8,alpha,,kospi_return_1d,-0.011824503540992737
8,alpha,,fx_level_z_252,0.015522848814725876
9,beta,momentum,,-0.01677066832780838
9,beta,persist,,0.01715339720249176
9,beta,underwater,,0.01623036339879036
9,B,momentum,kospi_return_1d,-0.00016002083430066705
9,B,momentum,fx_level_z_252,0.005419678054749966
9,B,persist,kospi_return_1d,0.00597023731097579
9,B,persist,fx_level_z_252,-0.010795928537845612
9,B,underwater,kospi_return_1d,-0.004646535497158766
9,B,underwater,fx_level_z_252,-0.0028823870234191418
9,alpha,,kospi_return_1d,-0.012483668513596058
9,alpha,,fx_level_z_252,0.01730215921998024
10,beta,momentum,,-0.018344087526202202
10,beta,persist,,0.018905656412243843
10,beta,underwater,,0.017604045569896698
