epoch,parameter,feature,context,weight
0,beta,momentum,,0.0
0,beta,persist,,0.0
0,beta,underwater,,0.0
0,B,momentum,kospi_return_1d,0.0
0,B,momentum,fx_level_z_252,0.0
0,B,persist,kospi_return_1d,0.0
0,B,persist,fx_level_z_252,0.0
0,B,underwater,kospi_return_1d,0.0
0,B,underwater,fx_level_z_252,0.0
0,alpha,,kospi_return_1d,0.0
0,alpha,,fx_level_z_252,0.0
1,beta,momentum,,0.0038569392636418343
1,beta,persist,,0.003956520929932594
1,beta,underwater,,-0.0004936682526022196
1,B,momentum,kospi_return_1d,0.0002042638952843845
1,B,momentum,fx_level_z_252,0.0004658037796616554
1,B,persist,kospi_return_1d,-0.0005968300392851233
1,B,persist,fx_level_z_252,5.517876707017422e-05
1,B,underwater,kospi_return_1d,-0.0006625879905186594
1,B,underwater,fx_level_z_252,0.0027174961287528276
1,alpha,,kospi_return_1d,0.003980322740972042
1,alpha,,fx_level_z_252,-0.0035795061849057674
2,beta,momentum,,0.006875844206660986
2,beta,persist,,0.007611866574734449
2,beta,underwater,,-0.0010109535651281476
2,B,momentum,kospi_return_1d,-0.001742456923238933
2,B,momentum,fx_level_z_252,0.0014661012683063745
2,B,persist,kospi_return_1d,-0.0021061375737190247
2,B,persist,fx_level_z_252,0.0015844183508306742
2,B,underwater,kospi_return_1d,-0.0008493949426338077
2,B,underwater,fx_level_z_252,0.004597702994942665
2,alpha,,kospi_return_1d,0.007737020496279001
2,alpha,,fx_level_z_252,-0.0059686158783733845
3,beta,momentum,,0.009368227794766426
3,beta,persist,,0.01103963702917099
3,beta,underwater,,-0.0014082823181524873
3,B,momentum,kospi_return_1d,-0.0030430592596530914
3,B,momentum,fx_level_z_252,0.0017903675325214863
3,B,persist,kospi_return_1d,-0.00314155500382185
3,B,persist,fx_level_z_252,0.002571837743744254
3,B,underwater,kospi_return_1d,-0.0016535616014152765
3,B,underwater,fx_level_z_252,0.005800278391689062
3,alpha,,kospi_return_1d,0.011360672302544117
3,alpha,,fx_level_z_252,-0.007733908481895924
4,beta,momentum,,0.01178603246808052
4,beta,persist,,0.014458094723522663
4,beta,underwater,,-0.0016114807222038507
4,B,momentum,kospi_return_1d,-0.004125955048948526
4,B,momentum,fx_level_z_252,0.0018224298255518079
4,B,persist,kospi_return_1d,-0.004411773290485144
4,B,persist,fx_level_z_252,0.003522678976878524
4,B,underwater,kospi_return_1d,-0.002400984987616539
4,B,underwater,fx_level_z_252,0.006720962468534708
4,alpha,,kospi_return_1d,0.01478333119302988
4,alpha,,fx_level_z_252,-0.009384064003825188
5,beta,momentum,,0.014149087481200695
5,beta,persist,,0.017534872516989708
5,beta,underwater,,-0.0027122986502945423
5,B,momentum,kospi_return_1d,-0.0051299408078193665
5,B,momentum,fx_level_z_252,0.0011202105088159442
5,B,persist,kospi_return_1d,-0.0053860098123550415
5,B,persist,fx_level_z_252,0.004160711076110601
5,B,underwater,kospi_return_1d,-0.0029057448264211416
5,B,underwater,fx_level_z_252,0.00769694522023201
5,alpha,,kospi_return_1d,0.01770816743373871
5,alpha,,fx_level_z_252,-0.011307514272630215
6,beta,momentum,,0.01604216918349266
6,beta,persist,,0.02080065757036209
6,beta,underwater,,-0.0037239387165755033
6,B,momentum,kospi_return_1d,-0.006156747695058584
6,B,momentum,fx_level_z_252,0.0008646233472973108
6,B,persist,kospi_return_1d,-0.006145088002085686
6,B,persist,fx_level_z_252,0.0045952885411679745
6,B,underwater,kospi_return_1d,-0.0040567959658801556
6,B,underwater,fx_level_z_252,0.008616489358246326
6,alpha,,kospi_return_1d,0.020739218220114708
6,alpha,,fx_level_z_252,-0.012887183576822281
7,beta,momentum,,0.01831602118909359
7,beta,persist,,0.024040741845965385
7,beta,underwater,,-0.003458969993516803
7,B,momentum,kospi_return_1d,-0.006836718879640102
7,B,momentum,fx_level_z_252,0.0008701590122655034
7,B,persist,kospi_return_1d,-0.0076096439734101295
7,B,persist,fx_level_z_252,0.005227763205766678
7,B,underwater,kospi_return_1d,-0.006281883921474218
7,B,underwater,fx_level_z_252,0.009681392461061478
7,alpha,,kospi_return_1d,0.0236568171530962
7,alpha,,fx_level_z_252,-0.014573224820196629
8,beta,momentum,,0.02049202099442482
8,beta,persist,,0.02693980373442173
8,beta,underwater,,-0.002869577845558524
8,B,momentum,kospi_return_1d,-0.007208786439150572
8,B,momentum,fx_level_z_252,-0.0001154248820967041
8,B,persist,kospi_return_1d,-0.009292732924222946
8,B,persist,fx_level_z_252,0.0049299560487270355
8,B,underwater,kospi_return_1d,-0.008169639855623245
8,B,underwater,fx_level_z_252,0.009432807564735413
8,alpha,,kospi_return_1d,0.025980468839406967
8,alpha,,fx_level_z_252,-0.015590565279126167
9,beta,momentum,,0.021686140447854996
9,beta,persist,,0.02894219011068344
9,beta,underwater,,-0.0016999683575704694
9,B,momentum,kospi_return_1d,-0.008532129228115082
9,B,momentum,fx_level_z_252,-0.00011644944606814533
9,B,persist,kospi_return_1d,-0.010460125282406807
9,B,persist,fx_level_z_252,0.005211170297116041
9,B,underwater,kospi_return_1d,-0.009044930338859558
9,B,underwater,fx_level_z_252,0.008118171244859695
9,alpha,,kospi_return_1d,0.02701544016599655
9,alpha,,fx_level_z_252,-0.01668921485543251
10,beta,momentum,,0.023181652650237083
10,beta,persist,,0.030766112729907036
10,beta,underwater,,-0.0009277956560254097
