epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.062628,0.250255,0.026853,0.062762
2,0.060618,0.246207,0.047367,0.060855
3,0.059064,0.24303,0.066117,0.059394
4,0.057584,0.239966,0.082746,0.057997
5,0.056341,0.237362,0.096157,0.056822
6,0.055324,0.23521,0.10799,0.055864
7,0.054428,0.233299,0.119227,0.055024
8,0.053748,0.231836,0.129693,0.054396
9,0.053129,0.230498,0.137576,0.053817
10,0.052594,0.229333,0.143476,0.053311
11,0.052143,0.228348,0.147988,0.052883
12,0.051816,0.227631,0.150901,0.052571
13,0.051501,0.226938,0.152617,0.052264
14,0.051245,0.226373,0.153902,0.052014
15,0.050998,0.225827,0.154457,0.05177
16,0.050812,0.225416,0.156625,0.051596
17,0.050658,0.225074,0.15773,0.051447
18,0.050529,0.224786,0.159032,0.051324
19,0.050414,0.224531,0.162183,0.051225
20,0.050324,0.224331,0.164772,0.051148
21,0.050239,0.22414,0.166843,0.051073
22,0.050168,0.223982,0.168806,0.051012
23,0.050095,0.223819,0.169785,0.050944
24,0.050047,0.223713,0.170803,0.050902
25,0.049981,0.223563,0.171054,0.050836
26,0.049942,0.223477,0.171451,0.050799
27,0.049897,0.223377,0.17155,0.050755
28,0.049856,0.223285,0.172217,0.050717
29,0.049836,0.22324,0.173528,0.050704
30,0.049779,0.223113,0.174142,0.05065
31,0.04975,0.223048,0.174633,0.050624
32,0.04972,0.222979,0.174727,0.050593
33,0.049708,0.222953,0.174167,0.050579
34,0.049672,0.222872,0.17452,0.050545
35,0.049661,0.222847,0.173985,0.050531
36,0.049638,0.222796,0.17362,0.050506
37,0.049629,0.222775,0.174469,0.050501
38,0.049602,0.222716,0.174816,0.050476
39,0.049576,0.222657,0.175105,0.050452
40,0.049557,0.222613,0.175537,0.050434
41,0.049544,0.222584,0.175536,0.050421
42,0.049529,0.222551,0.176368,0.050411
43,0.049526,0.222545,0.176171,0.050407
44,0.049515,0.222521,0.175844,0.050395
45,0.049503,0.222493,0.175632,0.050381
46,0.049499,0.222483,0.175695,0.050377
47,0.049497,0.222479,0.177006,0.050382
48,0.049476,0.222433,0.176849,0.050361
49,0.049472,0.222423,0.177903,0.050361
50,0.04946,0.222395,0.17749,0.050347
51,0.049458,0.222392,0.177934,0.050348
52,0.049449,0.222371,0.178313,0.05034
53,0.04946,0.222396,0.177275,0.050346
54,0.049448,0.222369,0.177751,0.050337
55,0.049438,0.222347,0.177681,0.050327
56,0.049444,0.222361,0.178437,0.050337
57,0.049439,0.222348,0.178413,0.050331
58,0.049444,0.22236,0.177476,0.050331
59,0.049437,0.222344,0.177819,0.050326
60,0.049428,0.222325,0.17814,0.050319
61,0.049427,0.222322,0.177925,0.050317
62,0.049424,0.222315,0.178621,0.050317
63,0.04942,0.222305,0.179086,0.050315
64,0.049423,0.222313,0.178929,0.050318
65,0.049426,0.22232,0.178657,0.05032
66,0.049428,0.222324,0.178613,0.050321
67,0.049424,0.222314,0.179821,0.050323
68,0.04941,0.222284,0.179584,0.050308
69,0.049419,0.222304,0.179675,0.050318
70,0.049409,0.222282,0.179189,0.050305
71,0.049414,0.222294,0.179169,0.05031
72,0.04942,0.222305,0.179445,0.050317
73,0.049418,0.222301,0.179592,0.050316
74,0.04942,0.222307,0.179418,0.050317
75,0.049411,0.222286,0.179626,0.050309
76,0.049411,0.222287,0.179008,0.050306
77,0.049414,0.222293,0.179291,0.050311
78,0.049419,0.222304,0.178915,0.050314
79,0.049416,0.222297,0.179926,0.050316
80,0.049406,0.222275,0.180151,0.050307
81,0.049408,0.222279,0.179646,0.050306
82,0.049409,0.222282,0.179003,0.050304
83,0.049416,0.222297,0.179061,0.050311
84,0.049408,0.22228,0.17846,0.050301
85,0.049416,0.222296,0.178801,0.05031
86,0.049412,0.222289,0.179285,0.050309
87,0.049411,0.222285,0.179697,0.050309
88,0.049416,0.222297,0.179364,0.050313
89,0.049405,0.222272,0.1788,0.050299
90,0.049416,0.222298,0.178716,0.05031
91,0.049418,0.222301,0.178249,0.050309
92,0.049411,0.222286,0.178179,0.050302
93,0.049416,0.222297,0.179178,0.050312
94,0.04941,0.222284,0.179676,0.050308
95,0.049405,0.222273,0.18014,0.050306
96,0.049414,0.222292,0.180123,0.050314
97,0.049408,0.222278,0.180741,0.050311
98,0.049402,0.222265,0.180285,0.050303
99,0.049409,0.222282,0.180242,0.050311
100,0.049415,0.222295,0.179112,0.050311
101,0.049415,0.222296,0.178727,0.050309
102,0.04942,0.222307,0.179296,0.050317
103,0.049413,0.22229,0.179211,0.050309
104,0.049421,0.222309,0.178897,0.050316
105,0.049412,0.222287,0.178787,0.050306
106,0.049447,0.222367,0.178885,0.050342
107,0.049418,0.222302,0.178969,0.050313
108,0.049413,0.22229,0.179387,0.05031
109,0.049412,0.222289,0.179821,0.050311
110,0.049412,0.222289,0.179274,0.050309
