investor,n_epochs,drop_share_by_80pct_min,drop_share_by_80pct_mean,final_step_share_max,weight_step_max,weight_step_rel_max
foreign,75,0.9174443646805456,1.0017951895061044,0.01565329883570454,0.0023023430258036007,0.03926728199315525
institution,10,0.8513513513513539,0.8810539963633934,0.0743243243243172,0.0004749484360217996,0.09736373221403515
retail,20,0.9335886214442016,0.9507511165654993,0.014933541829554088,0.0014739399775862,0.04473370821553049
