variant,comparator,rmse_delta,rmse_skill_delta,rmse_win_rate,balanced_accuracy_delta,pearson_delta,std_ratio_delta,tail_direction_delta
e1_persistence,e0_baseline,-0.0006483945633751672,0.005075164608058887,1.0,0.023435911169410743,0.05385770230065976,0.017677828976918372,0.05603628117913832
e7_persistence_liquidity,e1_persistence,-6.098049041599237e-06,4.967689330542443e-05,0.6888888888888889,0.0025797578596685002,0.000994130724162103,0.0015553299429208012,0.0008888888888888946
