epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.114654,0.338605,0.019344,0.11475
2,0.112771,0.335813,0.035987,0.11295
3,0.111239,0.333526,0.050911,0.111494
4,0.109798,0.331358,0.065181,0.110124
5,0.108431,0.329289,0.078508,0.108824
6,0.107244,0.327481,0.091848,0.107703
7,0.106071,0.325686,0.10359,0.106589
8,0.105163,0.324289,0.11538,0.10574
9,0.104182,0.322772,0.126225,0.104813
10,0.103432,0.321609,0.136695,0.104116
11,0.10273,0.320515,0.146881,0.103464
12,0.10214,0.319593,0.156341,0.102922
13,0.10156,0.318685,0.16457,0.102383
14,0.101099,0.317961,0.171901,0.101959
15,0.100628,0.317219,0.178253,0.101519
16,0.100244,0.316613,0.183562,0.101162
17,0.099917,0.316097,0.187925,0.100857
18,0.099571,0.315549,0.191638,0.100529
19,0.099296,0.315112,0.194838,0.10027
20,0.099026,0.314684,0.197784,0.100015
21,0.098786,0.314302,0.200231,0.099787
22,0.098534,0.313902,0.202571,0.099547
23,0.098321,0.313562,0.205725,0.09935
24,0.098118,0.313238,0.208339,0.09916
25,0.097911,0.312908,0.21084,0.098966
26,0.097737,0.312629,0.212958,0.098802
27,0.097559,0.312345,0.214524,0.098632
28,0.097377,0.312053,0.216428,0.098459
29,0.097222,0.311804,0.217864,0.098311
30,0.097073,0.311565,0.218758,0.098166
31,0.096926,0.31133,0.218893,0.098021
32,0.096781,0.311097,0.218896,0.097876
33,0.09666,0.310902,0.221128,0.097766
34,0.096529,0.310691,0.223349,0.097645
35,0.096404,0.310489,0.225377,0.097531
36,0.096303,0.310328,0.227326,0.09744
37,0.096213,0.310183,0.228562,0.097356
38,0.096099,0.309999,0.229317,0.097246
39,0.096007,0.30985,0.23041,0.097159
40,0.095918,0.309706,0.232543,0.097081
41,0.095836,0.309573,0.234607,0.097009
42,0.095741,0.309421,0.236797,0.096925
43,0.095652,0.309277,0.238841,0.096846
44,0.095576,0.309154,0.24043,0.096779
45,0.095491,0.309016,0.241745,0.096699
46,0.095425,0.30891,0.242952,0.09664
47,0.095351,0.30879,0.243952,0.096571
48,0.095301,0.308709,0.244981,0.096526
