date,close,high,low,return,trading_value,foreign_net_buy,institution_net_buy,retail_net_buy,foreign_buy_value,foreign_sell_value,foreign_buy_volume,foreign_sell_volume,institution_buy_value,institution_sell_value,institution_buy_volume,institution_sell_volume,retail_buy_value,retail_sell_value,retail_buy_volume,retail_sell_volume,usdkrw,kospi200_return,vkospi
2021-01-25,89400,89900,86300,0.0299539170506912,2410066876846,137207128400,267325159400,-414567263600,496702301546,359495173146,5608297,4079888,1034624268500,767299109100,11709092,8688630,846398461200,1260965724800,9578807,14239305,1104.640014648438,0.0238100812399035,28.97
2021-01-26,86700,89200,86500,-0.0302013422818792,2899318433100,-688544353000,-769635519500,1450110933600,370125760000,1058670113000,4228041,12119492,546655123300,1316290642800,6253508,15062630,1956376038900,506265105300,22396930,5788636,1101.72998046875,-0.0241710496226846,29.99
2021-01-27,85600,87700,85600,-0.0126874279123414,2282487598000,-367935796000,-239565674200,613071448600,448964582600,816900378600,5213822,9476130,667518098900,907083773100,7710763,10492819,1152670193700,539598745100,13344016,6235640,1101.0,-0.0071708105828041,29.41
2021-01-28,83700,85600,83200,-0.0221962616822429,2676569098000,-581328511200,-187639612100,771733967600,361817569000,943146080200,4307347,11247124,684292329100,871931941200,8136734,10361368,1606450007200,834716039600,19129482,9932501,1107.5,-0.017159581749947,33.09
2021-01-29,82000,85000,82000,-0.020310633213859,3292344404628,-423194890800,-5598823200,439598202100,835431614728,1258626505528,10091469,15219153,1009783444800,1015382268000,12128049,12167153,1421836161200,982237959100,17091741,11795477,1112.2900390625,-0.0284341978866473,35.73
2021-02-01,83000,83400,81000,0.0121951219512195,2311656941176,-176239559300,41182582900,132096368000,443215221176,619454780476,5371116,7517651,837631260600,796448677700,10167483,9645173,1012659878000,880563510000,12288554,10699960,1117.430053710938,0.0269181332806012,34.16
2021-02-02,84400,86400,83700,0.0168674698795181,2234863449476,-4062515600,65565211300,-71198993900,507269994576,511332510176,5970773,6027798,864602700700,799037489400,10165127,9408683,831301580700,902500574600,9794022,10604665,1116.880004882812,0.013431219159947,33.4
2021-02-03,84600,85400,83400,0.0023696682464455,1864450334050,-109878349800,-273962132100,373832135000,445629656550,555508006350,5274738,6579811,551957007400,825919139500,6549671,9809479,851690944400,477858809400,10108044,5661912,1113.609985351562,0.0099280336318077,31.29
2021-02-04,82500,83800,82100,-0.0248226950354609,2000202343000,-289415512500,-605385672200,890549378400,226481868800,515897381300,2736069,6232997,411268952100,1016654624300,4971615,12286979,1343770100200,453220721800,16238464,5477376,1113.150024414062,-0.0162272759342442,32.06
2021-02-05,83500,84000,82500,0.0121212121212122,1499217618600,33215539400,75574125600,-122657106100,372553510900,339337971500,4475375,4079941,649255329700,573681204100,7813698,6911570,458259946100,580917052200,5517454,6981691,1119.130004882812,0.0119289522124739,28.65
2021-02-08,83000,84200,83000,-0.0059880239520958,1281925400900,-21956432000,87971998300,-51485464700,232718923700,254675355700,2785752,3052032,627234970100,539262971800,7499017,6452322,416789303700,468274768400,4992028,5598649,1116.849975585938,-0.0102763997165131,27.33
2021-02-09,82700,84800,82700,-0.0036144578313253,1748440766360,-153429368500,-45622311700,185201445100,344684067560,498113436060,4115021,5977842,678490313100,724112624800,8099071,8656173,705794065100,520592620000,8452588,6197279,1116.329956054688,-0.0024823964673588,25.21
2021-02-10,81600,82600,81600,-0.0133010882708585,1888591264669,-230075222600,-383661112400,605349184900,284985773469,515060996069,3475503,6279616,584462994200,968124106600,7121638,11805949,1003641896500,398292711600,12239424,4853549,1110.0,0.0041635758895455,26.43
2021-02-15,84200,84500,83300,0.0318627450980393,1978336504100,298930886600,-34603154100,-285425223000,629225251100,330294364500,7486020,3931402,644831659400,679434813500,7666624,8075403,676219530200,961644753200,8043209,11440062,1103.369995117188,0.0175384248778744,26.22
2021-02-16,84900,86000,84200,0.0083135391923989,1740792201903,186866449100,-239895438200,47281656600,376027113303,189160664203,4430000,2229598,572987070300,812882508500,6738355,9573394,762996617800,715714961200,8975766,8407900,1102.239990234375,0.0052223601320813,25.08
2021-02-17,83200,84200,83000,-0.0200235571260306,1526409421172,-142680833100,-485176868300,618840931400,188995358072,331676191172,2264082,3979174,391519574100,876696442400,4697969,10513649,933075680200,314234748800,11191865,3769312,1106.4599609375,-0.0117416829745596,25.58
2021-02-18,82100,83600,82100,-0.0132211538461538,1762033944231,-203183516800,-295187437200,493387993000,393102117231,596285634031,4756103,7222767,491244630800,786432068000,5942448,9516449,864053500500,370665507500,10463983,4483693,1104.550048828125,-0.0159358793022159,26.1
2021-02-19,82600,82800,81000,0.0060901339829475,2121275310450,-354778637800,-22323230400,367393333000,413036449850,767815087650,5024376,9360499,790041489800,812364720200,9632256,9920223,903451627300,536058294300,11044106,6538645,1106.219970703125,0.0083844384821771,26.86
2021-02-22,82200,84200,82200,-0.0048426150121065,2113624966100,86100819100,-60212302500,-26836888800,462538787500,376437968400,5565003,4551089,976718588100,1036930890600,11737229,12470218,661717937300,688554826100,7965802,8257825,1103.93994140625,-0.0096450800589157,27.64
2021-02-23,82000,82900,81100,-0.0024330900243308,1683933027000,-154843992800,39156902200,117046966800,226731980800,381575973600,2767102,4669226,873435306100,834278403900,10673286,10201477,578119811000,461072844200,7077955,5630902,1110.670043945312,-0.002542698138553,27.16
2021-02-24,82000,83600,81300,0.0,2208585141393,102313263000,126153150600,-215146339900,631872417693,529559154693,7675590,6451158,1072572476500,946419325900,13002655,11482540,497953439800,713099779700,6054361,8637639,1109.31005859375,-0.0208263190803712,28.93
2021-02-25,85300,85400,83000,0.0402439024390244,2880259491180,691391602800,421837617300,-1111116533500,1025540669380,334149066580,12155539,3955136,1177566292300,755728675000,13967467,8975669,660485931500,1771602465000,7834957,21002496,1107.2099609375,0.0377247273798997,27.92
2021-02-26,82500,83400,82000,-0.0328253223915592,3175845143233,-879026763900,-274270557400,1142488984100,551867973433,1430894737333,6689648,17357409,981418539400,1255689096800,11906744,15233837,1621445557100,478956573000,19668358,5804569,1119.130004882812,-0.0298447410773453,31.34
2021-03-02,83600,85300,83000,0.0133333333333334,2823604648915,303346855400,215683128500,-511456529700,899495233115,596148377715,10652102,7097616,1290107597500,1074424469000,15317184,12770616,624430865600,1135887395300,7415438,13426507,1101.829956054688,0.0119294479275937,30.97
2021-03-03,84000,84000,82800,0.0047846889952152,1659122458768,-223074678200,103260646000,117174266600,427799729068,650874407268,5109342,7792042,775212916800,671952270800,9300714,8061387,451105970900,333931704300,5412062,4000378,1124.329956054688,0.0131870781099323,28.31
2021-03-04,82400,83200,82200,-0.019047619047619,2010257798200,-197352604500,-471818723100,660754479300,436232674800,633585279300,5283661,7678430,658245717100,1130064440200,7970831,13684107,903936601800,243182122500,10950358,2944350,1129.5,-0.014514478787446,29.5
2021-03-05,82100,82600,81100,-0.0036407766990291,1677602868700,-132410250000,-221031427200,356527934700,259247183800,391657433800,3162691,4791492,663498909500,884530336700,8106286,10811164,747696519000,391168584300,9152283,4780662,1133.349975585938,-0.0052393944515537,29.09
2021-03-08,82000,83000,81600,-0.0012180267965895,1448480913600,-95048772300,-107130696100,217768964600,265880565800,360929338100,3232382,4389873,606501109300,713631805400,7387807,8695819,568625695200,350856730600,6929932,4273500,1127.489990234375,-0.0088834951456311,29.48
2021-03-09,81400,81900,80600,-0.0073170731707317,2066544317650,-393342102400,109062203000,277965480300,339759926350,733102028750,4172846,9009958,934953767200,825891564200,11496575,10165377,780203860600,502238380300,9608010,6180194,1140.22998046875,-0.0062447960033304,29.78
2021-03-10,80900,82500,80700,-0.0061425061425061,1632812662321,-127603749100,-109163302600,228454217700,268749882121,396353631221,3296211,4866245,734952432700,844115735300,9018961,10363489,616477476500,388023258800,7568405,4755707,1134.910034179688,-0.0056925996204933,28.85
2021-03-11,82000,82500,81000,0.0135970333745365,1952164587512,492042722900,-220013257400,-266300857800,783044320412,291001597512,9554962,3557874,845647809200,1065661066600,10313196,12996783,318448432300,584749290100,3888774,7132580,1136.010009765625,0.0186874194507782,26.45
2021-03-12,82800,83500,82400,0.0097560975609756,1121128514600,183420146400,-23514374600,-165629218600,309557531600,126137385200,3732584,1522603,454259776400,477774151000,5483735,5769762,338837013300,504466231900,4090912,6084255,1129.640014648438,0.0124324850372246,25.64
2021-03-15,81800,82900,81800,-0.0120772946859903,1128533403400,-201924523900,-197887823700,390761091600,181965189200,383889713100,2212221,4675214,335493520300,533381344000,4081982,6490274,598067170100,207306078500,7283215,2522170,1134.5,-0.0046860356138705,25.9
2021-03-16,82800,83000,82100,0.0122249388753055,1014280956368,105707599500,99408505000,-207116004900,313775945768,208068346268,3799572,2522941,466218802100,366810297100,5653616,4448419,221815021000,428931025900,2689074,5195293,1131.390014648438,0.0075571007774397,24.28
2021-03-17,82300,82900,82000,-0.0060386473429951,957444384952,49759618500,-132063543700,80870747400,309553881052,259794262552,3756621,3154164,355254637000,487318180700,4313836,5917711,288985262500,208114515100,3510353,2526337,1129.839965820312,-0.0079077903716662,24.53
2021-03-18,82900,83800,82600,0.0072904009720533,1545980791426,208518130400,56183512300,-267357479000,456851540526,248333410126,5495775,2992344,733074357400,676890845100,8807245,8138912,347632114700,614989593700,4181007,7384735,1121.130004882812,0.007366971812275,22.69
2021-03-19,81900,82500,81800,-0.0120627261761158,1301953467700,-118174818700,-336861256500,455315310600,345869952800,464044771500,4216739,5660294,307523534100,644384790600,3745812,7851762,644921772300,189606461700,7862817,2309930,1126.109985351562,-0.0099506066273437,23.61
2021-03-22,82000,82300,81700,0.0012210012210012,1039543136201,-88777838200,-38052864700,122380093700,170934248901,259712087101,2083025,3167048,536554303800,574607168500,6538443,7002190,325396334100,203016240400,3967857,2474369,1127.47998046875,-0.0006538955220266,23.7
2021-03-23,81800,82900,81800,-0.0024390243902439,1092867144552,-22570923600,-96743844500,119877586900,235879403352,258450326952,2868207,3150047,477720526300,574464370800,5810858,6989725,375742136800,255864549900,4577949,3110320,1125.119995117188,-0.0095240403257076,23.19
2021-03-24,81000,81600,80700,-0.0097799511002445,1454204203800,-252003851300,-202753673000,449916733300,232773634700,484777486000,2870170,5978674,506263595500,709017268500,6235465,8737402,705437895000,255521161700,8700981,3150286,1133.199951171875,-0.0039392234102418,22.71
2021-03-25,81200,82100,80800,0.0024691358024691,1200699288823,10663152200,-33632200700,21265475800,269266068023,258602915823,3311436,3183895,614790689800,648422890500,7551222,7968197,311091003600,289825527800,3828002,3559437,1134.47998046875,0.0035126504544336,21.69
2021-03-26,81500,81600,81000,0.0036945812807882,1044261903000,-154019704200,-29824515000,182615535500,166672899400,320692603600,2047460,3943788,482127595000,511952110000,5932065,6298689,392365445900,209749910400,4828170,2580315,1134.2099609375,0.0106724108388613,20.36
2021-03-29,81600,81700,81000,0.0012269938650306,1216567675700,26893444200,-196350469500,166722503300,266093919600,239200475400,3266309,2936787,479237178900,675587648400,5889767,8306907,463868245900,297145742600,5705424,3651491,1131.650024414062,-0.0020344401656614,21.01
2021-03-30,82200,82300,81300,0.0073529411764705,1074968693016,169788496400,29060079100,-205120706300,315915890016,146127393616,3853922,1784644,524239825500,495179746400,6400264,6045496,225296856200,430417562500,2751476,5251917,1132.319946289062,0.0110666181288678,20.64
2021-03-31,81400,82700,81400,-0.0097323600973235,1413779202400,-133031717200,-103816036500,230748156300,353804046600,486835763800,4317713,5957428,573767602100,677583638600,6988564,8251571,474411768200,243663611900,5790338,2962158,1127.199951171875,-0.0037685125177023,20.44
2021-04-01,82900,83000,82000,0.0184275184275184,1542484638200,310307314900,47233563000,-358385143100,460705557200,150398242300,5575884,1823225,679638903700,632405340700,8232289,7661110,394172297200,752557440300,4771840,9105863,1128.06005859375,0.0105531996915959,19.88
2021-04-02,84800,85200,83900,0.0229191797346199,1947586897500,501929332000,238285550100,-750242596800,567477037800,65547705800,6703186,775565,811749527100,573463977000,9584361,6772199,544002151200,1294244748000,6422496,15280629,1128.06005859375,0.0102999380096322,19.51
2021-04-05,85400,86000,84800,0.0070754716981131,1385160353200,25067159400,-126098287600,95690013200,187629208400,162562049000,2201416,1908326,551710509400,677808797000,6479056,7954330,631643295900,535953282700,7409146,6289501,1124.109985351562,0.0026195308443857,18.97
2021-04-06,86000,86200,85100,0.0070257611241217,1633460653000,276488125800,-213029391700,-57704824100,513308379500,236820253700,5979339,2761239,562723032800,775752424500,6566200,9046900,548515243100,606220067200,6392679,7063026,1117.5,0.0024243850770859,18.34
2021-04-07,85600,86200,85400,-0.0046511627906976,1532760739551,111429558600,-155062766000,41529341700,457517408151,346087849551,5337522,4039909,571692628600,726755394600,6672349,8479647,495576802900,454047461200,5782594,5297515,1117.859985351562,0.0019254250023481,17.45
2021-04-08,84700,85700,84100,-0.0105140186915887,1629938227200,-101055351300,-271159335200,365951057000,328210286300,429265637600,3870451,5069472,564219292200,835378627400,6663452,9859400,726961387800,361010330800,8585807,4264826,1115.839965820312,0.0003749707054137,16.19
2021-04-09,83600,84900,83400,-0.0129870129870129,1527078831700,-168905202000,-264288396400,423148165700,233445242800,402350444800,2773383,4788741,510974350500,775262746900,6088691,9238744,769683284500,346535118800,9176815,4131237,1115.839965820312,-0.0059972824813756,16.69
2021-04-12,83200,84100,83100,-0.0047846889952153,1078274477112,-68154918700,-182968022900,249334197400,159881265712,228036184412,1913686,2732285,426076769300,609044792200,5104582,7292951,486235806500,236901609100,5824180,2838609,1124.449951171875,-0.0001885458402073,16.54
2021-04-13,84000,84500,82800,0.0096153846153845,1276903128038,77067460200,-35689348300,-58057090800,304666060238,227598600038,3636435,2718531,585636140400,621325488700,6989070,7411713,368360339300,426417430100,4395438,5089299,1120.68994140625,0.0114563198340482,17.11
2021-04-14,84000,84300,83400,0.0,1156326758700,-50602737700,-339409500,36102600700,201937620200,252540357900,2406072,3012434,622842494100,623181903600,7430191,7435813,311815832200,275713231500,3722629,3287950,1116.109985351562,0.0037988253938658,16.49
2021-04-15,84100,84500,83400,0.0011904761904761,1375438313400,114944261400,-121861756700,-2541177600,374935741000,259991479600,4463786,3097567,682553003100,804414759800,8126587,9577418,305216572100,307757749700,3635360,3663498,1115.670043945312,0.0045274082329178,17.6
2021-04-16,83900,84700,83600,-0.0023781212841854,1294516674200,-5114472700,-219491576200,223774284300,348764166200,353878638900,4153162,4221670,499592103400,719083679600,5956771,8569294,439857243000,216082958700,5244519,2573548,1115.670043945312,-0.0005315952480007,17.61
2021-04-19,83300,84000,83300,-0.0071513706793802,1277281507900,-261931614400,-120386769800,361250667000,100783302100,362714916500,1206597,4344344,509395400900,629782170700,6092730,7534802,637325354100,276074687100,7631344,3303945,1114.469970703125,-0.0010868811137063,18.04
2021-04-20,83900,84000,83100,0.0072028811524609,1298185983040,97339769600,-45291099100,-59142595200,398052861640,300713092040,4755061,3594774,610273901700,655565000800,7297677,7839813,275796265500,334938860700,3300780,4004183,1116.109985351562,0.0061116770071303,17.96
2021-04-21,82600,83500,82500,-0.0154946364719904,1792608597200,-335889388300,-391651135700,732933815700,278613501100,614502889400,3361841,7417653,494504636900,886155772600,5969108,10693737,1009206593000,276272777300,12181033,3335045,1115.660034179688,-0.0180625862862402,18.95
2021-04-22,82400,83000,82400,-0.0024213075060532,1151303986200,-204655259700,-140810403900,346664785100,182914765400,387570025100,2213456,4691626,408131696100,548942100000,4940160,6642849,549518922100,202854137000,6651176,2455746,1118.589965820312,0.001452841241945,17.86
2021-04-23,82800,82900,81600,0.0048543689320388,1464208204100,-28335243300,-93659633000,117003681900,329879103300,358214346600,4005340,4361394,673127268200,766786901200,8182684,9318285,448997033900,331993352000,5468828,4037784,1118.589965820312,0.0022696960479209,18.33
2021-04-26,83500,83500,82600,0.0084541062801932,1286360030996,175410632800,-83162416200,-92076245600,431290220196,255879587396,5186805,3082299,576771655100,659934071300,6950145,7947905,273952785900,366029031500,3300728,4405441,1109.22998046875,0.0093850679366858,18.36
2021-04-27,82900,83300,82500,-0.0071856287425149,1071381962500,-154607510900,-62928164000,219598636000,147497407300,302104918200,1780110,3648916,474656945400,537585109400,5734112,6493586,439675629200,220076993200,5312018,2658458,1112.150024414062,-0.000508835229901,18.1
2021-04-28,82100,83200,82100,-0.0096501809408926,1284554388615,-128511093700,-163218091500,291358135400,231117621315,359628715015,2801928,4366804,526591029900,689809121400,6394296,8374777,520892621700,229534486300,6328215,2787254,1108.660034179688,-0.010783542370528,18.92
2021-04-29,81700,82500,81500,-0.0048721071863581,1638811445660,-338101131400,-25196099500,341641253200,229361657960,567462789360,2797943,6926489,780422569000,805618668500,9522541,9830172,602683089700,261041836500,7359330,3186989,1106.630004882812,-0.002807148872462,18.92
2021-04-30,81500,82100,81500,-0.0024479804161566,1525090284512,-229417674400,-32890265400,263758336100,411086057212,640503731612,5034648,7848273,593243675500,626133940900,7262203,7661170,516257361300,252499025200,6321204,3090890,1106.630004882812,-0.0091958337243125,18.84
2021-05-03,81700,82400,81000,0.0024539877300613,1284767138340,-79601931900,-34736330300,135214538100,239325466840,318927398740,2924948,3907470,608928197500,643664527800,7444354,7864557,432357909400,297143371300,5290192,3632043,1120.400024414062,-0.0047352969031158,18.09
2021-05-04,82600,82600,81800,0.0110159118727051,1030147174860,33350446400,37715894000,-83695175600,190348611460,156998165060,2317234,1914637,597132939200,559417045200,7264852,6804411,225287243500,308982419100,2739263,3755789,1124.910034179688,0.0076363117328004,16.89
2021-05-06,82300,82300,81700,-0.0036319612590799,1397109294200,-210147432600,-9405386100,216443056900,277956432000,488103864600,3388649,5958607,687583401900,696988788000,8388764,8502491,427333505000,210890448100,5218347,2572694,1119.390014648438,0.0072479165191112,17.0
2021-05-07,81900,82100,81500,-0.0048602673147023,1158685043300,-183532506700,2904901500,178270672000,266516129300,450048636000,3254699,5500220,533648363600,530743462100,6517462,6481244,353921607500,175650935500,4326478,2146034,1119.390014648438,0.0045002812675791,16.43
2021-05-10,83200,83500,81800,0.0158730158730158,1603729206300,78669936100,202098819800,-281605694600,303646336100,224976400000,3667281,2721590,903964376300,701865556500,10924063,8486991,390169163000,671774857600,4721767,8114734,1115.5400390625,0.0164971065895089,17.34
2021-05-11,81200,82600,81100,-0.0240384615384615,2365998053700,-788847622500,-494268033400,1268960298500,219869558500,1008717181000,2684499,12369062,566211014400,1060479047800,6937085,12994340,1556829501800,287869203300,19091707,3523858,1118.22998046875,-0.0157473084957417,20.0
2021-05-12,80000,81200,79800,-0.0147783251231526,2876601949600,-1137895012800,-159970690500,1317501104400,129761679200,1267656692000,1616034,15777376,857739583600,1017710274100,10679681,12666132,1869039203500,551538099100,23266699,6873189,1131.599975585938,-0.0161158663152738,22.17
2021-05-13,78500,79600,78400,-0.01875,2482903301914,-769663795400,-36584466700,795580709300,208762252814,978426048214,2650894,12415875,872838242700,909422709400,11069043,11526092,1384267380500,588686671200,17554022,7467400,1125.699951171875,-0.0137249324420424,21.9
2021-05-14,80100,80300,78900,0.0203821656050955,1313024424300,-21728021000,-17958933200,28794615100,244471759400,266199780400,3064119,3337616,513510667200,531469600400,6427741,6658377,539697431400,510902816300,6766988,6399195,1125.699951171875,0.0098541110870766,19.32
2021-05-17,79600,80900,79200,-0.0062421972534332,1414228804206,-289197982700,-12944298700,304390086800,137242530006,426440512706,1717678,5353591,697027451400,709971750100,8750690,8904922,569827770300,265437683500,7145452,3327751,1135.510009765625,-0.0045219791988957,19.29
2021-05-18,79600,80000,79100,0.0,1393769049380,-444281584000,222587863100,213745769100,194301747280,638583331280,2438363,8016622,784605962000,562018098900,9849115,7053162,405186559100,191440790000,5085472,2402957,1127.140014648438,0.011523656967987,18.23
2021-05-20,79500,79700,79100,-0.0012562814070351,1314426651400,-127859581700,-33938377900,160872581700,468097875100,595957456800,5889705,7499686,457117224700,491055602600,5753143,6179939,367326493300,206453911600,4623665,2598476,1127.050048828125,-0.0033326242643408,19.12
2021-05-21,80100,81500,79800,0.0075471698113207,1687345199300,25415247900,57605608200,-87613705300,386904218700,361488970800,4807662,4503615,783565283300,725959675100,9730381,9028172,487795067900,575408773200,6064850,7125921,1127.050048828125,0.000948586605957,20.09
2021-05-24,79700,80400,79500,-0.0049937578027465,1069031356223,-128167090300,-50429096400,177227792900,148975903623,277142993923,1864990,3475892,519288872100,569717968500,6508232,7138187,395532428300,218304635400,4959801,2736070,1122.18994140625,-0.0035775208491281,20.59
2021-05-25,79900,80400,79800,0.002509410288582,1091584785700,-73849510600,213864005600,-149842176000,277050974900,350900485500,3461404,4383638,648139474000,434275468400,8089878,5421226,151348499600,301190675600,1890289,3758991,1121.380004882812,0.0089878022683502,18.99
2021-05-26,79800,80500,79700,-0.0012515644555695,959016261770,-43379310600,19406700800,38730175600,182329095070,225708405670,2278331,2821902,533717798300,514311097500,6667428,6427337,241765428500,203035252900,3023568,2535241,1115.52001953125,-0.0019088016967125,18.68
2021-05-27,79600,80000,79100,-0.0025062656641604,1845463410840,-167049614300,2386516000,164657565900,770808842240,937858456540,9682683,11784930,690713985100,688327469100,8682543,8654910,379603726700,214946160800,4778761,2704146,1117.300048828125,-0.0012749681257968,18.29
2021-05-28,80100,80400,79400,0.0062814070351759,988665902752,-24655531400,157493235400,-134825139500,153382734452,178038265852,1917962,2226897,653021796100,495528560700,8162806,6196266,176836898000,311662037500,2211747,3894033,1117.300048828125,0.0069739952718674,17.31
2021-05-31,80500,80600,79600,0.0049937578027465,1065281026200,254096822500,-246851213000,-11775820100,384595663300,130498840800,4802528,1632559,407020227700,653871440700,5093220,8180195,262280463600,274056283700,3283452,3422916,1106.97998046875,0.0046014790468364,17.04
2021-06-01,80600,81300,80100,0.0012422360248447,1135461759600,1742018300,132554324100,-137820146000,145807691800,144065673500,1807417,1785320,739500764500,606946440400,9153513,7514850,237185573700,375005719700,2937147,4641420,1107.2099609375,0.0056320254259072,16.48
2021-06-02,80800,81400,80300,0.0024813895781636,1327714187652,130008137400,-75533982400,-55565153000,337890945252,207882807852,4180628,2573893,769356867400,844890849800,9508453,10446128,215149105000,270714258000,2659840,3342460,1109.880004882812,-0.0003950548429076,16.63
2021-06-03,82800,83000,81100,0.0247524752475247,2438122987382,432216147700,374460662600,-809192613400,690908024282,258691876582,8376646,3138677,1218714579300,844253916700,14767941,10224543,511957553500,1321150166900,6201092,16012753,1115.43994140625,0.0086481459955829,17.48
2021-06-04,82200,82700,81500,-0.0072463768115942,1487791197200,75622447500,-206171680100,126423618000,323027417500,247404970000,3927413,3011917,718002382400,924174062500,8742919,11250923,433429695400,307006077400,5279478,3737529,1115.43994140625,-0.0038029824601838,17.43
2021-06-07,81900,82800,81600,-0.0036496350364964,1353520859143,-118907327200,-5287245500,119781127800,183819175343,302726502543,2239862,3688560,755144888500,760432134000,9204093,9270004,401016220300,281235092500,4887194,3426145,1109.319946289062,0.0024061820369256,17.04
2021-06-08,81900,82600,81800,0.0,1049384778500,-85149267500,89563814200,-5421524700,185926595600,271075863100,2264523,3301724,629143970100,539580155900,7661599,6573079,228510084300,233931609000,2784548,2847965,1116.890014648438,-0.0008770715044084,16.24
2021-06-09,81100,82000,81100,-0.0097680097680097,1214345795800,43192172700,-232601996300,178506207100,254214091900,211021919200,3121437,2591819,527882080600,760484076900,6476840,9336598,416044264300,237538057200,5111451,2915295,1116.410034179688,-0.0109037146553316,16.58
2021-06-10,81000,81400,80900,-0.001233045622688,1426082429800,199373156600,-358403662500,158725983100,488613248500,289240091900,6026686,3567247,610148247700,968551910200,7524252,11945256,324248731900,165522748800,3998154,2040363,1111.260009765625,0.0027793348281015,15.44
2021-06-11,81000,81700,80700,0.0,1142077783332,-243805514000,-38035859300,247790461800,215132324732,458937838732,2652658,5662056,450665491100,488701350400,5559660,6027980,426068949600,178278487800,5259741,2198577,1111.260009765625,0.0079888203097704,14.51
2021-06-14,80500,80900,80500,-0.0061728395061728,850453174124,-79558924500,-185792753600,263179470900,139003720724,218562645224,1724099,2711143,222260513000,408053266600,2757039,5061585,484871694700,221692223800,6015389,2750728,1116.319946289062,0.0010166828411666,14.46
2021-06-15,80900,81200,80600,0.0049689440993789,814156162500,35607837800,-69391137900,32576219300,223563178900,187955341100,2766347,2325509,378333400300,447724538200,4682124,5541295,209489599500,176913380200,2592924,2189527,1116.030029296875,0.0021005493744516,14.33
2021-06-16,81800,81900,81100,0.011124845488257,1223108169181,227637780400,-7686272400,-229295155000,535985431981,308347651581,6570852,3780733,510045477900,517731750300,6257187,6351012,165164045100,394459200100,2025523,4836595,1131.949951171875,0.0065187846958283,14.7
2021-06-17,80900,81300,80700,-0.011002444987775,1132293020100,-176871804600,-173860921600,348150607400,339627300900,516499105500,4200100,6389900,301411025200,475271946800,3728922,5878980,486274764800,138124157400,6016749,1708831,1133.5400390625,-0.005103441962651,14.98
2021-06-18,80500,81100,80500,-0.0049443757725586,1202369230300,-448805491600,43436513900,397705617000,256983221700,705788713300,3188646,8758610,362465104600,319028590700,4496099,3955780,572928868800,175223251800,7108004,2173452,1133.5400390625,0.0006670807167665,14.62
2021-06-21,79900,80000,79600,-0.0074534161490683,1282081340900,-339128692700,-261525028000,607836083200,91156166800,430284859500,1141737,5392209,319238461500,580763489500,3999736,7274918,864431226300,256595143100,10830955,3215243,1130.339965820312,-0.0081835317916417,16.28
2021-06-22,80000,80300,79900,0.0012515644555695,942656966106,-60786130400,-53983654100,86389016900,299833679306,360619809706,3744075,4504816,319018098900,373001753000,3984850,4657634,292152100000,205763083100,3649219,2570061,1132.510009765625,0.0068604273860846,15.11
2021-06-23,80100,80600,79900,0.0012499999999999,1110045011672,-24997603800,-68079127900,91978204600,318182765372,343180369172,3969048,4284676,403150042400,471229170300,5032792,5881074,383463086600,291484882000,4789220,3638950,1132.609985351562,0.0053174347405735,14.75
2021-06-24,81200,81400,80100,0.013732833957553,1515729920909,-3906588100,154520940200,-150691421900,344519754509,348426342609,4260273,4316469,772091292300,617570352100,9566682,7649118,393767152500,544458574400,4877949,6740070,1130.800048828125,0.0037780779886886,14.84
2021-06-25,81600,81900,81200,0.0049261083743843,1099148742353,-57724165800,200220882700,-138580872900,206826546253,264550712053,2536392,3244819,601990419000,401769536300,7384143,4928098,287650423500,426231296400,3528012,5227641,1130.800048828125,0.0046078744468269,14.82
2021-06-28,81900,82000,81600,0.0036764705882352,946992165410,156655573300,-89170652000,-66732719000,398075668610,241420095310,4866205,2952460,226488529300,315659181300,2769799,3859135,318911078400,385643797400,3899516,4714705,1129.0400390625,-0.0009536784741143,14.8
2021-06-29,81000,82100,80800,-0.0109890109890109,1277813841567,-19500372300,-155160450900,173868676400,390151186367,409651558667,4803430,5052937,475816393500,630976844400,5862821,7771688,408298004400,234429328000,5034322,2885634,1130.510009765625,-0.0055457066230283,14.52
2021-06-30,80700,81400,80700,-0.0037037037037036,1075902355151,-38216362400,-55368180000,90416835500,419088727151,457305089551,5179776,5654852,377334526000,432702706000,4656825,5339025,275106963200,184690127700,3398034,2279887,1129.599975585938,0.0029711569227954,14.17
2021-07-01,80100,80600,80000,-0.0074349442379182,1073188213795,-137928706200,-242200765600,371854597000,208782865495,346711571695,2603012,4323504,294888999600,537089765200,3677167,6696899,559997864200,188143267200,6983968,2346970,1132.410034179688,-0.0056968371160331,14.33
2021-07-02,80000,80400,79900,-0.0012484394506866,701206526029,-183883508300,-31813611100,216264860900,166358164729,350241673029,2076570,4373259,157060360100,188873971200,1959716,2356783,374507725700,158242864800,4675846,1975047,1132.410034179688,-0.0007792088738138,13.74
2021-07-05,80400,80800,80000,0.0049999999999998,670345813400,-24330020800,32398667900,-7834179400,96423125100,120753145900,1199045,1502687,356045190900,323646523000,4424157,4021684,211777732000,219611911400,2631988,2727915,1129.43994140625,0.0038073394495412,13.11
2021-07-06,81200,81200,80500,0.0099502487562188,982536524900,104014153800,68380791300,-171871126300,237651298800,133637145000,2932827,1649998,528702151500,460321360200,6529147,5684589,212091150900,383962277200,2619152,4740039,1135.47998046875,0.0042041767582141,12.71
