date,close,return,trading_value,foreign_net_buy,institution_net_buy,retail_net_buy,usdkrw,kospi200_return
2024-04-19,77600,-0.0251256281407035,2423649194900,-5492713400,-336419739800,303435461000,1379.4000244140625,-0.0180471230435025
2024-04-22,76100,-0.0193298969072165,2320445983561,-641318455500,222621206100,407929560100,1378.8399658203125,0.0122241760735153
2024-04-23,75500,-0.0078843626806832,1424154641605,-238935672400,7962553600,225549640400,1370.47998046875,-0.0025498052621254
2024-04-24,78600,0.0410596026490066,1732478787054,207066852000,60568868200,-268500418900,1376.969970703125,0.0214056969492668
2024-04-25,76300,-0.0292620865139948,1195063612340,-81703987900,-195319290100,283140989400,1371.699951171875,-0.0194994499449946
2024-04-26,76700,0.0052424639580603,982996902900,-21869859000,-26630557000,47357687400,1371.699951171875,0.0126504165381053
2024-04-29,76700,0.0,1124365701771,-116884358200,-26991184500,142042997200,1374.6400146484375,0.0095839565675033
2024-04-30,77500,0.0104302477183833,1477530164700,46174184400,91232316900,-138398438000,1385.4599609375,0.0017833625987708
2024-05-02,78000,0.0064516129032257,1475152663496,42309151800,8343612300,-65955242200,1364.6400146484375,-0.0022457754772272
2024-05-03,77600,-0.0051282051282051,1028553770200,-15388922600,-6089871900,21009144900,1364.6400146484375,-0.002003787982762
2024-05-07,81300,0.047680412371134,2112619288066,591548418300,251202002400,-828688463000,1357.72998046875,0.0253589306342483
2024-05-08,81300,0.0,1060566849818,123075253000,-30792549600,-90485523000,1361.93994140625,0.0034603004291844
2024-05-09,79700,-0.0196801968019679,1509119512100,-99066839700,2986623500,83353161400,1365.4000244140625,-0.0140607875110266
2024-05-10,79200,-0.0062735257214554,1351235284800,50408194800,-161903452900,110652377600,1365.4000244140625,0.0061003714448391
2024-05-13,78400,-0.01010101010101,1460962492700,-74411221800,-130479651900,210922433500,1363.7900390625,-0.0002425353023606
2024-05-14,78300,-0.0012755102040816,920737809850,-30501679900,5002240600,25438677100,1362.550048828125,0.0001347745222244
2024-05-16,78200,-0.0012771392081737,1656384883213,-297331716900,147609441700,145693520000,1346.0400390625,0.0095946528676154
2024-05-17,77400,-0.0102301790281329,1237640369900,-262745273600,-7170871600,266185186000,1346.0400390625,-0.0107314468766684
2024-05-20,78900,0.0193798449612403,1528019966672,13928524600,203571881500,-211740612300,1360.1600341796875,0.0083652652598629
2024-05-21,78400,-0.0063371356147021,1074830521150,100608286200,-156321487500,53032319700,1363.4200439453125,-0.0057000642260758
2024-05-22,77700,-0.0089285714285713,1522590061360,-112684503100,5842300400,113617687900,1365.81005859375,-0.0003767998923428
2024-05-23,78300,0.0077220077220077,1462378998195,112885863000,-79750710200,-47347457200,1367.6199951171875,0.0005654128860288
2024-05-24,75900,-0.0306513409961686,2127292051700,-564448204600,-300147521200,842807251900,1367.6199951171875,-0.0149077014154244
2024-05-27,77200,0.0171277997364953,3306633382624,-713698883200,253397039300,431264672300,1360.9300537109375,0.0138767482517483
2024-05-28,77600,0.005181347150259,1436714901191,-65187086400,193409472000,-125640273700,1362.760009765625,0.0004580234939108
2024-05-29,75200,-0.0309278350515463,2312008038097,-426507727800,38656333200,369329952100,1370.550048828125,-0.0171545525543317
2024-05-30,73500,-0.0226063829787234,2117784497387,-491660408500,-160820388100,603640445400,1375.6199951171875,-0.0171525646646207
2024-05-31,73500,0.0,1935963757832,-452088230500,244769468300,204776086400,1375.6199951171875,-0.0013660440479509
2024-06-03,75700,0.0299319727891156,1186657003206,136786358000,62255950800,-201164674200,1370.7900390625,0.020295357471874
2024-06-04,75300,-0.0052840158520475,1065751349301,-28137011400,-26680394800,50233293600,1373.719970703125,-0.0080989383824012
2024-06-05,77400,0.0278884462151394,1794236853400,398598025300,-222973253600,-184686380100,1368.739990234375,0.0108131965132958
2024-06-07,77300,-0.0012919896640827,1645298001774,-185504489100,96150544100,83273711800,1368.739990234375,0.0135083506167448
2024-06-10,75700,-0.0206985769728331,1109351578979,-143713550300,-175759540400,311359057300,1373.9599609375,-0.0105818681170737
2024-06-11,75200,-0.0066050198150594,1280831574634,-180650297600,-55333066000,230591483900,1377.3599853515625,0.0006803461601263
2024-06-12,76500,0.0172872340425531,1460415323135,-32144701500,-5323290800,30611931400,1370.4100341796875,0.0092736123575645
2024-06-13,78600,0.0274509803921567,2648772985232,942260517800,-28426626800,-907608130500,1373.739990234375,0.0097812028454407
2024-06-14,79600,0.0127226463104326,1830283253527,528958291600,-92360678300,-437732491300,1373.739990234375,0.0033355570380253
2024-06-17,78100,-0.0188442211055276,1267630623100,-42587257800,-74200040000,112923112000,1379.06005859375,-0.005691489361702
2024-06-18,79800,0.0217669654289371,1451893499146,446484852000,32125703700,-432990811500,1378.6099853515625,0.010351468464131
2024-06-19,81200,0.0175438596491228,1965912177220,241299305400,312686156400,-502500408600,1381.1500244140625,0.0139782384242712
2024-06-20,81600,0.0049261083743843,1658024402539,327246740900,160266603100,-423769697600,1391.8199462890625,0.0046212892613768
2024-06-21,80000,-0.0196078431372549,1437355033344,-123854130400,-31724047300,174054331400,1391.8199462890625,-0.010135661936691
2024-06-24,80600,0.0075,1239803887850,20443608900,23228177700,-58582991900,1386.1099853515625,-0.0065374921235035
2024-06-25,80800,0.0024813895781636,1545796110887,228144548500,-38324717900,-177959523500,1390.8900146484375,0.0038584529189462
2024-06-26,81300,0.006188118811881,1436019023400,104184594600,-62753143500,-44378713400,1393.3800048828125,0.008319073318415
2024-06-27,81600,0.0036900369003689,953180945250,395572785900,-281342856600,-111578161100,1386.949951171875,-0.0019320644369599
2024-06-28,81500,-0.0012254901960784,768935755446,-77936603600,16372774500,55371339200,1386.949951171875,0.0045779161325765
2024-07-01,81800,0.003680981595092,925400917400,84028010000,36216500400,-117694610500,1383.4200439453125,0.000833289932816
2024-07-02,81800,0.0,1186008163180,180718827600,-96347972700,-82778873800,1383.4200439453125,-0.0081698496123223
2024-07-03,81800,0.0,933802003100,-3484656600,29905162400,-28434558200,1385.77001953125,0.0053252885624344
2024-07-04,84600,0.0342298288508557,3679078036300,665455741800,587615333800,-1231159489500,1380.25,0.0138298149936069
2024-07-05,87100,0.0295508274231679,3951280237696,1180606603100,586574714500,-1727210222200,1380.25,0.0178621985432272
2024-07-08,87400,0.0034443168771527,2105162327800,343469731700,-99360698100,-242353406800,1382.75,-0.0025286368118947
2024-07-09,87800,0.0045766590389015,1869414925283,331222148100,-483868200,-356060399300,1382.4200439453125,0.0033462620731614
2024-07-10,87800,0.0,1560911761680,304149140200,-126914758900,-172316140600,1382.989990234375,-0.0004800525531215
2024-07-11,87600,-0.0022779043280182,2164539095066,205788944100,-102710653200,-100399233900,1371.27001953125,0.0073811931243679
2024-07-12,84400,-0.0365296803652968,2234914589643,-307982724600,13333211000,290425593000,1371.27001953125,-0.0156328415136002
2024-07-15,86700,0.0272511848341232,2151182147147,-58669391400,356045018500,-280340013000,1383.68994140625,0.0039511585816613
2024-07-16,87700,0.0115340253748559,1413744130426,178304085700,56358279300,-233677851100,1382.6400146484375,0.0037324801950031
