epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.015843,0.125869,0.0055,0.015871
2,0.015775,0.125598,0.009578,0.015823
3,0.015718,0.125372,0.013027,0.015783
4,0.015668,0.125171,0.0166,0.015751
5,0.015623,0.124991,0.01952,0.01572
6,0.015581,0.124824,0.022092,0.015691
7,0.015542,0.124668,0.024702,0.015666
8,0.015506,0.124521,0.02699,0.01564
9,0.015471,0.124384,0.029181,0.015617
10,0.01544,0.124257,0.030912,0.015594
11,0.01541,0.124139,0.032215,0.015571
12,0.015383,0.124029,0.033732,0.015552
13,0.015358,0.123926,0.034906,0.015532
14,0.015334,0.123829,0.036065,0.015514
15,0.015311,0.123738,0.037095,0.015497
16,0.015289,0.123651,0.037736,0.015478
17,0.015269,0.123567,0.038294,0.01546
18,0.015249,0.123487,0.038649,0.015442
19,0.015231,0.123412,0.039239,0.015427
20,0.015213,0.123342,0.039924,0.015413
21,0.015197,0.123275,0.04039,0.015399
22,0.015181,0.123211,0.040685,0.015384
23,0.015166,0.12315,0.040855,0.01537
24,0.015151,0.123091,0.04114,0.015357
25,0.015137,0.123035,0.041461,0.015345
26,0.015124,0.12298,0.041883,0.015333
27,0.01511,0.122925,0.042453,0.015323
28,0.015097,0.122869,0.043296,0.015313
29,0.015083,0.122812,0.044056,0.015303
30,0.015069,0.122757,0.044919,0.015294
31,0.015056,0.122702,0.045804,0.015285
32,0.015043,0.12265,0.046618,0.015276
33,0.015031,0.1226,0.047483,0.015268
34,0.015019,0.122552,0.048241,0.01526
35,0.015007,0.122505,0.04897,0.015252
36,0.014996,0.12246,0.049847,0.015246
37,0.014986,0.122417,0.050664,0.015239
38,0.014976,0.122376,0.051331,0.015232
39,0.014966,0.122336,0.052194,0.015227
40,0.014957,0.122297,0.053016,0.015222
41,0.014948,0.12226,0.053762,0.015216
42,0.014939,0.122225,0.054495,0.015211
43,0.014931,0.122191,0.05524,0.015207
44,0.014923,0.122158,0.055908,0.015202
45,0.014916,0.122129,0.056437,0.015198
46,0.014909,0.122103,0.056842,0.015193
47,0.014903,0.122079,0.057223,0.015189
48,0.014898,0.122058,0.057573,0.015186
49,0.014893,0.122038,0.058021,0.015183
50,0.014888,0.122017,0.058502,0.015181
51,0.014883,0.121996,0.059083,0.015179
52,0.014878,0.121976,0.059571,0.015176
53,0.014874,0.121958,0.060053,0.015174
54,0.014869,0.12194,0.0605,0.015172
55,0.014866,0.121925,0.060853,0.01517
56,0.014862,0.121909,0.06128,0.015168
57,0.014858,0.121895,0.061634,0.015167
58,0.014855,0.121882,0.062025,0.015165
59,0.014852,0.121869,0.06248,0.015164
60,0.014849,0.121855,0.062905,0.015163
61,0.014846,0.121843,0.063249,0.015162
62,0.014843,0.121832,0.063489,0.01516
63,0.014841,0.121823,0.063841,0.01516
64,0.014839,0.121815,0.064039,0.015159
65,0.014837,0.121807,0.064321,0.015158
66,0.014835,0.121798,0.064623,0.015158
67,0.014833,0.121791,0.064838,0.015157
68,0.014832,0.121785,0.065045,0.015157
69,0.01483,0.121779,0.065301,0.015157
70,0.014829,0.121774,0.065436,0.015156
71,0.014828,0.12177,0.065492,0.015155
72,0.014827,0.121766,0.065567,0.015155
73,0.014826,0.121763,0.065745,0.015155
74,0.014826,0.121761,0.065792,0.015155
75,0.014825,0.121758,0.065909,0.015154
