epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.062869,0.250738,0.024042,0.06299
2,0.061439,0.247869,0.036269,0.06162
3,0.060395,0.245753,0.046929,0.060629
4,0.059326,0.24357,0.062624,0.05964
5,0.058256,0.241363,0.073099,0.058622
6,0.057376,0.239532,0.082359,0.057787
7,0.056476,0.237648,0.091389,0.056933
8,0.055724,0.236059,0.09822,0.056215
9,0.055194,0.234935,0.103437,0.055712
10,0.054698,0.233876,0.105704,0.055226
11,0.054364,0.233161,0.109041,0.054909
12,0.054089,0.23257,0.115366,0.054666
13,0.053825,0.232002,0.12146,0.054432
14,0.053584,0.231482,0.125045,0.054209
15,0.053321,0.230913,0.127035,0.053956
16,0.053103,0.23044,0.130521,0.053755
17,0.052866,0.229925,0.140513,0.053568
18,0.052791,0.229763,0.14977,0.05354
19,0.052743,0.229659,0.156038,0.053523
20,0.05267,0.2295,0.160161,0.053471
21,0.052572,0.229286,0.165179,0.053398
22,0.052393,0.228895,0.173826,0.053262
23,0.052166,0.2284,0.180968,0.053071
24,0.052039,0.22812,0.186392,0.052971
25,0.051955,0.227937,0.190266,0.052907
26,0.051888,0.227789,0.191724,0.052847
27,0.051845,0.227695,0.193175,0.052811
28,0.051829,0.22766,0.193226,0.052795
29,0.051861,0.22773,0.191575,0.052819
30,0.051854,0.227714,0.191832,0.052813
31,0.051841,0.227687,0.192214,0.052802
32,0.051843,0.22769,0.19152,0.0528
33,0.051864,0.227737,0.193592,0.052832
34,0.051858,0.227724,0.19403,0.052829
35,0.051832,0.227665,0.192399,0.052794
36,0.051759,0.227506,0.188306,0.0527
37,0.051649,0.227265,0.185237,0.052576
38,0.051549,0.227044,0.182383,0.052461
39,0.051447,0.22682,0.179895,0.052347
40,0.051379,0.226669,0.178841,0.052273
41,0.051308,0.226514,0.180397,0.05221
42,0.051274,0.226438,0.181629,0.052182
43,0.051273,0.226435,0.181462,0.05218
44,0.051242,0.226366,0.181193,0.052148
45,0.051341,0.226584,0.181248,0.052247
46,0.051331,0.226564,0.180155,0.052232
47,0.051284,0.226461,0.178778,0.052178
48,0.051245,0.226373,0.178497,0.052137
49,0.051211,0.226299,0.178464,0.052103
50,0.051182,0.226235,0.178985,0.052077
51,0.051169,0.226205,0.180727,0.052072
52,0.05115,0.226164,0.181109,0.052056
53,0.051106,0.226067,0.183169,0.052022
54,0.051081,0.22601,0.190517,0.052033
55,0.051068,0.225983,0.194705,0.052042
56,0.051102,0.226056,0.197172,0.052087
