epoch,train_mse,train_rmse,l1_penalty,total_loss
1,0.10618,0.325853,0.018476,0.106272
2,0.104624,0.323456,0.03436,0.104795
3,0.103237,0.321306,0.050925,0.103492
4,0.101906,0.319227,0.066322,0.102238
5,0.100749,0.31741,0.081217,0.101155
6,0.099809,0.315926,0.095038,0.100284
7,0.098753,0.31425,0.107677,0.099292
8,0.09807,0.313162,0.119519,0.098668
9,0.09739,0.312074,0.130556,0.098043
10,0.096756,0.311056,0.140545,0.097459
11,0.096233,0.310215,0.14961,0.096982
12,0.095821,0.30955,0.158143,0.096612
13,0.095429,0.308916,0.165733,0.096258
14,0.095067,0.308329,0.172907,0.095931
15,0.094759,0.30783,0.180138,0.09566
16,0.094516,0.307434,0.187695,0.095454
17,0.094273,0.307039,0.194355,0.095245
18,0.094064,0.306699,0.199771,0.095063
19,0.093891,0.306416,0.203989,0.094911
20,0.09372,0.306138,0.20689,0.094755
21,0.093606,0.305951,0.209416,0.094653
22,0.093475,0.305736,0.211366,0.094531
23,0.093355,0.305541,0.213521,0.094423
24,0.09323,0.305336,0.215348,0.094307
25,0.093123,0.30516,0.21698,0.094207
26,0.093045,0.305033,0.218338,0.094137
27,0.092947,0.304871,0.218632,0.09404
28,0.09285,0.304712,0.218428,0.093942
29,0.092774,0.304588,0.218029,0.093864
30,0.092704,0.304473,0.217439,0.093791
31,0.092653,0.304389,0.217014,0.093738
32,0.092585,0.304278,0.217619,0.093673
33,0.092527,0.304183,0.21765,0.093615
34,0.092476,0.304099,0.217581,0.093564
35,0.092424,0.304013,0.217129,0.09351
36,0.092375,0.303932,0.217002,0.09346
37,0.092317,0.303838,0.21707,0.093403
38,0.092266,0.303753,0.217062,0.093351
39,0.092231,0.303696,0.216739,0.093315
40,0.092172,0.303598,0.216659,0.093255
41,0.092142,0.303549,0.216395,0.093224
42,0.092099,0.303477,0.216326,0.09318
43,0.092061,0.303415,0.215889,0.09314
44,0.092036,0.303375,0.21516,0.093112
45,0.092009,0.30333,0.214476,0.093081
46,0.091973,0.30327,0.21447,0.093045
47,0.091952,0.303236,0.214397,0.093024
48,0.091916,0.303177,0.213808,0.092985
49,0.091897,0.303144,0.213591,0.092965
50,0.091874,0.303107,0.213048,0.092939
51,0.091844,0.303058,0.212916,0.092909
52,0.091821,0.303019,0.212618,0.092884
53,0.091802,0.302989,0.212526,0.092865
54,0.091783,0.302957,0.212675,0.092846
55,0.091755,0.302911,0.213938,0.092825
56,0.091736,0.30288,0.215458,0.092814
57,0.09171,0.302836,0.216486,0.092792
58,0.091696,0.302813,0.2176,0.092784
59,0.091669,0.302769,0.218731,0.092763
60,0.09166,0.302755,0.219987,0.09276
61,0.091636,0.302714,0.220858,0.09274
62,0.091622,0.302692,0.221997,0.092732
63,0.091605,0.302664,0.223095,0.092721
64,0.091592,0.302641,0.224294,0.092713
65,0.091578,0.302619,0.225257,0.092704
66,0.091561,0.302591,0.225889,0.092691
67,0.091551,0.302574,0.226323,0.092683
68,0.091545,0.302564,0.226606,0.092678
69,0.091546,0.302566,0.226695,0.092679
70,0.091521,0.302525,0.226962,0.092656
71,0.091517,0.302517,0.226879,0.092651
72,0.091517,0.302518,0.226488,0.092649
73,0.091515,0.302515,0.226259,0.092647
74,0.091515,0.302515,0.22629,0.092647
75,0.091502,0.302493,0.225975,0.092632
76,0.091506,0.3025,0.225301,0.092633
77,0.091495,0.302481,0.22473,0.092618
78,0.091498,0.302486,0.224281,0.092619
79,0.091506,0.3025,0.224012,0.092626
80,0.091497,0.302485,0.224008,0.092617
81,0.091494,0.30248,0.223811,0.092613
82,0.091484,0.302464,0.224193,0.092605
83,0.091481,0.302459,0.224309,0.092603
84,0.091505,0.302497,0.224125,0.092625
85,0.091488,0.30247,0.224134,0.092608
86,0.091484,0.302463,0.223825,0.092603
87,0.091476,0.302451,0.224224,0.092598
88,0.091473,0.302445,0.224481,0.092596
89,0.091467,0.302434,0.224876,0.092591
90,0.091461,0.302425,0.225132,0.092586
91,0.091458,0.30242,0.225306,0.092584
92,0.091455,0.302415,0.225833,0.092584
93,0.091456,0.302418,0.226264,0.092588
94,0.091453,0.302413,0.226742,0.092587
95,0.09145,0.302407,0.227271,0.092586
96,0.091444,0.302397,0.228224,0.092585
97,0.091438,0.302387,0.229046,0.092583
98,0.091432,0.302378,0.23015,0.092583
99,0.091419,0.302356,0.231147,0.092575
100,0.091416,0.302351,0.231647,0.092574
101,0.091411,0.302343,0.232144,0.092572
102,0.09141,0.302341,0.232396,0.092572
103,0.0914,0.302325,0.232517,0.092563
104,0.091403,0.30233,0.233279,0.09257
105,0.091394,0.302314,0.233919,0.092563
106,0.091391,0.30231,0.234536,0.092564
107,0.091395,0.302316,0.234776,0.092569
108,0.091393,0.302313,0.235081,0.092569
109,0.091382,0.302294,0.23558,0.09256
110,0.091388,0.302304,0.236043,0.092568
111,0.091384,0.302298,0.23624,0.092565
112,0.091381,0.302293,0.236125,0.092562
113,0.091381,0.302292,0.236171,0.092561
114,0.091384,0.302297,0.236164,0.092564
115,0.091383,0.302297,0.236414,0.092565
116,0.091377,0.302286,0.236143,0.092557
117,0.091379,0.302289,0.235441,0.092556
118,0.091391,0.30231,0.234371,0.092563
119,0.091404,0.30233,0.23349,0.092571
120,0.091396,0.302318,0.233028,0.092562
121,0.091396,0.302318,0.232978,0.092561
122,0.091407,0.302336,0.232877,0.092572
123,0.091403,0.302329,0.233488,0.09257
124,0.091401,0.302326,0.234334,0.092573
125,0.091408,0.302338,0.234634,0.092582
126,0.091406,0.302334,0.23466,0.092579
127,0.091401,0.302326,0.235248,0.092577
128,0.0914,0.302324,0.23548,0.092577
129,0.091398,0.30232,0.235451,0.092575
130,0.09139,0.302308,0.235517,0.092568
131,0.091382,0.302294,0.235394,0.092559
132,0.091382,0.302294,0.234969,0.092557
133,0.091389,0.302307,0.234419,0.092561
134,0.091395,0.302317,0.233973,0.092565
135,0.091387,0.302303,0.233826,0.092556
136,0.091387,0.302303,0.233854,0.092556
137,0.091393,0.302312,0.233873,0.092562
138,0.091399,0.302323,0.233936,0.092569
139,0.09139,0.302309,0.233852,0.09256
140,0.091401,0.302327,0.233829,0.092571
141,0.091399,0.302322,0.233281,0.092565
142,0.091391,0.302309,0.232648,0.092554
143,0.091393,0.302313,0.232082,0.092554
144,0.091401,0.302326,0.232168,0.092562
145,0.091396,0.302318,0.232474,0.092558
146,0.091398,0.302322,0.23246,0.092561
147,0.091398,0.30232,0.232542,0.09256
148,0.091409,0.302339,0.232448,0.092571
149,0.091395,0.302315,0.232185,0.092555
150,0.091407,0.302335,0.231695,0.092565
151,0.091397,0.302319,0.231444,0.092554
152,0.091397,0.302319,0.232235,0.092558
153,0.091394,0.302314,0.233312,0.09256
154,0.091385,0.302299,0.234277,0.092556
155,0.091395,0.302317,0.23529,0.092572
156,0.091384,0.302298,0.235457,0.092561
157,0.091385,0.302299,0.23546,0.092562
158,0.091393,0.302312,0.23538,0.09257
159,0.091386,0.302302,0.234807,0.09256
160,0.091385,0.3023,0.23447,0.092558
161,0.091387,0.302303,0.234183,0.092558
162,0.091396,0.302317,0.23423,0.092567
163,0.09139,0.302308,0.234696,0.092564
164,0.091393,0.302313,0.235072,0.092568
165,0.091385,0.3023,0.234916,0.09256
166,0.091393,0.302313,0.235111,0.092569
167,0.09138,0.302292,0.23495,0.092555
168,0.091384,0.302298,0.234617,0.092557
169,0.091393,0.302314,0.233931,0.092563
170,0.091391,0.302309,0.233913,0.09256
171,0.091386,0.302301,0.233797,0.092555
172,0.091381,0.302294,0.233915,0.092551
173,0.091402,0.302327,0.233856,0.092571
174,0.091392,0.302311,0.233606,0.09256
175,0.091382,0.302295,0.233807,0.092551
176,0.091381,0.302294,0.234016,0.092552
177,0.091386,0.302302,0.233752,0.092555
178,0.091388,0.302305,0.233432,0.092555
179,0.091392,0.302311,0.233018,0.092557
180,0.091388,0.302305,0.23253,0.092551
181,0.0914,0.302324,0.232203,0.092561
182,0.091389,0.302306,0.231895,0.092548
183,0.09139,0.302307,0.231648,0.092548
184,0.091395,0.302317,0.231075,0.092551
185,0.091414,0.302348,0.230759,0.092568
186,0.091412,0.302345,0.230416,0.092565
187,0.09142,0.302357,0.230483,0.092572
188,0.091422,0.30236,0.230841,0.092576
189,0.091408,0.302337,0.231364,0.092564
190,0.091403,0.30233,0.231821,0.092563
191,0.091401,0.302326,0.232158,0.092562
192,0.091393,0.302313,0.232861,0.092558
193,0.091386,0.302301,0.233766,0.092555
194,0.091393,0.302313,0.234642,0.092566
195,0.09138,0.302291,0.235116,0.092556
196,0.09138,0.302291,0.235547,0.092558
197,0.091379,0.30229,0.235438,0.092556
198,0.091381,0.302292,0.235375,0.092558
199,0.091376,0.302284,0.235202,0.092552
200,0.091378,0.302288,0.234957,0.092553
201,0.091386,0.302301,0.234642,0.092559
202,0.09139,0.302308,0.234572,0.092563
203,0.091381,0.302293,0.234916,0.092556
204,0.09138,0.302291,0.235897,0.092559
205,0.091377,0.302287,0.236518,0.09256
206,0.091388,0.302305,0.237032,0.092573
207,0.091374,0.302281,0.236975,0.092558
208,0.091383,0.302297,0.236575,0.092566
209,0.091386,0.302301,0.236557,0.092569
210,0.091388,0.302304,0.236148,0.092569
211,0.091385,0.3023,0.235491,0.092562
212,0.091394,0.302315,0.234666,0.092567
213,0.091408,0.302338,0.234161,0.092579
214,0.091397,0.302319,0.233711,0.092566
215,0.091409,0.302339,0.233082,0.092574
216,0.091408,0.302338,0.232205,0.092569
217,0.091411,0.302343,0.231959,0.092571
218,0.091412,0.302344,0.231297,0.092569
219,0.091414,0.302347,0.230386,0.092566
220,0.091418,0.302354,0.229612,0.092566
221,0.091418,0.302354,0.229974,0.092568
222,0.091418,0.302353,0.230144,0.092568
223,0.09142,0.302358,0.230296,0.092572
224,0.091422,0.302361,0.230466,0.092575
225,0.091418,0.302353,0.2304,0.09257
226,0.09142,0.302358,0.230201,0.092571
227,0.09142,0.302357,0.230457,0.092572
228,0.091414,0.302348,0.231848,0.092574
229,0.0914,0.302325,0.232654,0.092564
230,0.091396,0.302317,0.23269,0.092559
231,0.0914,0.302324,0.232694,0.092563
232,0.091392,0.302311,0.232712,0.092556
233,0.091415,0.302349,0.232544,0.092577
234,0.091405,0.302332,0.23217,0.092566
235,0.091408,0.302338,0.232294,0.09257
236,0.091404,0.302332,0.231812,0.092564
237,0.091419,0.302355,0.23195,0.092578
238,0.091408,0.302338,0.231933,0.092568
239,0.091397,0.302319,0.232076,0.092557
240,0.091394,0.302314,0.232537,0.092557
241,0.091395,0.302317,0.233408,0.092562
242,0.091391,0.30231,0.233711,0.09256
243,0.091396,0.302318,0.233597,0.092564
244,0.091394,0.302314,0.233347,0.09256
245,0.091396,0.302318,0.232912,0.09256
246,0.091395,0.302317,0.232633,0.092559
247,0.091396,0.302317,0.232443,0.092558
248,0.091393,0.302312,0.232404,0.092555
249,0.091395,0.302317,0.232614,0.092559
250,0.091388,0.302304,0.232792,0.092552
251,0.091392,0.302312,0.233261,0.092559
252,0.091386,0.302302,0.233918,0.092556
253,0.091398,0.302321,0.23482,0.092572
254,0.091384,0.302299,0.235434,0.092562
255,0.091381,0.302293,0.235698,0.092559
256,0.091375,0.302283,0.235695,0.092553
257,0.091383,0.302296,0.235614,0.092561
258,0.091374,0.302282,0.235602,0.092552
259,0.091377,0.302286,0.235052,0.092552
260,0.091381,0.302294,0.234513,0.092554
261,0.091385,0.3023,0.234853,0.092559
262,0.091386,0.302301,0.235145,0.092561
263,0.091385,0.3023,0.235046,0.092561
264,0.091387,0.302302,0.235094,0.092562
265,0.091393,0.302313,0.235255,0.09257
266,0.091394,0.302315,0.235678,0.092573
267,0.091385,0.302299,0.236134,0.092566
268,0.091379,0.30229,0.236797,0.092563
269,0.091376,0.302285,0.237961,0.092566
270,0.091371,0.302276,0.239028,0.092566
271,0.091368,0.302272,0.239537,0.092566
272,0.091369,0.302274,0.239997,0.092569
273,0.091365,0.302267,0.23977,0.092564
274,0.091364,0.302264,0.239094,0.092559
275,0.091367,0.30227,0.237941,0.092557
276,0.091374,0.302282,0.236633,0.092557
277,0.091377,0.302286,0.235468,0.092554
278,0.091391,0.302309,0.234421,0.092563
279,0.091397,0.302319,0.233688,0.092565
280,0.091396,0.302318,0.233735,0.092565
281,0.091405,0.302333,0.23337,0.092572
282,0.091408,0.302338,0.233376,0.092575
283,0.091418,0.302355,0.232964,0.092583
284,0.091411,0.302342,0.233391,0.092577
285,0.091393,0.302313,0.234084,0.092563
286,0.091387,0.302303,0.234655,0.09256
287,0.091382,0.302294,0.234913,0.092556
288,0.09139,0.302307,0.234968,0.092564
289,0.091393,0.302313,0.234818,0.092567
290,0.091399,0.302322,0.234316,0.09257
291,0.091399,0.302322,0.233565,0.092567
292,0.091396,0.302318,0.233526,0.092564
293,0.091399,0.302323,0.233653,0.092567
294,0.091397,0.30232,0.233991,0.092567
295,0.091397,0.302319,0.234154,0.092568
296,0.091399,0.302322,0.234142,0.092569
297,0.091402,0.302328,0.234099,0.092573
298,0.091393,0.302313,0.234408,0.092565
299,0.091384,0.302298,0.234628,0.092557
300,0.091395,0.302316,0.234431,0.092567
